HPGDS	ARRDC3
IRF1	IL12B
CREB3	MCL1
CREB1	MCL1
FOXO3	BCL2L11
PPARA	EHHADH
PPARA	APOC3
PPARA	SLC27A1
PPARA	ME1
PPARA	SCD5
PPARG	ACSL3
PPARG	ANGPTL4
PPARG	ACSL5
PPARG	SCD
RXRA	SLC27A4
RXRA	SCD
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RXRB	ILK
RXRB	ACSBG2
RXRB	ADIPOQ
RXRG	CD36
MAPK1	IL8
MAX	CDK6
CREBBP	CDKN2B
SMAD5	ID2
SMAD9	ID1
FOS	IL6
FOS	CCL4L2
FOS	TNF
IRF3	CXCL9
IRF5	IL6
IRF5	IL12B
IRF7	IFNA1
IRF7	IFNA5
STAT1	CXCL9
CREB1	HLA-DOB
NFYB	HLA-DMA
NFYB	HLA-DMB
NFYB	HLA-DOA
NFYB	HLA-DPA1
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYB	HLA-DQA2
NFYB	HLA-DQB1
NFYB	HLA-DRA
NFYC	LOC100507709
NFYC	HLA-DQA2
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL12A
MAPK3	IL12B
MAPK3	NOS2
MAPK3	IL23A
MAPK3	TNF
MAPK8	IL1A
MAPK8	IL1B
MAPK10	IL1B
RFXAP	LOC100507714
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
RFXAP	HLA-DMB
NFATC4	PTGS2
TCF7	JUN
NFIC	ADA
SP1	ADA
CREB1	ATP1A1
TP53	BAK1
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
ATF1	BRCA1
CREB1	BRCA1
E2F4	CAV1
SP1	CAV1
SP1	COL1A1
SP1	EGFR
STAT1	EGFR
BRCA1	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
TFAP2C	ESR1
CREB1	F3
SP1	GJA1
NFIC	GOT1
CEBPA	GPX4
CREM	GPX4
TFAP2A	GPX4
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
NFKB1	IER3
RELA	IL2
CEBPA	IL5
CEBPB	IL5
ETS2	IL5
JUND	IL5
POU2F2	IL5
SPI1	IL5
ATF1	IL6
PPARG	LIPA
USF1	LIPC
TFAP2A	MT1A
ESR1	PTMA
EGR1	PTP4A1
MYBL2	RBL1
RARG	S100A8
RARA	S100A9
RELA	SAA2
PPARD	SERPINE1
PPARG	SERPINE1
NFIC	SFTPC
ESR1	SP1
USF1	SP1
SP1	SPN
ETS2	SPP1
JUN	SPP1
MYC	TP53
