HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	E2F4
CBL	GRB2
GRB2	EP300
EP300	MYB
CBL	MAPK8
MAPK8	MYC
EP300	TFAP2A
SMAD3	YAP1
GRB2	HSP90AA1
HSP90AA1	NFIC
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
DAZAP2	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CTNNB1	SOX2
SOX2	TEAD1
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
SMAD3	JUN
CBL	ABL1
ABL1	CREB1
CBL	HSPA4
HSPA4	NFKB1
SMAD3	MAX
CBL	EGFR
EGFR	STAT3
EGFR	STAT5A
EGFR	STAT5B
EGFR	STAT1
MAPK8	PAX2
EP300	ATF4
CBL	HSPA8
HSPA8	RELA
SMAD3	FOS
CTNNB1	BRCA1
BRCA1	FLI1
HSPA8	POU2F1
CTNNB1	ESR1
GRB2	CCT7
CCT7	CEBPE
EP300	ETS1
EP300	MYBL2
SMAD3	ATF2
EP300	SP3
ADRA2A	UCHL1
UCHL1	TP53
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	GNAI3
GNAI3	XPO1
XPO1	E2F4
UCHL1	UBE2I
UBE2I	MYB
UCHL1	CDK4
CDK4	MYC
GNAI2	NPM1
NPM1	TFAP2A
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
UCHL1	HSP90AA1
GNAI2	PLSCR1
PLSCR1	DAZAP2
GNAI2	GNG5
GNG5	GOLGA2
GOLGA2	TEAD4
GNAI2	MDFI
MDFI	PIDD1
PIDD1	TEAD3
GNAI2	ITCH
ITCH	JUN
TP53	CREB1
UCHL1	COPS5
COPS5	NFKB1
HSP90AA1	MAX
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
ITCH	ERBB4
ERBB4	STAT5A
PLSCR1	EGFR
MTOR	STAT1
NPM1	BRCA1
BRCA1	PAX2
GNAO1	GABBR1
GABBR1	ATF4
NPM1	RELA
UBE2I	FOS
GNAI2	SRSF1
