GABRA1	PRKCD
PRKCD	EP300
EP300	TP63
TP63	ETV4
PRKCD	HSPA4
HSPA4	ERG
PRKCD	SP1
EP300	CREBBP
PRKCD	STAT3
STAT3	HIF1A
EP300	ARNT
EP300	PPARG
PRKCD	TP53
EP300	ESR1
EP300	SMAD2
EP300	SMAD3
EP300	SMAD4
EP300	TFAP2A
EP300	CREB1
EP300	ATF2
EP300	SP3
PRKCD	HSP90AA1
HSP90AA1	PPARA
STAT3	JUN
TP53	NFYA
EP300	NFYB
PRKCD	ELAVL1
ELAVL1	NFYC
PRKCD	APP
APP	RFX5
TP53	NCL
NCL	RFXAP
PRKCD	HDAC5
HDAC5	RFXANK
EP300	ETS1
GABRA3	SDCBP2
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
SDCBP2	SEC23A
SEC23A	HSPA4
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	ARNT
ZCCHC10	PIN1
PIN1	PPARG
TP53	ESR1
TRAF6	STAT3
TP53	SMAD2
TP53	SMAD3
ZCCHC10	SNIP1
SNIP1	SMAD4
TP53	TFAP2A
TP53	CREB1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
PRPF40A	SFPQ
SFPQ	SP3
PRPF40A	UBE2I
UBE2I	PPARA
PIN1	JUN
TP53	NFYB
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	NFYC
SDCBP2	C1orf35
C1orf35	APP
ZCCHC10	EEF1A1
EEF1A1	NHP2L1
NHP2L1	RFXAP
APP	HDAC4
HDAC4	RFXANK
TP53	ETS1
GABRB1	NOD1
NOD1	UBC
UBC	UBA2
UBA2	ETV4
UBC	DNAJA1
DNAJA1	ERG
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
UBC	SFPQ
SFPQ	PPARG
HSP90AA1	ESR1
HSP90AA1	STAT3
NOD1	CFLAR
CFLAR	SMAD3
UBC	FHL2
FHL2	SMAD4
UBC	CUL3
CUL3	ATF2
UBC	E2F1
E2F1	SP3
NOD1	CASP9
CASP9	JUN
UBC	TRIM27
RNF34	APP
UBC	NCL
CFLAR	RAF1
RAF1	RFXANK
GABRB2	TRAK2
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
TRAK2	GSK3B
GSK3B	HSPA4
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	CTNNB1
CTNNB1	PPARG
GSK3B	TP53
PIAS2	ESR1
GSK3B	BCL3
BCL3	STAT3
GSK3B	SMAD3
SMAD3	SMAD2
PIAS2	SMAD4
GSK3B	CREB1
SMAD3	ATF2
CRX	SP3
GSK3B	RELA
RELA	PPARA
GSK3B	JUN
GSK3B	CEBPZ
CEBPZ	NFYB
SMAD3	NFYC
TRAK2	KLC1
KLC1	APP
PRKAG1	MCM2
MCM2	NCL
GSK3B	HDAC4
GABRB3	MEOX2
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
MEOX2	RELA
RELA	HSPA8
HSPA8	ERG
RELA	SP1
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
GABRB3	PRKACA
PRKACA	HSP90AA1
PRKCA	PPARG
RELA	TP53
RELA	ESR1
RELA	STAT3
TGFB1	SMAD3
RELA	SMAD4
PRKACA	CREB1
RELA	SP3
RELA	JUN
RELA	BRCA1
BRCA1	NFYA
PRKCA	ELAVL1
PPARG	RFX5
MEOX2	HNRNPD
HNRNPD	NCL
MEOX2	PIN1
PIN1	RAF1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD2
NEDD4	ERG
NEDD4	SMAD3
SMAD3	SP1
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
