HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
CBL	CTNNB1
CTNNB1	SP1
CBL	ABL1
ABL1	CREB1
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
SMAD3	YAP1
CBL	MAPK8
MAPK8	MYC
SMAD3	SMAD4
GRB2	HSP90AA1
HSP90AA1	NFIC
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
CALM1	AKT1
AKT1	CREB1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
DLG4	ERBB4
ERBB4	YAP1
ESR1	MYC
CALM1	AR
AR	SMAD4
CALM1	HSP90AA1
SLC6A4	SNCA
SNCA	MAPK8
MAPK8	JUN
MAPK8	SP1
SNCA	AKT1
SNCA	APP
APP	MYC
MYC	TFAP2A
SNCA	HSPA4
SNCA	HSPA8
SNCA	PIN1
PIN1	YAP1
SNCA	CRYAB
CRYAB	SMAD4
SNCA	EEF1A1
EEF1A1	HSP90AA1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	YAP1
WWP2	SMAD7
SMAD7	MYC
YWHAQ	SMURF1
SMURF1	NFIC
SLC6A2	SNCA
SLC6A2	ACTB
ACTB	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
TGFB1I1	NR3C1
NR3C1	CREB1
SLC6A3	EPS15
EPS15	TFAP2A
NR3C1	NFKB1
NR3C1	RELA
SLC6A3	PICK1
PICK1	EFNB1
EFNB1	MYC
SMAD3	SMURF1
ADRA1B	AP2M1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
AP2M1	EPS15
EP300	NFKB1
AP2M1	HSPA8
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	SPTBN1
SPTBN1	SMAD4
AP2M1	EEF1A1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	TP53
TP53	CREB1
UCHL1	COPS5
COPS5	NFKB1
NPM1	RELA
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
UCHL1	CDK4
CDK4	MYC
COPS5	SMAD4
UCHL1	HSP90AA1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	HKDC1
ARNT	PGF
STAT2	CCND1
SPI1	REL
SPI1	CXCR2
USF1	APOC3
USF2	APOC3
E2F4	CAV1
SP1	CAV1
SP1	GJA1
NFIC	GOT1
CEBPA	GPX4
TFAP2A	GPX4
RELA	ICAM1
SPI1	ICAM1
MYC	ID2
ATF1	ID2
