HTR2A	CBL
CBL	SMAD3
SMAD3	YAP1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	TSG101
TSG101	NFKB2
CBL	MAPK8
MAPK8	ELK1
CBL	CTNNB1
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
DAZAP2	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CTNNB1	SOX2
SOX2	TEAD1
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
CTNNB1	SP1
SMAD3	FOS
SMAD3	CEBPA
GRB2	EP300
EP300	ATF4
SMAD3	CEBPB
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	YAP1
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
REL	NFKB2
DRD2	EPB41L1
EPB41L1	APP
APP	ELK1
FLNA	LMNA
LMNA	CTNNB1
REL	ATXN1
ATXN1	DAZAP2
DRD2	CALM1
CALM1	AR
AR	TCF7L2
EPB41L1	COPS5
COPS5	NCOA1
NCOA1	TEAD1
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
PPP1R9B	CDKN2A
CDKN2A	E2F1
E2F1	TEAD3
CDKN2A	SP1
LMNA	PML
PML	FOS
LMNA	KAT5
KAT5	CEBPA
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
CALM1	ESR1
ESR1	CEBPB
ATF6B	ARC
ATF6B	FOS
ATF4	ARC
ATF4	FOS
JUN	RELA
FOS	CCND1
HIF1A	BCL2
HIF1A	TFRC
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	AREGB
WWTR1	BIRC5
SMAD2	SERPINE1
BBC3	TP53
TP53	SESN3
NFYC	HLA-DPA1
NFYC	HLA-DPB1
NFYC	HLA-DRA
NFYC	HLA-DRB3
NFYC	HLA-DRB4
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL12A
MAPK11	IL6
MAPK10	TNF
PPARG	APOE
TFAP2A	GH2
CEBPB	PRL
ETS1	PRL
CEBPB	PTGS2
CEBPD	PTGS2
PAX1	VHL
TFAP2A	VHL
