HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	ESR1
CBL	MAPK8
MAPK8	PAX2
CBL	EGFR
EGFR	STAT1
CBL	HSPA4
HSPA4	NFKB1
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CTNNB1	TCF3
TCF3	ELK3
CTNNB1	HIF1A
CBL	GRB2
GRB2	EP300
EP300	PAX8
CBL	ABL1
ABL1	CREB1
GRB2	HSP90AA1
HSP90AA1	NFIC
EGFR	STAT3
KCNH2	YWHAE
YWHAE	ABL1
ABL1	JUN
KCNH2	HSPA8
HSPA8	TP53
HSPA8	ESR1
KCNH2	HSP90AA1
HSP90AA1	BRCA1
BRCA1	PAX2
YWHAE	XPO1
XPO1	STAT1
YWHAE	HDAC4
HDAC4	NFKB1
KCNH2	CDC73
CDC73	MUS81
MUS81	ELK4
HDAC4	SRF
YWHAE	SNRPD1
SNRPD1	TOP1
TOP1	ELK3
HSP90AA1	HIF1A
HSP90AA1	CHUK
CHUK	PAX8
HSP90AA1	STAT3
NR3C2	ATP1A3
GLI3	PTCH1
SOS1	CCND3
SOS2	SPRY3
TFAP2A	ADRA1A
CREB1	ADRB2
EGR1	AKR1B1
NFKB1	AKR1B1
SP1	ALB
SP1	ALDH3A1
USF1	APOC3
NFKB1	ICAM1
STAT5A	IFNG
STAT4	IL2RA
JUN	IVL
JUNB	IVL
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
ERG	MMP9
ETV4	MMP9
FLI1	MMP9
SMAD3	MMP9
SP1	MMP9
E2F4	POLA
JUN	TFPI2
