HTR2A	CBL
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
GRB2	HTT
HTT	ETV4
CBL	SMAD3
SMAD3	JUN
CTNNB1	SP1
EP300	ETS1
CBL	EGFR
EGFR	STAT1
CBL	ABL1
ABL1	CREB1
EP300	TFAP2A
SMAD3	FOS
SMAD3	SMAD4
EGFR	STAT3
SMAD3	JUND
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
REL	ATXN1
ATXN1	ETV4
FLNA	RBM39
RBM39	JUN
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	PAWR
PAWR	STAT1
PPP1R9B	PPP1CA
PPP1CA	CREB1
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
PAWR	AATF
AATF	SMAD3
LMNA	PML
PML	FOS
COPS5	SMAD4
STAT1	STAT3
COPS5	JUND
GRIA2	GRIP1
GRIP1	CREBBP
GRIA2	SDCBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
SDCBP	DMC1
DMC1	RFWD2
RFWD2	ETV4
SDCBP	MBD3
MBD3	JUN
GRIP1	CTNNB1
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
GRIA2	PICK1
PICK1	ERBB2
ERBB2	STAT1
CREBBP	CREB1
SDCBP	KCTD1
KCTD1	TFAP2A
GRIA2	SPTAN1
SPTAN1	SPTBN1
SPTBN1	SMAD3
CREBBP	FOS
SPTBN1	SMAD4
SIAH1	STAT3
GRIP1	PPARG
PPARG	JUND
GRIA3	GRIP1
GRIA3	SDCBP
CREBBP	ETS1
GRIA3	PICK1
CREBBP	SMAD3
SDCBP	QARS
QARS	RNF11
RNF11	SMAD4
CREBBP	EDN1
CREBBP	TIMP1
CREBBP	HKDC1
EP300	EDN1
EP300	TIMP1
EP300	HKDC1
HIF1A	EDN1
HIF1A	TIMP1
HIF1A	HKDC1
ARNT	EDN1
ARNT	TIMP1
ARNT	HKDC1
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
