HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	TSG101
TSG101	NFKB2
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	MDM2
MDM2	RELA
DLG4	HGS
HGS	TSG101
SLC6A4	SNCA
SNCA	PTK2
PTK2	TP53
SNCA	MAPK8
MAPK8	SP1
SNCA	HSPA4
SNCA	HSPA8
SLC6A4	CANX
CANX	VCP
VCP	NFKB2
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
GNAI3	RAP1GAP
RAP1GAP	BTRC
BTRC	NFKB2
SLC6A2	SNCA
SNCA	EEF1A1
EEF1A1	IKBKG
IKBKG	NFKB2
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	TP53
TGFB1I1	SMAD3
NR3C1	NFKB1
NR3C1	RELA
NR3C1	NFKB2
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	HSPA8
AP2M1	EEF1A1
ADRA2A	UCHL1
UCHL1	TP53
UCHL1	CTNNB1
UCHL1	COPS5
COPS5	NFKB1
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	RELA
GNAI2	NUCB1
NUCB1	REL
REL	NFKB2
STAT4	SOCS3
STAT5A	SOCS2
STAT5B	SOCS7
STAT5B	CCND3
STAT6	CCND1
RBPJ	PTCRA
TP53	SHISA5
TP53	PTEN
NFYA	HLA-DRB5
MAPK8	IL18
JUN	CYP11A1
CREM	ICAM1
STAT5A	IFNG
