HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	PAX6
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	CALM1
CALM1	AR
AR	PAX6
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	AR
ESR1	CREBBP
ESR1	EP300
ESR1	HIF1A
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	TP53
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	PAX6
MAP3K5	CREBBP
HSP90AA1	HIF1A
DRD3	EPB41L1
COPS5	TP53
COPS5	SMAD4
SMAD4	PAX6
DRD3	GIPC1
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
MCM7	RB1
RB1	ARNT
DRD4	STUB1
STUB1	TP53
DRD4	GRB2
DRD4	ARRB2
ARRB2	CSK
CSK	CREBBP
STUB1	HIF1A
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
S1PR1	WWP2
WWP2	SMAD3
TRIP6	SRC
SRC	CREBBP
SMAD3	EP300
SMAD3	HIF1A
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	ARNT
HTR1B	MDFI
MDFI	KAT5
KAT5	TP53
KAT5	EP300
MDFI	MYOD1
MYOD1	CREBBP
MDFI	VHL
VHL	HIF1A
HTR1D	HTR1B
HTR1D	S1PR1
HTR1E	PSMC3
PSMC3	TP53
PSMC3	AR
HTR1E	PSMC4
PSMC4	RBBP4
RBBP4	CREBBP
HTR1E	MEOX2
MEOX2	RELA
RELA	EP300
PSMC3	HIF1A
HIF1A	ARNT
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
CALM1	ESR1
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
