HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	HNRNPD
HNRNPD	MYC
ARRDC3	ITCH
ITCH	TP53
ARRB2	XRCC6
XRCC6	POU2F1
ITCH	JUN
ARRB2	AKT1
AKT1	CREB1
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	TRIM28
TRIM28	E2F4
AKT1	RARA
NEDD4	ARID1A
ARID1A	RARG
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ARRB2	ALYREF
ALYREF	LEF1
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	STAT1
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
STAT1	STAT2
ADRB2	STAT4
ARRB2	EEF1A1
EEF1A1	STAT6
ARRB2	NPM1
NPM1	TFAP2A
TP53	ETS1
ARRB2	NFKBIA
NFKBIA	NFKB1
TRIM28	MYB
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
LEF1	MYC
TCF7	MYC
TCF7L2	MYC
TCF7L1	MYC
JUN	CCND3
CREB1	PCNA
CREBBP	TFRC
EP300	TFRC
HIF1A	TFRC
ARNT	TFRC
YAP1	MYC
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	MYC
TEAD1	CCND3
TEAD4	MYC
TEAD4	CCND3
TEAD3	MYC
TEAD3	CCND3
TCF7L1	CCND3
SOS1	MYC
SOS1	CCND3
SOS2	MYC
SOS2	CCND3
STAT1	MYC
STAT1	CCND3
STAT2	MYC
STAT2	CCND3
STAT3	MYC
STAT3	CCND3
STAT4	MYC
STAT4	CCND3
STAT5A	MYC
STAT5A	CCND3
STAT5B	MYC
STAT5B	CCND3
STAT6	MYC
STAT6	CCND3
TP53	CCNG2
MYC	CKS1B
POU2F1	AKR1C2
POU2F1	AKR1C3
RARA	CRABP2
RARB	CRABP2
RARG	CRABP2
MYC	CSTB
CREB1	HPGD
ETS1	HPGD
SP1	HSPA8
E2F4	MYC
MYC	MYC
JUN	MYC
MYB	MYC
NFKB1	MYC
POU2F1	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
MYC	ODC1
CREB1	ODC1
SP1	ODC1
E2F4	PCNA
TP53	PCNA
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
