HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	GRB2
GRB2	HTT
HTT	ETV4
CBL	HSPA8
HSPA8	ERG
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	ATF2
SMAD3	E2F4
CBL	CTNNB1
CTNNB1	COPS5
COPS5	CREB3
GRB2	RBM33
RBM33	ATF6B
GRB2	EP300
EP300	ATF4
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
CBL	MAPK8
MAPK8	MYC
KCNH2	HSPA8
HSPA8	TP53
HSPA8	HTT
KCNH2	YWHAE
YWHAE	ABL1
YWHAE	MAPK14
MAPK14	ATF2
YWHAE	XPO1
XPO1	E2F4
YWHAE	SHMT2
SHMT2	CREB3
KCNH2	HSP90AA1
HSP90AA1	CDK6
CDK6	ATF6B
SHMT2	ATF4
YWHAE	HNRNPA1
HNRNPA1	ELAVL1
KCNH2	FKBP8
FKBP8	PGRMC1
PGRMC1	CREB3L1
HSP90AA1	BRCA1
BRCA1	CREB5
HSP90AA1	MYC
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
RFX5	CD74
POU2F2	HLA-DRA
POU5F1	HMGB2
CEBPE	MYC
ESR1	MYC
POU2F1	VWF
SMAD4	ZFP36
