ACHE	COL1A1
COL1A1	UBL4A
UBL4A	HSPA8
HSPA8	ERG
COL1A1	ITGB1
ITGB1	PTK2
PTK2	SAE1
SAE1	ETV4
UBL4A	SMN1
SMN1	RXRA
COL1A1	IGFBP3
IGFBP3	FN1
FN1	RARA
RARA	RXRB
RARA	RXRG
UBL4A	HSP90AA1
HSP90AA1	PPARA
ITGB1	PRKCA
PRKCA	PPARG
IGFBP3	IGF1R
IGF1R	CSK
CSK	JUN
UBL4A	NCL
NCL	SP1
HSP90AA1	NFIC
IGF1R	TP53
TP53	ETS1
IGF1R	CBL
CBL	SMAD7
UBL4A	TXN
TXN	NFKB1
ITGB1	TUBA1A
TUBA1A	MYC
UBL4A	RAB1A
RAB1A	CREB1
COL1A1	SPARC
SPARC	XRCC6
XRCC6	POU2F1
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
ITGB1	GNB2L1
GNB2L1	HIF1A
HSP90AA1	ARNT
UBL4A	NPM1
NPM1	TFAP2A
FN1	UBE2L3
UBE2L3	FOS
TP53	EGR1
COL1A1	P4HB
P4HB	VCP
VCP	MAPK1
VCP	MAPK3
CD44	STAT3
ITGB1	NME1
NME1	GATA1
GATA1	FLI1
EP300	USF2
HSP90AA1	PPARD
UBL4A	C1QBP
C1QBP	CEBPA
HSP90AA1	MAX
COL1A1	RNH1
RNH1	SDCBP
SDCBP	FOXP2
FOXP2	SP4
HSP90AA1	ARNTL
HSP90AA1	NPAS2
RARA	CLOCK
IGF1R	ESR1
IGF1R	KCNIP3
KCNIP3	CREM
ESR1	SP3
GLI3	WNT5A
GLI3	WNT7A
GLI3	WNT9B
GLI3	WNT5B
NR1H4	ABCB11
E2F1	CCNE2
SMAD3	CDKN2B
TP53	CDKN1A
TP53	GADD45G
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
JUN	CCND2
CREB3	PCNA
CREB1	PCNA
CREBBP	FASLG
ATF6B	IL8
CREB3L3	IL8
CREB3L1	PCNA
CREBBP	CDKN1A
CREBBP	EGF
CREBBP	ENO1
CREBBP	TFRC
CREBBP	VEGFB
EP300	CDKN1A
EP300	EGF
EP300	ENO1
EP300	TFRC
EP300	VEGFB
HIF1A	CDKN1A
HIF1A	EGF
HIF1A	ENO1
TEAD4	AXIN2
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
PAX6	PDX1
MAPK1	CCND1
MAPK3	CDK4
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RBPJL	HES5
EPAS1	TGFB1
ETS1	VEGFB
FOS	CDK4
FOS	VEGFA
JUN	FIGF
JUN	MMP9
MYC	CDK4
NFKB1	CCND1
NFKB1	TRAF5
RELA	NOS2
FOXO3	PCK1
FOXO3	RBL2
ATF4	BCL2
CREB3L3	MCL1
PPARA	ACSL3
PPARA	FADS2
PPARD	CPT1B
PPARD	ACADL
PPARD	PDPK1
PPARG	ACSL6
RXRA	CPT1B
RXRA	CYP7A1
RXRA	CYP27A1
RXRA	FABP3
RXRA	ACADL
RXRA	APOA2
RXRB	MMP1
RXRB	ANGPTL4
NFYA	HLA-DQA1
MAPK1	IL18
MAPK1	NOS2
MAPK8	IL6
MAPK8	IL12A
MAPK8	IL12B
MAPK10	IL1B
MAPK13	IL18
MAPK13	NOS2
MAPK13	IL23A
MAPK13	TNF
RELA	CEBPB
RELA	IL1A
RELA	IL18
RELA	IL23A
LEF1	FOSL1
LEF1	ADA
PPARG	APOE
USF1	APOE
USF2	APOE
TP53	BAK1
GLI1	BCL2
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
HIF1A	BNIP3
ATF1	BRCA1
CREB1	BRCA1
USF1	CALCA
USF2	CALCA
E2F+P170	CCNA2
MYC	CCNB1
POU2F1	CD79A
POU2F2	CD79A
ETS1	CD79B
POU2F1	CD79B
SP3	CYP17A1
PPARA	CYP1A1
SP1	CYP21A2
JUNB	DCN
MYC	DDX18
PPARA	GADD45A
PPARG	GADD45A
USF1	IFNG
CEBPA	IGF2
REL	IL2
STAT4	IL2RA
JUND	IVL
ATF1	JUN
ATF2	JUN
CREB1	JUN
EGR1	JUN
ERG	JUN
CEBPE	MYC
ESR1	MYC
ETS1	TFRC
ATF1	TG
TFAP2A	TH
USF1	THBS1
JUNB	TIMP1
SMAD3	TIMP1
ATF1	TNF
ETS1	TNF
ETV4	TNF
SP1	TNF
SP3	TNF
SPI1	TNF
