HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	UBC
UBC	ATF6
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	ITCH
ITCH	TP53
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
MAPK1	SP1
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
TRIM28	MYB
ITCH	PTCH1
PTCH1	ATF6B
TP53	ETS2
ARRB2	HNRNPD
HNRNPD	MYC
TP53	ETS1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	MAPK3
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNTL
HSP90AA1	NPAS2
RPA1	PPP1CC
PPP1CC	CLOCK
ARRB2	STAT1
NEDD4	PPARG
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
ARRB2	CAPN1
CAPN1	HIF1A
GLI3	WNT7A
GLI3	WNT8B
GLI3	WNT5B
NR1H4	SLC51B
E2F1	CCNE2
E2F3	CCNE1
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EP300	PFKFB2
STAT3	SOCS2
STAT3	CCND3
STAT4	CCND3
STAT5B	CCND2
PAX6	GCK
MAPK1	CDK4
MAPK3	CCND1
VDR	SLC34A2
NFKB1	CCL4L2
NFKB1	PTGS2
NFKB1	TRAF2
RELA	PTGS2
RELB	CCL13
RELB	CCL19
PIK3CA	AKT1
PIK3CD	AKT3
PIK3R1	AKT3
PIK3R1	PDPK1
RBPJL	PTCRA
EPAS1	TGFB2
MYC	CKS1B
MYC	VEGFA
NFKB2	BIRC2
RELA	CCND1
CREB3L4	MCL1
CREB3L3	BCL2
PPARA	ACSL4
PPARA	SCP2
PPARD	UBC
PPARG	GK
RXRA	NR1H3
RXRA	ACSL1
RXRA	ACADL
RXRB	ACADM
RXRB	ILK
RXRB	ANGPTL4
NFKB1	IL18
NFYA	HLA-DOB
NFYA	HLA-DPA1
MAPK1	IL12B
RFXAP	HLA-DOA
RFXAP	HLA-DOB
USF2	B2M
PPARG	EGFR
NFKB1	GADD45A
RARA	GADD45B
SP1	GJA1
NFIC	GOT1
CEBPA	GPX4
CREM	GPX4
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
JUNB	IVL
POU2F2	MYC
ATF1	TG
ATF1	TH
USF1	THBS1
CREB1	TIMP1
SMAD3	TIMP1
STAT1	TIMP1
POU2F1	VWF
SMAD4	ZFP36
