HTR2A	CBL
CBL	HSPA8
HSPA8	POU2F1
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
EP300	ATF4
CBL	MAPK8
MAPK8	MYC
CBL	CTNNB1
CTNNB1	CREBBP
CBL	SMAD3
SMAD3	CEBPA
ADRA2A	UCHL1
UCHL1	HSPA8
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
ADRA2A	GNAO1
GNAO1	GABBR1
GABBR1	ATF4
UCHL1	CDK4
CDK4	MYC
UCHL1	CTNNB1
CTNNB1	EP300
CDK4	CEBPA
HTR2C	DLG4
DLG4	HGS
HGS	HSPA8
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
HTR2C	CALM1
CALM1	ESR1
ESR1	MYC
ESR1	CREBBP
DLG4	MDM2
MDM2	EP300
MDM2	CDKN1A
CDKN1A	CEBPA
OPRK1	SIAH1
SIAH1	GAPDH
GAPDH	POU2F1
SIAH1	NPM1
SIAH1	TRIB3
TRIB3	ATF4
SIAH1	PIAS2
PIAS2	MYC
SIAH1	CTNNB1
SIAH1	STAT3
STAT3	EP300
OPRK1	SIAH2
SIAH2	KAT5
KAT5	CEBPA
ADRA2C	UCHL1
UCHL1	TP53
TP53	TFAP2A
ADRA2C	EIF2B1
EIF2B1	GORASP2
GORASP2	SHMT2
SHMT2	ATF4
HTR7	CUL3
CUL3	XRCC5
XRCC5	POU2F1
CUL3	NPM1
CUL3	ATF2
ATF2	ATF4
CUL3	APP
APP	MYC
CUL3	CTNNB1
CUL3	GRB2
ATF2	CEBPA
ADRA1B	AP2M1
AP2M1	HSPA8
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	CLTC
CLTC	EP300
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	APC
APC	CREBBP
HSPA8	UBE3A
UBE3A	CEBPA
ADRA1D	GOPC
GOPC	RELA
RELA	POU2F1
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
RELA	ATF4
ADRA1D	ERLIN2
ERLIN2	TUBA1A
TUBA1A	MYC
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	CREBBP
GOPC	CDC42
CDC42	KAT5
DRD2	FLNA
FLNA	LMNA
LMNA	LMNB1
LMNB1	POU2F1
LMNA	RB1
RB1	TFAP2A
DRD2	PAWR
PAWR	SHMT2
DRD2	EPB41L1
EPB41L1	APP
FLNA	REL
REL	CREBBP
REL	EP300
LMNA	KAT5
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD3	EPB41L1
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
MCM7	UBE3A
SLC6A2	SNCA
SNCA	HSPA8
SLC6A2	ACTB
SNCA	APP
SNCA	AKT1
AKT1	CREBBP
SNCA	MAPK8
MAPK8	CEBPA
SLC6A4	SNCA
MYC	TFAP2A
SNCA	CLTC
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	POU2F1
SLC6A3	EPS15
SLC6A3	NEDD4
NEDD4	BTRC
SLC6A3	PICK1
PICK1	EFNB1
EFNB1	MYC
TGFB1I1	SMAD3
SMAD3	CREBBP
SMAD3	EP300
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	NPM1
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	HNRNPD
HNRNPD	MYC
AGTR1	MAPK1
MAPK1	CREBBP
AGTR1	ZBTB16
ZBTB16	EP300
ARRB2	C1QBP
C1QBP	CEBPA
DRD1	RANBP9
RANBP9	NR3C1
RANBP9	APP
RANBP9	ESR1
ESR1	EP300
APP	MAPK8
DRD5	GNA12
GNA12	APP
APP	HSPA8
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
MAP3K5	CREBBP
ADRB1	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ADRB2	LMNB1
ADRB2	STAT3
ADRB2	SHMT2
ADRB2	VHL
VHL	MYC
ADRB2	REL
ADRB2	C1QBP
SMAD3	MYC
CREBBP	HK1
STAT2	SOCS1
STAT2	SOCS2
MAPK11	IL6
PPARG	APOE
USF2	APOE
CREB1	GH2
CREB1	IFNG
SPI1	MMP2
BCL3	MYB
