HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ITCH
ITCH	TP53
ITCH	JUN
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
TP53	ETS1
MAPK1	ATF2
ARRDC3	ADRB2
ADRB2	STAT3
ARRDC3	NEDD4
NEDD4	PPARG
ARRB2	C1QBP
C1QBP	CEBPA
C1QBP	PRKCD
PRKCD	FLI1
MAPK1	JUND
ARRB2	IGF1R
IGF1R	ESR1
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	WWP1
WWP1	SMAD4
NEDD4	SMAD3
ARRB2	MAPK9
MAPK9	JUNB
NEDD4	SMAD2
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	AKT1
AKT1	CREB1
ARRB2	CSNK2A1
CSNK2A1	ATF1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NFKBIA
NFKBIA	ATF4
TP53	TFDP1
CREB3	NPY
CREB1	NPY
ATF6B	NPY
GLI2	WNT10B
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
CTNNB1	CCND2
NFKB1	TNF
MAPK9	SMAD4
MAPK10	SMAD4
CREBBP	SERPINE1
CREBBP	PFKFB2
CREBBP	PFKFB4
EP300	SERPINE1
EP300	PFKFB2
EP300	PFKFB4
HIF1A	SERPINE1
HIF1A	PFKFB2
NFKB2	ICAM1
RELB	CCL13
PIK3R1	AKT3
NFYC	LOC100509457
NFYC	LOC101060835
MAPK10	NOS2
MAPK10	IL23A
MAPK10	TNF
MAPK13	IL1A
RFX5	HLA-DMA
RFX5	HLA-DMB
RFXAP	HLA-DPA1
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
RFXAP	HLA-DRA
RFXAP	HLA-DRB1
RFXAP	HLA-DRB3
RFXAP	HLA-DRB4
RFXAP	HLA-DRB5
RFXAP	CD74
MAPK12	IL1A
MAPK12	IL1B
ESR1	JUN
ESR2	JUN
ETS2	JUN
JUN	JUN
FOS	NTS
CREB1	ODC1
EGR1	PDGFB
LEF1	SPP1
POU2F2	SPP1
NFIC	STMN1
JUN	TFF1
