GABRA1	PRKCD
PRKCD	ELAVL1
ELAVL1	HOXA5
PRKCD	EP300
EP300	TP63
TP63	ETV4
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
PRKCD	HSPA4
HSPA4	ERG
PRKCD	STAT3
STAT3	JUN
EP300	TFAP2A
EP300	CREB1
EP300	RARA
STAT3	NCOA1
NCOA1	RARB
NCOA1	RARG
PRKCD	SP1
STAT3	HDAC1
HDAC1	CREM
STAT3	SMAD1
SMAD1	LEF1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
STAT3	NFKB1
STAT3	RELA
EP300	CREBBP
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	MAPK14
MAPK14	HOXA5
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
ZCCHC10	PIN1
PIN1	PPARG
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
SDCBP2	SEC23A
SEC23A	HSPA4
PIN1	JUN
TP53	TFAP2A
TP53	CREB1
PIN1	RARA
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
TP53	SP1
BEND7	TRIM27
TRIM27	HDAC1
TRIM27	PIAS4
PIAS4	LEF1
PRPF40A	UBQLN4
UBQLN4	DAZAP2
UBE2I	TCF7L2
SDCBP2	ZNF581
ZNF581	SUV39H1
SUV39H1	CTNNB1
ZNF581	BANP
BANP	NFKB1
TP53	RELA
TP53	CREBBP
TP53	EP300
GABRA4	APP
APP	PSEN2
PSEN2	ELAVL1
APP	HSPA8
HSPA8	HTT
APP	RFX5
RFX5	PPARG
APP	GSK3B
GSK3B	RXRA
APP	MAPK8
MAPK8	NR4A1
NR4A1	RXRG
HSPA8	ERG
MAPK8	JUN
APP	MYC
MYC	TFAP2A
APP	KAT5
KAT5	CREB1
APP	PHF8
PHF8	RARA
MAPK8	CEBPA
MAPK8	NCOA3
NCOA3	RARG
MAPK8	SP1
PSEN2	KCNIP3
KCNIP3	CREM
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	UBA2
UBA2	ETV4
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP2
CASP2	RXRA
NOD1	HSP90AA1
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
UBC	DNAJA1
DNAJA1	ERG
NOD1	CASP9
CASP9	JUN
UBC	E2F1
E2F1	RARA
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
UBC	TNIP1
TNIP1	RARG
HSP90AA1	SP1
CREBBP	CREM
UBC	DAZAP2
UBC	PSMA3
PSMA3	TCF7L2
NOD1	COPS6
COPS6	NFKB1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	MAGED1
MAGED1	RBFOX2
RBFOX2	HOXA5
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
TRAK2	GSK3B
GSK3B	CTNNB1
CTNNB1	PPARG
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	HSPA4
GSK3B	JUN
GSK3B	TP53
GSK3B	CREB1
GSK3B	MAPK1
MAPK1	RARA
PRKAB2	MEOX2
MEOX2	RARB
GSK3B	NCOA3
PRKAB2	CRX
CRX	SP1
CREB1	CREM
CTNNB1	LEF1
GSK3B	SMURF2
SMURF2	DAZAP2
CTNNB1	TCF7L2
GSK3B	RELA
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
GABRB3	PRKCA
PRKCA	ELAVL1
GABRB3	MEOX2
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
PRKCA	PPARG
MEOX2	RELA
RELA	RXRA
RARB	RXRB
RARB	RXRG
RELA	HSPA8
RELA	JUN
PRKCA	EP300
GABRB3	PRKACA
PRKACA	CREB1
MEOX2	PIN1
RELA	NCOR2
NCOR2	RARG
RELA	SP1
PRKACA	HDAC1
PRKCA	CTNNB1
RELA	NFKB1
RELA	CREBBP
GABRD	UBQLN1
UBQLN1	PSEN2
UBQLN1	UBC
UBQLN1	APP
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
