HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	CTNNB1
CTNNB1	CDC73
CDC73	FPR1
FPR1	PIK3R5
CBL	PIK3CA
CBL	PIK3CB
CBL	CRK
CRK	PIK3CD
CBL	BCR
BCR	PIK3CG
CBL	PIK3R1
CBL	PIK3R2
GRB2	PIK3R3
KCNH2	YWHAE
YWHAE	HDAC4
HDAC4	NFKB1
KCNH2	HSPA8
KCNH2	HSP90AA1
KCNH2	CDC73
YWHAE	IRS1
IRS1	PIK3CA
IRS1	PIK3CB
HSP90AA1	AKT2
AKT2	PIK3CD
HSPA8	BCR
IRS1	PIK3R1
YWHAE	YWHAQ
YWHAQ	PIK3R2
YWHAE	IGF1R
IGF1R	PIK3R3
NFKB1	NFKBIA
NFKB1	BCL2A1
RELA	NFKBIA
RELA	BCL2A1
PIK3R5	AKT1
PIK3CA	AKT1
PIK3CB	AKT1
PIK3CD	AKT1
PIK3CG	AKT1
PIK3R1	AKT1
PIK3R2	AKT1
PIK3R3	AKT1
PPARA	NFKBIA
