HTR2A	CBL
CDKN2A	EGR1
DRD1	RANBP9
RANBP9	ESR1
ESR1	CREBBP
ESR1	EP300
ESR1	HIF1A
RANBP9	NR3C1
NR3C1	JUN
ESR1	SP1
RANBP9	UBE2I
UBE2I	FOS
UBE2I	ETS1
NR3C1	CREB1
ESR1	SMAD2
SMAD2	ETV4
UBE2I	STAT1
RANBP9	AR
AR	SMAD4
RANBP9	COPS5
NR3C1	SMAD3
ESR1	STAT3
RANBP9	APP
MYC	TFAP2A
NR3C1	NFKB1
ESR1	RELA
APP	MAPK8
MAPK8	JUNB
UBE2I	PPARA
NR3C1	PPARG
RANBP9	PPP1CC
PPP1CC	MAX
ESR1	TP53
UBE2I	RXRA
NR3C1	RXRB
RANBP9	THRB
THRB	RXRG
ESR1	BRCA1
APP	GAPDH
GAPDH	NFYC
ESR1	NCL
RANBP9	RAF1
RAF1	RFXANK
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	CREBBP
MAP3K5	EP300
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	HIF1A
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
HSP90AA1	SP1
EP300	FOS
EP300	CREB1
HSP90AA1	STK11
STK11	ETV4
PTK2B	EGFR
EP300	SMAD4
EP300	JUND
PTK2B	TGFB1I1
TGFB1I1	SMAD3
HSP90AA1	STAT3
EP300	NFKB1
EP300	RELA
EP300	PPARG
GNA12	APP
HSP90AA1	MAX
HSP90AA1	TP53
PTK2B	SRC
GNA13	PRKAR2A
PRKAR2A	AKAP13
PPARA	RXRG
MAP3K5	CDC25A
CDC25A	NFYA
PTK2B	GRB2
HSP90AA1	NCL
MAP3K5	RAF1
DRD3	GIPC1
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
MCM7	RB1
RB1	ARNT
DRD3	EPB41L1
COPS5	JUN
RB1	SP1
GIPC1	OGT
OGT	RELA
RELA	FOS
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
MCM7	FHL2
FHL2	CREB1
EPB41L1	COPS3
COPS3	RFWD2
RFWD2	ETV4
DRD3	MPDZ
MPDZ	KIT
KIT	STAT1
DRD3	SLC9A3
SLC9A3	NEDD4L
NEDD4L	SMAD3
RB1	STAT3
GIPC1	SH3BP4
SH3BP4	TFAP2A
COPS5	NFKB1
RELA	PPARA
RB1	PPARG
RELA	SP3
ACTN1	KDM5C
KDM5C	MAX
COPS5	TP53
RELA	RXRA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
OGT	CSNK2A1
CSNK2A1	NFYA
COPS5	CDK2
CDK2	NFYB
MCM7	TRIM27
TRIM27	NFYC
COPS5	NCL
MMS19	RAF1
RELA	USF2
RELA	EGR1
DRD4	ARRB2
ARRB2	CSK
CSK	CREBBP
DRD4	GRB2
DRD4	STUB1
STUB1	HIF1A
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	MAPK1
MAPK1	SP1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	AKT1
AKT1	CREB1
ARRB2	STAT1
ARRB2	SPTBN1
SPTBN1	SMAD4
MAPK1	JUND
ARRB2	RPA1
RPA1	SMAD3
ARRB2	CAPN1
CAPN1	STAT3
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	NFKBIA
NFKBIA	NFKB1
STUB1	RELA
ARRB2	MAPK9
MAPK9	JUNB
ARRB2	CDK3
CDK3	PPARA
ARRB2	XRCC6
XRCC6	PPARG
STUB1	MYC
ARRB2	SFPQ
SFPQ	SP3
ARRB2	DYNC1H1
STUB1	TP53
MAPK1	RXRA
STUB1	NR3C1
RPA1	CUL1
CUL1	RXRG
ARRB2	CSNK2A1
ARRB2	GAPDH
STUB1	APP
ARRB2	NCL
STUB1	RAF1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	SRC
SRC	CREBBP
S1PR1	WWP2
WWP2	SMAD3
SMAD3	EP300
SMAD3	HIF1A
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	ARNT
TRIP6	CREB5
CREB5	JUN
SMAD3	SP1
YWHAQ	NCOA3
NCOA3	ETS1
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
WWP2	SMAD2
GNAI3	XPO1
XPO1	STAT1
CREB5	JUND
GNAI3	GNB2
GNB2	STAT3
GNAI3	GNAI2
GNAI2	NPM1
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
NCOA1	PPARA
XPO1	PPARG
WWP2	SMAD7
SMAD7	MYC
YWHAQ	ESR1
TRIP6	PTK2
PTK2	TP53
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
YWHAQ	CDC25A
GNB2	TBP
TBP	NFYB
PPARG	RFX5
YWHAQ	NCL
YWHAQ	HDAC4
TRIP6	POM121
POM121	BRCA1
BRCA1	USF2
YWHAQ	PSMA3
PSMA3	EGR1
MDFI	MYOD1
MYOD1	CREBBP
KAT5	EP300
MDFI	VHL
VHL	HIF1A
MDFI	PIN1
PIN1	JUN
VHL	SP1
PIN1	SMAD2
EP300	STAT1
MDFI	CREB5
PIN1	SMAD3
MYOD1	STAT3
KAT5	RELA
KAT5	UBE2I
PIN1	PPARG
KAT5	MYC
KAT5	MAX
KAT5	TP53
NR1H2	RXRA
NR1H2	RXRG
KAT5	BRCA1
VHL	CDK2
KAT5	APP
VHL	NCL
VHL	BSG
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	RBBP4
RBBP4	CREBBP
HTR1E	MEOX2
MEOX2	RELA
RELA	EP300
HTR1E	PSMC3
PSMC3	HIF1A
HIF1A	ARNT
RELA	JUN
PSMC4	PSMC5
PSMC5	SP1
PSMC3	TP53
TP53	ETS1
MEOX2	KAT5
PSMC5	HTT
PSMC3	STAT1
RELA	SMAD4
PSMC3	MDM2
MDM2	JUND
MEOX2	TGFB1
TGFB1	SMAD3
RELA	STAT3
TP53	TFAP2A
PSMC4	PSMD10
PSMD10	NFKB1
PSMC3	FOSL1
FOSL1	JUNB
RELA	PPARG
PSMC5	MYC
MEOX2	RARB
RARB	RXRB
RARB	RXRG
TP53	NFYA
TP53	NFYB
PSMC4	PSMA3
PSMA3	GAPDH
PSMC3	CIITA
CIITA	RFX5
PSMA3	NCL
CIITA	RFXANK
HTR2C	CALM1
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
MDM2	JUN
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
CALM1	AKT1
MDM2	RFWD2
HTR2C	MPDZ
CALM1	AR
CALM1	CBL
DLG4	ERBB2
ERBB2	STAT3
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
DLG4	PRKCA
ESR1	MYC
CALM1	TCF3
TCF3	MAX
DLG4	ERBB4
ERBB4	TP53
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
KIT	GRB2
MDM2	TBP
TBP	NFYC
HTR2C	APBA1
APBA1	APP
MDM2	NCL
CALM1	RAF1
ACTN2	SNAI1
SNAI1	EGR1
HTR6	CLTC
CLTC	EP300
EP300	CREBBP
HTR6	ATM
ATM	HIF1A
HTR6	COPS5
EP300	SP1
ATM	CREB1
COPS5	RFWD2
HTR6	MTOR
MTOR	STAT1
EP300	SMAD3
MTOR	STAT3
ATM	RELA
HTR6	CDK5
CDK5	PPARG
EP300	MYC
EP300	MAX
ATM	TP53
EP300	RXRA
COPS5	CUL1
ATM	BRCA1
HTR6	DNM2
DNM2	APP
COPS5	NXF1
NXF1	RFXANK
HTR7	CUL3
CUL3	CTNNB1
CUL3	GRB2
CUL3	HSP90AA1
CUL3	ATF2
ATF2	JUN
ATF2	FOS
CUL3	DAXX
DAXX	ETS1
ATF2	CREB1
CUL3	RFWD2
CUL3	SMARCA4
SMARCA4	STAT1
ATF2	SMAD4
RFWD2	JUND
ATF2	SMAD3
CUL3	RPA2
RPA2	STAT3
CUL3	NPM1
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
SMARCA4	JUNB
CUL3	APP
RPA2	SFPQ
CUL3	KAT5
CUL3	YWHAZ
CUL3	SMN1
SMN1	RXRA
APP	AKAP13
CUL3	CUL1
CUL3	NXF1
NXF1	NFYA
CUL3	GAPDH
CUL3	NCL
CUL3	BSG
ADRA1B	AP2M1
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
EP300	HIF1A
AP2M1	AP1G1
AP1G1	JUN
AP2M1	SFPQ
SFPQ	SP1
AP2M1	HSPA8
HSPA8	HTT
AP2M1	SPTBN1
SPTBN1	SMAD3
EP300	STAT3
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
SFPQ	PPARG
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	BCR
BCR	TP53
CSNK2B	RXRA
SFPQ	NR3C1
AP2M1	GAPDH
EEF1A1	NHP2L1
NHP2L1	RFXAP
EEF1A1	RAF1
ADRA2A	UCHL1
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	HSP90AA1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	UBE2I
UCHL1	TP53
TP53	CREB1
ITCH	HTT
ADRA2A	GNB1
GNB1	MTOR
UCHL1	COPS5
ITCH	SMAD3
NPM1	RELA
NPM1	JUNB
UCHL1	CDK4
CDK4	MYC
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	SP3
GNAI2	MDFI
GNAI2	TRIP6
GNAI2	VAC14
VAC14	APP
NPM1	NCL
SRSF1	NXF1
NPM1	BRCA1
TP53	EGR1
ADRA2B	UCHL1
UBE2I	JUN
UBE2I	TP63
TP63	ETV4
TP53	SMAD3
TP53	RELA
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	SFPQ
CTNNB1	CDK2
EIF2B1	GORASP2
GORASP2	APP
HNRNPL	NHP2L1
GORASP2	SHMT2
SHMT2	RFXANK
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	RPS6KA5
RPS6KA5	CREBBP
RPS6KA5	EP300
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
HSPA4	HIF1A
GPRASP2	AP1M1
AP1M1	BRCA1
BRCA1	ARNT
GPRASP2	AP1G1
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
JUN	FOS
TXN	TP53
RPS6KA5	CREB1
TP53	HTT
GPRASP2	CCDC8
CCDC8	STAT1
TXN	COPS5
TXN	NR3C1
OPRD1	SIAH1
SIAH1	STAT3
GPRASP2	AGO1
AGO1	RELA
GPRASP2	EIF3E
EIF3E	NPM1
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	LRIF1
LRIF1	PPARG
EIF3E	FBXW7
FBXW7	MYC
GPRASP2	TRIM32
TRIM32	RXRA
TRIM32	RARA
RARA	RXRG
EIF3E	TRIM27
GPRASP2	RAF1
RFXANK	RFXAP
CHRM2	SET
SET	NR3C1
NR3C1	CREBBP
SET	CCNB1
CCNB1	EP300
SET	TP53
TP53	HIF1A
TP53	SP1
CHRM2	Set
Set	Csnk1e
Csnk1e	NACA
NACA	FOS
SET	XPO1
SET	APP
APP	CSNK1D
CSNK1D	SMAD4
MAPK8	JUND
NR3C1	STAT3
CCNB1	RELA
AKAP13	PPARA
SET	FTH1
FTH1	MAX
Set	Cdk4
Cdk4	CTCF
CTCF	RXRA
NR3C1	NCOR2
NCOR2	RXRG
SET	GAPDH
NR3C1	NCL
APP	HDAC4
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
APP	MAPK7
MAPK7	FOS
CSNK1A1	CSNK1D
CSNK1A1	MDM2
APP	GSK3B
GSK3B	RXRA
HTR2B	AGTR1
AGTR1	MAPK1
MAPK1	CREBBP
AGTR1	ZBTB16
ZBTB16	EP300
MAPK1	HIF1A
MAPK1	JUN
AGTR1	ARRB2
AGTR1	GNB2L1
GNB2L1	TP63
MAPK1	SMAD3
AGTR1	JAK2
JAK2	STAT3
AGTR1	SETD7
SETD7	RELA
MAPK1	PPARG
ARRB2	HNRNPD
HNRNPD	MYC
ZBTB16	TP53
ZBTB16	NR3C1
ZBTB16	NCOR2
ZBTB16	HDAC4
GABRA1	PRKCD
PRKCD	EP300
PRKCD	STAT3
STAT3	HIF1A
STAT3	JUN
PRKCD	SP1
EP300	TP63
PRKCD	STAT1
STAT3	NFKB1
STAT3	RELA
PRKCD	HSP90AA1
PRKCD	APP
PRKCD	TP53
PRKCD	ELAVL1
ELAVL1	NFYC
TP53	NCL
PRKCD	HDAC5
HDAC5	RFXANK
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
ZCCHC10	PIN1
SDCBP2	PRPF40A
PRPF40A	UBE2I
PRPF40A	HTT
TIFA	IRAK1
IRAK1	STAT1
ZCCHC10	SNIP1
SNIP1	SMAD4
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
TRAF6	STAT3
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	LYAR
LYAR	NPM1
SDCBP2	C1orf35
C1orf35	APP
PRPF40A	SFPQ
SNIP1	MAX
IRAK1	CUL1
SDCBP2	BEND7
BEND7	TRIM27
ZCCHC10	EEF1A1
GABRA4	APP
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
MAPK8	JUN
MAPK8	SP1
MAPK7	ETS1
APP	KAT5
APP	HSPA8
HDAC4	STAT1
GSK3B	SMAD3
MAPK8	STAT3
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
RFX5	PPARG
MAPK8	TP53
MAPK8	NR4A1
NR4A1	RXRG
APP	SYNCRIP
SYNCRIP	NHP2L1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
NOD1	HSP90AA1
NOD1	CASP9
CASP9	JUN
NOD1	UBC
UBC	ABL1
ABL1	FOS
UBC	UBA2
UBA2	ETV4
UBC	BRCA1
BRCA1	STAT1
UBC	FHL2
FHL2	SMAD4
UBC	TPM1
NOD1	CFLAR
CFLAR	SMAD3
NOD1	COPS6
COPS6	NFKB1
BRCA1	JUNB
UBC	SFPQ
HSP90AA1	MYC
UBC	E2F1
E2F1	SP3
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
UBC	CUL1
UBC	TRIM27
RNF34	APP
UBC	NCL
CFLAR	RAF1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	REL
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ARNT
TRAK2	GSK3B
GSK3B	JUN
PRKAB2	CRX
CRX	SP1
GSK3B	BCL3
BCL3	FOS
GSK3B	TP53
GSK3B	CREB1
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GNB2L1	STAT1
PIAS2	SMAD4
BCL3	STAT3
GSK3B	RELA
GSK3B	CTNNB1
GSK3B	MYC
CRX	SP3
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
GSK3B	CEBPZ
CEBPZ	NFYB
PRKAG1	MCM2
MCM2	NCL
GSK3B	HDAC4
GABRB3	MEOX2
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
GABRB3	PRKACA
PRKACA	HSP90AA1
RELA	SP1
PRKACA	CREB1
TGFB1	SMAD2
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	NFKB1
RELA	TP53
RELA	BRCA1
PRKCA	ELAVL1
MEOX2	HNRNPD
HNRNPD	NCL
MEOX2	PIN1
PIN1	RAF1
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	UBC
UBQLN1	MTOR
HCVgp1	SMAD3
UBQLN1	EPS15
CREBBP	SP3
RAD23A	TP53
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
CREBBP	NFYB
RAD23B	BRCA1
CREBBP	EGR1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
GABRE	CUX1
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
SATB1	PML
PML	ARNT
CUX1	CCNA1
CCNA1	SP1
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	RECQL5
RECQL5	CREB1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	HTT
ALG9	RTF1
RTF1	STAT1
GABRE	FAM189B
FAM189B	WWP1
WWP1	SMAD4
ALG9	TPM1
GABRE	GPAA1
GPAA1	PIN1
FAM189B	HECW2
HECW2	TFAP2A
SATB1	UBE2I
CUX1	BIN1
BIN1	MYC
CUX1	TLE4
TLE4	HDAC1
HDAC1	SP3
MYC	MAX
CUX1	EHMT2
EHMT2	TP53
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
LYN	NFYB
SATB1	KAT2B
KAT2B	NFYC
GABRE	EPHB4
EPHB4	APP
RECQL5	NCL
ALG9	EAF1
EAF1	NFKBIL1
NFKBIL1	RFXANK
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	TAX1BP1
TAX1BP1	ITCH
NEDD4	AKT1
NEDD4	SMAD2
ATG7	STAT1
GABARAP	TBC1D15
TBC1D15	STAT3
NEDD4	PPARG
PPARG	TFAP2A
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
ATG7	SIRT1
SIRT1	PPARA
NEDD4	YY1
YY1	MYC
GABARAP	DVL2
DVL2	TP53
NEDD4	SRC
ATG7	GTF2A1
GTF2A1	NFYA
NEDD4	EGFR
EGFR	EPS8
EPS8	RFXAP
NEDD4	RAF1
NEDD4	ERBB3
ERBB3	EGR1
ADRB1	ARRB2
ARRB2	HSPA5
HSPA5	EP300
CAPN1	HIF1A
ADRB1	ARRB1
ARRB1	HSP90AA1
JUN	ETS1
ARRB2	MCM3
MCM3	SAE1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	IGF1R
IGF1R	TP53
ARRB2	MLLT4
MLLT4	NR2C2
NR2C2	RXRB
MCM3	CDK2
MAP2K4	APP
ADRB1	GPRASP2
ADRB2	REL
ADRB2	STAT3
STAT3	EP300
STAT3	PML
STAT3	SP1
ADRB2	MAPK14
MAPK14	CREB1
ADRB2	GRB2
STAT3	STAT1
ADRB2	KPNB1
KPNB1	SMAD4
ADRB2	NEDD4
ADRB2	VHL
VHL	MYC
ADRB2	HNRNPU
HNRNPU	MAX
ADRB2	TSG101
TSG101	TP53
ADRB2	SRC
TSG101	NR3C1
SRC	THRB
ADRB2	SHMT2
ADRB2	GAPDH
ADRB2	HGS
HGS	APP
ADRB2	ARRB2
ADRB3	SRC
SRC	STAT3
CREBBP	FOS
CREBBP	ETS1
CREBBP	CREB1
SRC	GRB2
SRC	STAT1
SRC	AR
SRC	MDM2
CREBBP	SMAD3
SRC	TP53
CREBBP	JUNB
RXRA	PPARA
CREBBP	PPARG
CREBBP	MYC
SRC	ARRB2
SRC	EGFR
EGFR	APP
SRC	EPS8
SRC	RAF1
GLI3	WNT5A
NPAS2	PER2
CLOCK	RORC
RBPJ	CR2
ELK1	BIRC2
EGR3	FASLG
MAPK8	JUN
RELA	MMP9
CREBBP	FIGF
CREBBP	ANGPT4
CREBBP	PGF
EP300	FIGF
EP300	ANGPT4
EP300	PGF
HIF1A	FIGF
HIF1A	ANGPT4
ARNT	PFKFB1
ARNT	PGK1
STAT5A	MYC
STAT6	SOCS7
HNF1A	HNF4G
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
STAT3	VEGFA
JUN	PGF
NFKB2	XIAP
CREB5	MCL1
PPARD	ACOX3
RXRA	ACSBG1
RXRA	ACADL
RXRA	UCP1
RXRB	CYP4A22
RXRB	MMP1
RXRB	ANGPTL4
RXRG	EHHADH
RXRG	FABP4
RXRG	ACSL3
RXRG	GK2
RXRG	ACADM
RXRG	LPL
RXRG	ANGPTL4
RXRG	SCD
IRF7	IFNA8
IRF7	IFNA10
IRF7	IFNA17
JUN	IL12B
JUN	TNF
NFKB1	CCL3
STAT1	CXCL11
CREB1	LOC100507709
MYD88	IFNA21
NFKB1	CEBPB
NFKB1	IL1A
RFX5	LOC100507714
RFX5	LOC101060835
RARA	AKR1B1
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
ATF3	ASNS
JUN	CYP11A1
JUN	F3
ETS1	HPGD
CEBPB	IL5
JUND	IL5
POU2F2	IL5
SPI1	IL5
ATF1	IL6
SP1	KRT5
TFAP2A	KRT5
SP1	LCAT
SP3	LCAT
ETS1	LCK
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
CREM	LDHC
EGR1	LHB
SP3	LHB
PPARA	LIPA
PPARD	LIPA
E2F1	MYB
CEBPE	MYB
EGR1	MYB
ETS1	TFRC
STAT1	TP53
FOS	TSHB
