HTR2A	CBL
CBL	ABL1
ABL1	CREB1
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	ATF2
SMAD3	E2F4
CBL	CTNNB1
CTNNB1	COPS5
COPS5	CREB3
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
CBL	GRB2
GRB2	KRT15
KRT15	CREB5
GRB2	EP300
EP300	ATF4
GRB2	RBM33
RBM33	ATF6B
CTNNB1	BRCA1
SMAD3	CEBPB
CBL	EGFR
EGFR	STAT3
GRB2	REL
CBL	MAPK8
MAPK8	MYC
EP300	USF2
CTNNB1	SP1
EP300	TFAP2A
EP300	EGR1
CBL	HSPA4
HSPA4	NFKB1
SMAD3	CEBPA
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
EP300	SP3
CBL	HSPA8
HSPA8	RELA
MAPK8	ELK1
EP300	ETS1
CTNNB1	HIF1A
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	PML
PML	ATF2
DRD2	CALM1
CALM1	AR
AR	E2F4
DRD2	EPB41L1
EPB41L1	COPS5
FLNA	REL
REL	CEP19
CEP19	CREB3L2
COPS5	PGRMC1
PGRMC1	CREB3L1
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
FLNA	ILF2
ILF2	MOV10
MOV10	ATF6B
CALM1	ESR1
ESR1	CEBPB
PAWR	STAT1
STAT1	STAT3
EPB41L1	APP
APP	MYC
REL	EP300
PPP1R9B	CDKN2A
CDKN2A	SP1
LMNA	RB1
RB1	TFAP2A
CDKN2A	EGR1
REL	NFKB1
LMNA	KAT5
KAT5	CEBPA
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
ESR1	SP3
REL	RELA
APP	ELK1
COPS5	HIF1A
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
DRD3	EPB41L1
COPS5	TP53
MCM7	RB1
RB1	ATF2
DRD3	RDX
RDX	ENO1
ENO1	E2F4
EPB41L1	PSMB5
PSMB5	RND1
RND1	CREB3L2
GIPC1	OGT
OGT	RELA
RELA	ATF4
COPS5	NXF1
NXF1	ATF6B
RB1	CEBPB
RB1	STAT3
RDX	HSPA4
HSPA4	REL
RELA	USF2
RB1	SP1
GIPC1	SH3BP4
SH3BP4	TFAP2A
RELA	EGR1
COPS5	NFKB1
MCM7	UBE3A
UBE3A	CEBPA
RB1	PPARG
RELA	RXRA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
THRB	RXRG
RELA	SP3
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
MCM7	HIF1A
DRD4	ARRB2
ARRB2	AKT1
AKT1	CREB1
DRD4	STUB1
STUB1	TP53
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	MAP2K4
MAP2K4	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
RPA1	PGRMC1
DRD4	GRB2
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	XRCC5
XRCC5	BRCA1
MAPK1	CEBPB
ARRB2	CAPN1
CAPN1	STAT3
STUB1	MYC
MAPK1	SP1
ARRB2	NPM1
NPM1	TFAP2A
NFKBIA	NFKB1
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	XRCC6
XRCC6	PPARG
MAPK1	RXRA
STUB1	NR3C1
NR3C1	RXRB
RPA1	CUL1
CUL1	RXRG
ARRB2	SFPQ
SFPQ	SP3
STUB1	RELA
MAPK1	ELK1
STUB1	HIF1A
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
AP2M1	BCR
BCR	TP53
AP2M1	RUVBL2
RUVBL2	ATF2
BCR	RB1
RB1	E2F4
AP2M1	STX8
STX8	CREB3
CREB3	CREB3L2
AP2M1	CSNK2B
CSNK2B	PRKAB2
PRKAB2	CREB3L1
AP2M1	EPS15
EPS15	TRAF2
TRAF2	CREB5
AP2M1	UBC
UBC	ATF6
ATF6	ATF6B
CSNK2B	BRCA1
EP300	CEBPB
EP300	STAT3
EP300	REL
CSNK2B	MYC
AP2M1	SFPQ
SFPQ	SP1
EPS15	TFAP2A
EP300	NFKB1
AP2M1	HSPA8
HSPA8	UBE3A
SFPQ	PPARG
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	MAPK1
EP300	HIF1A
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
KAT5	TP53
MDFI	CREB5
CREB5	ATF2
HTR1D	S1PR1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	E2F4
KAT5	HDAC3
HDAC3	CREB3
MDFI	VHL
VHL	ELAVL1
MDFI	PRKAB2
KAT5	EP300
S1PR1	WWP2
WWP2	PTCH1
PTCH1	ATF6B
KAT5	BRCA1
WWP2	SMAD3
MDFI	MYOD1
MYOD1	STAT3
PRKAB2	REL
KAT5	MYC
VHL	SP1
MDFI	PIN1
PIN1	PPARG
MDFI	NR1H2
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
KAT5	RELA
S1PR1	TRIP6
TRIP6	STK16
STK16	ELK1
VHL	HIF1A
ADRA2A	UCHL1
