HTR2A	CBL
UCHL1	TP53
TP53	CREB1
ADRA2A	GNAO1
GNAO1	RGS20
RGS20	RUVBL2
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	COPS5
UCHL1	CTNNB1
GNAI2	MDFI
RGS20	CREB5
GNAO1	GABBR1
GABBR1	ATF4
UCHL1	CDK6
CDK6	ATF6B
GNAI2	NPM1
NPM1	BRCA1
GNAI2	ITCH
ITCH	SMAD3
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
GNAI2	NUCB1
NUCB1	REL
UCHL1	CDK4
CDK4	MYC
BRCA1	USF2
TP53	EGR1
CDK4	CEBPA
UCHL1	UBE2I
UBE2I	RXRA
GNAI2	TRIP6
TRIP6	AJUBA
AJUBA	RXRG
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	SP3
NPM1	RELA
UBE2I	ELK1
UBE2I	ETS1
ADRA2B	UCHL1
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
BRCA1	E2F4
EIF2B1	GORASP2
GORASP2	SHMT2
HNRNPL	HNRNPK
HNRNPK	CEBPB
UCHL1	HSP90AA1
HSP90AA1	STAT3
UCHL1	PARK2
PARK2	REL
CTNNB1	EP300
TP53	TFAP2A
HNRNPL	SFPQ
TP53	RELA
ADRA2C	UCHL1
ADRA2C	EIF2B1
HTR2C	CALM1
CALM1	AKT1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
DLG4	MDM2
MDM2	PML
CALM1	STX8
DLG4	PRKCA
PRKCA	ELAVL1
MDM2	PGRMC1
MDM2	TRIM23
TRIM23	CREB5
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
ESR1	XBP1
XBP1	ATF6B
CALM1	ITPR1
DLG4	ERBB2
ERBB2	STAT3
CALM1	HSPA4
ESR1	MYC
MDM2	EP300
ESR1	SP1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	CDKN1A
CDKN1A	CEBPA
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
MDM2	RELA
CALM1	SNCA
SNCA	ELK1
ACTN2	SP100
SP100	ETS1
MDM2	HIF1A
HTR1A	HTR1D
HTR1A	S1PR1
TRIP6	PTK2
PTK2	TP53
TRIP6	CREB5
TRIP6	SRC
SRC	HDAC3
XPO1	ELAVL1
GNAI3	GNAO1
TRIP6	POM121
POM121	BRCA1
GNAI3	GNB2
GNB2	STAT3
GNAI3	NUCB1
WWP2	SMAD7
SMAD7	MYC
SMAD3	SP1
GNAI3	GNAI2
GNAI3	YWHAQ
YWHAQ	PSMA3
PSMA3	EGR1
YWHAQ	E2F1
E2F1	NFKB1
XPO1	PPARG
YWHAQ	ESR1
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	NCOA3
NCOA3	ETS1
SMAD3	HIF1A
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	CREB1
RANBP9	ESR1
ESR1	TP53
RANBP9	THRB
THRB	ATF2
RANBP9	AR
RANBP9	COPS5
ESR1	BRCA1
ESR1	EP300
ESR1	STAT3
RANBP9	APP
APP	MAPK8
MAPK8	REL
MYC	TFAP2A
NR3C1	NFKB1
MAPK8	CEBPA
NR3C1	PPARG
RANBP9	UBE2I
ESR1	RELA
ESR1	HIF1A
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CREBBP	PFKL
MAPK3	CDK4
MAPK3	CCND1
MAX	CKS1B
MYC	MMP2
NFKB1	TRAF3
NFKB2	TRAF5
ATF2	MCL1
FOXO3	PCK2
PPARA	DBI
PPARA	ANGPTL4
PPARD	CPT1C
PPARG	ACSL1
PPARG	SCD5
RXRA	CPT2
RXRB	OLR1
MYD88	IFNA7
MYD88	IFNA13
MYD88	IFNA14
MYD88	IFNA16
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB3
NFYC	HLA-DRB4
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
RFX5	HLA-DQB1
RFX5	HLA-DRA
RFX5	HLA-DRB1
RFX5	HLA-DRB5
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
TCF7	MMP7
TCF7	PPARD
TCF7	FOSL1
TCF7L2	JUN
CREB1	CD55
CREB1	TWF2
ATF3	ASNS
TP53	CAV1
PPARG	EGFR
REL	EGFR
CREB1	GH2
NFIC	GH2
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
ETS1	HPGD
REL	IFNG
STAT1	IFNG
SPI1	IL1B
CREB1	IL6
EGR1	IL6
POU2F1	VWF
SMAD4	ZFP36
