HTR2A	CBL
NR3C1	CREB1
ESR1	EP300
NR3C1	NFKB1
ESR1	RELA
ESR1	HIF1A
UBE2I	RXRA
NR3C1	RXRB
RANBP9	THRB
THRB	RXRG
THRB	ATF2
NR3C1	PPARG
DRD1	COPG1
COPG1	ARF1
ARF1	SPI1
ESR1	SMAD2
SMAD2	ETV4
NR3C1	SMAD3
RANBP9	AR
AR	SMAD4
ESR1	CREBBP
UBE2I	ETS1
RANBP9	COPS5
CREB3	CREB3L2
ESR1	BRCA1
ESR1	STAT3
NR3C1	ETS2
APP	GAPDH
GAPDH	NFYC
ESR1	NCL
RANBP9	RAF1
RAF1	RFXANK
RANBP9	TP73
TP73	YAP1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	RARA
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	PRKD2
PRKD2	RARB
GNA13	PTK2B
PTK2B	EGFR
EGFR	LSR
LSR	RARG
HSP90AA1	TP53
HSP90AA1	SP1
GNA12	APP
MAP3K5	CREBBP
CREBBP	SRF
EP300	TCF3
PTK2B	VAV1
VAV1	JUN
HSP90AA1	ESR1
EP300	CREB1
EP300	NFKB1
EP300	RELA
HSP90AA1	HIF1A
PTK2B	SRC
GNA13	PRKAR2A
PRKAR2A	AKAP13
PPARA	RXRG
EP300	ATF2
EP300	PPARG
VAV1	SPI1
HSP90AA1	STK11
STK11	ETV4
PTK2B	TGFB1I1
TGFB1I1	SMAD3
EP300	SMAD4
GNA13	ARHGEF11
ARHGEF11	RHOA
RHOA	SHMT2
SHMT2	CREB3
ARHGEF11	PLXNB1
PLXNB1	RND1
RND1	CREB3L2
PRKAR2A	RUNX1T1
RUNX1T1	CREB3L1
MAP3K5	TRAF2
TRAF2	CREB5
HSP90AA1	STAT3
MAP3K5	CDC25A
CDC25A	NFYA
PTK2B	GRB2
HSP90AA1	NCL
MAP3K5	RAF1
MAP3K5	USP9X
USP9X	YAP1
DRD3	GIPC1
GIPC1	MMS19
MMS19	RARA
DRD3	EPB41L1
NCOA1	RARG
COPS5	TP53
GIPC1	MCM7
MCM7	RB1
RB1	SP1
MCM7	FHL2
FHL2	SRF
COPS5	TOP1
COPS5	JUN
DRD3	MPDZ
MPDZ	KIT
KIT	STAT1
GIPC1	OGT
OGT	RELA
RELA	PPARA
MMS19	ESR1
EPB41L1	COPS3
COPS3	HSP90AA1
FHL2	CREB1
RELA	EGR1
GIPC1	MYO6
MYO6	POLR2A
POLR2A	IRF3
COPS5	NFKB1
MCM7	HIF1A
RELA	RXRA
MMS19	THRB
THRB	RXRB
RB1	ATF2
RB1	PPARG
RB1	SPI1
RELA	SP3
COPS3	RFWD2
RFWD2	ETV4
DRD3	SLC9A3
SLC9A3	NEDD4L
NEDD4L	SMAD3
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
RB1	ARNT
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
EPB41L1	PSMB5
PSMB5	RND1
RB1	STAT3
RELA	ATF4
RFWD2	ETS2
OGT	CSNK2A1
CSNK2A1	NFYA
COPS5	CDK2
CDK2	NFYB
MCM7	TRIM27
TRIM27	NFYC
COPS5	NCL
MMS19	RAF1
RDX	ENO1
ENO1	YAP1
DRD4	ARRB2
ARRB2	AKT1
AKT1	RARA
ARRB2	RPA1
RPA1	CCNH
CCNH	RARB
ARRB2	C1QBP
C1QBP	MRPL12
DRD4	STUB1
STUB1	TP53
ARRB2	MAPK1
MAPK1	SP1
ARRB2	MAPK3
MAPK3	ELK4
ARRB2	CSNK2A1
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	STAT1
ARRB2	CDK3
CDK3	PPARA
STUB1	ESR1
ARRB2	HDAC2
HDAC2	PPARD
AKT1	CREB1
DRD4	GRB2
ARRB2	MAPK9
MAPK9	IRF3
ARRB2	NFKBIA
NFKBIA	NFKB1
STUB1	RELA
STUB1	HIF1A
MAPK1	RXRA
STUB1	NR3C1
RPA1	CUL1
CUL1	RXRG
MAPK1	ATF2
ARRB2	XRCC6
XRCC6	PPARG
ARRB2	NONO
NONO	SPI1
ARRB2	SFPQ
SFPQ	SP3
RPA1	SMAD3
ARRB2	SPTBN1
SPTBN1	SMAD4
MAPK1	ELK1
ARRB2	CSK
CSK	CREBBP
JUN	CREB3
RPA1	ELAVL1
RPA1	PGRMC1
ARRB2	CAPN1
CAPN1	STAT3
NFKBIA	ATF4
ARRB2	GAPDH
STUB1	APP
ARRB2	NCL
STUB1	RAF1
ARRB2	YWHAQ
YWHAQ	YAP1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	AJUBA
AJUBA	RARA
S1PR1	WWP2
WWP2	SMAD2
SMAD2	RARB
TRIP6	PTK2
PTK2	TP53
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	ELAVL1
WWP2	SMAD7
TRIP6	RPS14
RPS14	TOP1
TRIP6	CREB5
CREB5	JUN
XPO1	STAT1
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	PPARA
YWHAQ	ESR1
GNAI3	CAPNS1
CAPNS1	PPARGC1A
PPARGC1A	PPARD
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
YWHAQ	PSMA3
PSMA3	EGR1
TRIP6	TRAF3IP2
TRAF3IP2	IRF3
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
SMAD3	HIF1A
TRIP6	SRC
MDFI	NR1H2
NR1H2	RXRB
AJUBA	RXRG
CREB5	ATF2
XPO1	PPARG
S1PR1	PDGFRB
PDGFRB	VAV1
TRIP6	STK16
STK16	ELK1
SRC	CREBBP
SMAD3	EP300
NCOA1	ARNT
YWHAQ	NCOA3
NCOA3	ETS1
SRC	HDAC3
HDAC3	CREB3
MDFI	PRKAB2
PRKAB2	CREB3L1
GNAI3	GNB2
GNB2	STAT3
GNAI3	GNAO1
GNAO1	GABBR1
GABBR1	ATF4
WWP2	POU5F1
POU5F1	ETS2
YWHAQ	CDC25A
GNB2	TBP
TBP	NFYB
PPARG	RFX5
YWHAQ	NCL
YWHAQ	HDAC4
MDFI	PIN1
PIN1	RARA
KAT5	CEBPA
CEBPA	RARB
MDFI	ZBTB25
ZBTB25	TNIP1
TNIP1	RARG
KAT5	TP53
MDFI	VHL
VHL	SP1
KAT5	BRCA1
BRCA1	ELK4
KAT5	SRF
MDFI	NAB2
NAB2	TOP1
PIN1	JUN
KAT5	EP300
EP300	STAT1
KAT5	UBE2I
KAT5	ESR1
KAT5	GADD45G
GADD45G	PPARD
PIN1	IRF3
KAT5	RELA
VHL	HIF1A
NR1H2	RXRA
NR1H2	RXRG
MDFI	CREB5
PIN1	PPARG
NAB2	SPI1
PIN1	SMAD2
PIN1	SMAD3
KAT5	APP
MDFI	MYOD1
MYOD1	CREBBP
KAT5	HDAC3
VHL	ELAVL1
MYOD1	STAT3
VHL	CDK2
VHL	NCL
VHL	BSG
NAB2	YAP1
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	PIN1
MEOX2	RARB
HTR1E	PSMC4
PSMC4	PSMA3
PSMA3	NCOA3
HTR1E	PSMC3
PSMC3	TP53
PSMC4	PSMC5
PSMC5	SP1
PSMC4	RAD23B
RAD23B	BRCA1
MEOX2	KAT5
PSMC4	RNF2
RNF2	TOP1
MEOX2	RELA
RELA	JUN
PSMC3	STAT1
RELA	ESR1
HTR1E	ATP5B
ATP5B	HSP90AA1
PSMC4	PSMD10
PSMD10	NFKB1
PSMC3	HIF1A
RARB	RXRB
RARB	RXRG
PSMC4	TRAP1
TRAP1	RB1
RELA	PPARG
PSMA3	NONO
PSMC5	HTT
MEOX2	TGFB1
TGFB1	SMAD3
RELA	SMAD4
MEOX2	STK16
PSMC4	RBBP4
RBBP4	CREBBP
RELA	EP300
HIF1A	ARNT
TP53	ETS1
RBBP4	HDAC3
PSMC4	PSMB5
MEOX2	PRKAB2
PSMC3	FOSL1
FOSL1	CREB5
RELA	STAT3
TP53	ETS2
TP53	NFYA
TP53	NFYB
PSMA3	GAPDH
PSMC3	CIITA
CIITA	RFX5
PSMA3	NCL
CIITA	RFXANK
PIN1	YAP1
HTR2C	CALM1
CALM1	AKT1
HTR2C	DLG4
DLG4	MDM2
MDM2	SMARCE1
SMARCE1	RARB
MDM2	MRPL12
DLG4	ERBB4
ERBB4	TP53
DLG4	PRKCA
PRKCA	ELAVL1
MDM2	JUN
HTR2C	MPDZ
DLG4	ACTN2
ACTN2	SNAI1
SNAI1	EGR1
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
MDM2	HIF1A
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
MDM2	PML
DLG4	PTK2B
MDM2	RFWD2
CALM1	CBL
CALM1	AR
CALM1	SNCA
SNCA	ELK1
MDM2	EP300
ACTN2	SP100
SP100	ETS1
CALM1	STX8
STX8	CREB3
MDM2	PGRMC1
MDM2	TRIM23
TRIM23	CREB5
DLG4	ERBB2
ERBB2	STAT3
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
KIT	GRB2
MDM2	TBP
TBP	NFYC
HTR2C	APBA1
APBA1	APP
MDM2	NCL
CALM1	RAF1
ERBB4	YAP1
HTR6	CLTC
CLTC	EP300
HTR6	COPS5
HTR6	ATM
ATM	TP53
EP300	SP1
ATM	BRCA1
ATM	KAT5
HTR6	MTOR
MTOR	STAT1
ATM	RELA
COPS5	ESR1
ATM	HDAC1
HDAC1	PPARD
ATM	CREB1
EP300	IRF3
ATM	HIF1A
EP300	RXRA
HTR6	CDK5
CDK5	PPARG
COPS5	CUL1
ATM	ATF2
HDAC1	SPI1
COPS5	RFWD2
EP300	SMAD3
HTR6	DNM2
DNM2	APP
EP300	CREBBP
MTOR	STAT3
COPS5	NXF1
NXF1	RFXANK
HTR6	TTI1
TTI1	YAP1
HTR7	CUL3
CUL3	SNW1
SNW1	RARA
CUL3	SMARCE1
CUL3	NCOA3
CUL3	YWHAZ
CUL3	CTNNB1
CUL3	ELAVL1
CUL3	SMARCA4
SMARCA4	SRF
CUL3	TOP1
CUL3	ATF2
ATF2	JUN
SMARCA4	STAT1
CUL3	HSP90AA1
ATF2	CREB1
CUL3	GRB2
CUL3	CUL1
CUL1	IRF3
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
CUL3	SMN1
SMN1	RXRA
CUL3	APP
APP	AKAP13
CUL3	NONO
CUL3	RPA2
RPA2	SFPQ
CUL3	RFWD2
ATF2	SMAD3
ATF2	SMAD4
CUL3	DAXX
DAXX	ETS1
CUL3	HCFC1
HCFC1	CREB3
CUL3	PGRMC1
RPA2	STAT3
ATF2	ATF4
NCOA3	ETS2
CUL3	NXF1
NXF1	NFYA
CUL3	GAPDH
CUL3	NCL
CUL3	BSG
CUL3	YWHAQ
ADRA1B	AP2M1
AP2M1	CLTC
AP2M1	IKZF1
IKZF1	NCOR2
NCOR2	RARG
AP2M1	BCR
BCR	TP53
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CSNK2B
CSNK2B	BRCA1
AP2M1	PRKDC
PRKDC	SRF
AP2M1	AP1G1
AP1G1	JUN
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
AP2M1	HSPA8
HSPA8	ESR1
EP300	HIF1A
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
AP2M1	RUVBL2
RUVBL2	ATF2
EEF1A1	FUS
FUS	SPI1
HSPA8	HTT
AP2M1	SPTBN1
SPTBN1	SMAD3
SFPQ	MAPK1
AP2M1	APC
APC	CREBBP
AP2M1	STX8
CSNK2B	PRKAB2
AP2M1	EPS15
EPS15	TRAF2
EP300	STAT3
AP2M1	GAPDH
EEF1A1	NHP2L1
NHP2L1	RFXAP
EEF1A1	RAF1
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
ADRA2A	GNAI2
GNAI2	TRIP6
GNAI2	ITCH
ITCH	SMAD2
ADRA2A	UCHL1
UCHL1	TP53
UCHL1	CTNNB1
GNAI2	NPM1
NPM1	BRCA1
UCHL1	UBE2I
GNAI2	SRSF1
SRSF1	TOP1
ITCH	JUN
ADRA2A	GNB1
GNB1	MTOR
GNB1	PAK1
PAK1	ESR1
TP53	CREB1
TP53	EGR1
UCHL1	HSP90AA1
UCHL1	COPS5
NPM1	RELA
GNAI2	MDFI
ADRA2A	GNAO1
GNAO1	RGS20
RGS20	RUVBL2
GNAO1	OPRM1
OPRM1	ARF1
SRSF1	PIAS1
PIAS1	SP3
ITCH	HTT
ITCH	SMAD3
UBE2I	ELK1
CTNNB1	EP300
RGS20	CREB5
GNAI2	VAC14
VAC14	APP
NPM1	NCL
SRSF1	NXF1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
ADRA2B	UCHL1
UBE2I	NCOR2
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	ACY3
ACY3	RARG
UBE2I	JUN
TP53	RELA
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
GORASP2	NONO
HNRNPL	SFPQ
UBE2I	TP63
TP63	ETV4
TP53	SMAD3
GORASP2	SHMT2
CTNNB1	CDK2
GORASP2	APP
HNRNPL	NHP2L1
SHMT2	RFXANK
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	TRIM32
TRIM32	RARA
GPRASP2	TXN
TXN	NR3C1
NR3C1	NCOR2
GPRASP2	EIF3E
EIF3E	NCOA3
TXN	TP53
TXN	NFKB1
NFKB1	SP1
GPRASP2	AP1M1
AP1M1	BRCA1
GPRASP2	CDC73
CDC73	GTF2F1
GTF2F1	SRF
TP53	TOP1
GPRASP2	AP1G1
GPRASP2	CCDC8
CCDC8	STAT1
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	LRIF1
LRIF1	ESR1
GPRASP2	RPS6KA5
RPS6KA5	CREB1
GPRASP2	AGO1
AGO1	RELA
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
HSPA4	HIF1A
TRIM32	RXRA
RARA	RXRG
EIF3E	ATM
LRIF1	PPARG
AP1G1	ARF1
TP53	HTT
TXN	COPS5
AGO2	ELAVL1
ELAVL1	ELK1
RPS6KA5	CREBBP
RPS6KA5	EP300
BRCA1	ARNT
CCDC8	PGRMC1
OPRD1	SIAH1
SIAH1	STAT3
JUN	ATF4
EIF3E	TRIM27
GPRASP2	RAF1
RFXANK	RFXAP
TXN	PRDX1
PRDX1	YAP1
CHRM2	SET
SET	APP
SET	NR3C1
NR3C1	NCOA3
SET	TP53
TP53	SP1
APP	KAT5
SET	XPO1
AKAP13	PPARA
TP53	ESR1
CHRM2	Set
Set	Supt6
Supt6	POLR2A
SET	CCNB1
CCNB1	RELA
TP53	HIF1A
Set	Cdk4
Cdk4	CTCF
CTCF	RXRA
NCOR2	RXRG
MAPK8	ATF2
CCNB1	EP300
APP	CSNK1D
CSNK1D	SMAD4
NR3C1	CREBBP
Cdk4	OS9
OS9	CREB3
APP	CUL3
TP53	BRCA1
NR3C1	STAT3
SET	GAPDH
NR3C1	NCL
APP	HDAC4
XPO1	YAP1
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
APP	GSK3B
GSK3B	RXRA
CSNK1A1	CSNK1D
CSNK1A1	MDM2
CSNK1A1	NFKBIA
HTR2B	AGTR1
AGTR1	ZBTB16
ZBTB16	RARA
ZBTB16	NCOR2
ZBTB16	TP53
AGTR1	MAPK1
AGTR1	ARRB2
MAPK1	JUN
ZBTB16	ESR1
ZBTB16	EP300
AGTR1	SETD7
SETD7	RELA
MAPK1	HIF1A
ZBTB16	NR3C1
MAPK1	PPARG
AGTR1	GNB2L1
GNB2L1	TP63
MAPK1	SMAD3
MAPK1	CREBBP
ZBTB16	HDAC3
MAPK1	BRCA1
AGTR1	JAK2
JAK2	STAT3
ZBTB16	HDAC4
GABRA1	PRKCD
PRKCD	EP300
PRKCD	STAT3
STAT3	NCOA1
PRKCD	TP53
PRKCD	SP1
PRKCD	ELAVL1
PRKCD	FLI1
FLI1	SRF
STAT3	JUN
PRKCD	STAT1
PRKCD	HSP90AA1
EP300	ESR1
STAT3	NFKB1
STAT3	RELA
STAT3	HIF1A
PRKCD	APP
STAT3	PML
EP300	TP63
STAT3	COPS5
EP300	DDIT3
EP300	BRCA1
ELAVL1	NFYC
TP53	NCL
PRKCD	HDAC5
HDAC5	RFXANK
PRKCD	YWHAG
YWHAG	YAP1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ZCCHC10	TP53
SDCBP2	C11orf57
C11orf57	MAPK8
SDCBP2	PRPF40A
PRPF40A	UBE2I
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	STAT1
IRAK1	HSP90AA1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TIFA	TRAF6
TRAF6	HIF1A
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
PRPF40A	NONO
PRPF40A	SFPQ
PRPF40A	HTT
ZCCHC10	SNIP1
SNIP1	SMAD4
TP53	CREBBP
TP53	EP300
IRAK1	EMD
EMD	CREB3
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
TRAF6	TRAF2
TRAF6	STAT3
IRAK1	BTRC
BEND7	TRIM27
ZCCHC10	EEF1A1
GABRA4	APP
MAPK8	CEBPA
MAPK8	NCOA3
MAPK8	TP53
MAPK8	SP1
MAPK8	JUN
HDAC4	STAT1
APP	DDX54
DDX54	ESR1
MAPK8	CTNNB1
APP	EEF1D
EEF1D	RELA
GSK3B	NFKB1
APP	MCM7
MAPK8	NR4A1
NR4A1	RXRG
RFX5	PPARG
APP	HSPA8
GSK3B	SMAD3
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
EEF1D	HCFC1
MAPK8	TRAF2
MAPK8	STAT3
PSEN2	APH1A
APH1A	ATF4
DDX54	NR3C1
APP	SYNCRIP
SYNCRIP	NHP2L1
APP	TAF6
TAF6	YAP1
GABRB1	NOD1
NOD1	UBC
UBC	E2F1
E2F1	RARA
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
UBC	TNIP1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
UBC	BRCA1
UBC	FHL2
NOD1	CASP9
CASP9	JUN
BRCA1	STAT1
NOD1	COPS6
COPS6	NFKB1
NOD1	PSMA7
PSMA7	HIF1A
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
UBC	CUL1
UBC	CUL3
UBC	SFPQ
UBC	ARF1
E2F1	SP3
UBC	UBA2
UBA2	ETV4
NOD1	CFLAR
CFLAR	SMAD3
FHL2	SMAD4
RNF34	APP
UBC	EMD
UBC	PSMB5
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
RNF34	TRIM23
UBC	BTRC
UBC	TRIM27
UBC	NCL
CFLAR	RAF1
UBC	ABL1
ABL1	YAP1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	MAPK1
MAPK1	RARA
TRAK2	PRKAB2
PRKAB2	MEOX2
GSK3B	NCOA3
GSK3B	TP53
PRKAB2	CRX
CRX	SP1
TRAK2	PLK1
PLK1	BRCA1
PRKAB2	PRKDC
TRAK2	PRKAG1
PRKAG1	PA2G4
PA2G4	TOP1
GSK3B	JUN
PRKAB2	GNB2L1
GNB2L1	STAT1
GSK3B	RELA
PRKAB2	PIAS2
PIAS2	ESR1
GSK3B	CTNNB1
GSK3B	CREB1
GSK3B	EWSR1
EWSR1	IRF3
GNB2L1	HIF1A
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
PRKAB2	GATA1
GATA1	SPI1
CRX	SP3
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
PIAS2	SMAD4
PRKAB2	REL
TRAK2	PRKAA1
PRKAA1	EP300
PIAS2	ARNT
CREB3L1	CREB3
PRKAB2	TRAF2
GSK3B	BCL3
BCL3	STAT3
GSK3B	CEBPZ
CEBPZ	NFYB
PRKAG1	MCM2
MCM2	NCL
GSK3B	HDAC4
PRKAG1	SIP2
SIP2	YAP1
GABRB3	MEOX2
RELA	NCOR2
RELA	TP53
RELA	SP1
GABRB3	PRKCA
GABRB3	PRKACA
PRKACA	TCF3
MEOX2	CIAPIN1
CIAPIN1	STAT1
PRKACA	HDAC1
PRKACA	CREB1
RELA	NFKB1
RELA	HIF1A
PRKCA	EP300
TGFB1	SMAD2
RELA	CREBBP
PRKACA	HSP90AA1
RELA	HDAC3
RELA	BRCA1
MEOX2	HNRNPD
HNRNPD	NCL
PIN1	RAF1
GABRD	UBQLN1
UBQLN1	UBE3A
UBE3A	RARA
UBE3A	MEOX2
UBE3A	NCOA3
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
UBQLN1	RPN10
RPN10	TOP1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	MTOR
UBE3A	ESR1
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	ATXN3
ATXN3	CREB1
RAD23A	CREBBP
CREBBP	EGR1
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	UBQLN4
UBQLN4	RXRA
CREBBP	SP3
UBQLN1	UBC
HCVgp1	SMAD3
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	PSEN2
RAD23A	TRAF2
CREBBP	ETS2
CREBBP	NFYB
UBQLN1	UBQLN2
UBQLN2	YAP1
GABRE	GPAA1
GPAA1	PIN1
GABRE	HLA-A
HLA-A	MEOX2
GABRE	LSR
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
CUX1	CCNA1
CCNA1	SP1
CUX1	CDK7
CDK7	BRCA1
RARG	SRF
GABRE	ALG9
ALG9	EAF1
EAF1	TOP1
HLA-A	STAT3
ALG9	RTF1
RTF1	STAT1
CUX1	SATB1
SATB1	UBE2I
CDK7	ESR1
CUX1	TLE4
TLE4	HDAC1
CUX1	RECQL5
RECQL5	CREB1
SATB1	EP300
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	ATF2
ALG9	DST1
DST1	SPI1
HDAC1	SP3
ZDHHC17	HTT
GABRE	FAM189B
FAM189B	WWP1
WWP1	SMAD4
GABRE	EPHB4
EPHB4	APP
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
ALG9	CDC42
CDC42	BNIP2
BNIP2	CREB3
FAM189B	WWOX
WWOX	ELAVL1
BSCL2	SCAMP2
SCAMP2	JAGN1
JAGN1	CREB3L1
LYN	NFYB
SATB1	KAT2B
KAT2B	NFYC
RECQL5	NCL
EAF1	NFKBIL1
NFKBIL1	RFXANK
FAM189B	YAP1
GABRG2	GABARAP
GABARAP	SQSTM1
GABARAP	NEDD4
NEDD4	SMAD2
GABARAP	TAX1BP1
TAX1BP1	TNIP1
GABARAP	DVL2
DVL2	TP53
NEDD4	SMAD3
TAX1BP1	RAD18
RAD18	BRCA1
NEDD4	SMAD7
NEDD4	YY1
YY1	TCF3
TAX1BP1	ITCH
GABARAP	ATG7
ATG7	STAT1
ATG7	SIRT1
SIRT1	PPARA
GABARAP	NCOA7
NCOA7	ESR1
DVL2	CTNNB1
NEDD4	AKT1
NEDD4	ERBB3
ERBB3	EGR1
TAX1BP1	IKBKE
IKBKE	IRF3
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
SQSTM1	HIF1A
NEDD4	SRC
NEDD4	PPARG
DVL2	CSNK2A1
CSNK2A1	SPI1
ATG7	EP300
