HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	JUN
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ITCH	GLI1
ARRB2	AKT1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	STAT1
ITCH	TP53
ARRB2	NFKBIA
NFKBIA	NFKB1
AKT1	CREB1
ARRB2	TRAF6
TRAF6	MYD88
ARRB2	MAPK3
ARRB2	NONO
NONO	SPI1
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	MAPK9
MAPK9	IRF3
MAPK1	CEBPB
ARRB2	MCM3
MCM3	EPAS1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	XRCC6
XRCC6	POU2F1
ARRB1	MAPK14
NEDD4	MAPKAPK3
MAPKAPK3	MAPK11
ARRB2	VCP
VCP	MAPK13
ARRB2	MAP2K4
MAP2K4	MAPK8
MAP2K4	MAPK10
ARRB2	HDAC2
HDAC2	PPARD
MAPK1	VDR
ARRB2	TRIM28
TRIM28	IRF7
ARRB2	CDK3
CDK3	PPARA
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	NEDD4L
NEDD4L	PBX1
PBX1	PDX1
ARRDC3	ADRB2
ADRB2	REL
MAPK1	PDYN
MAPK3	PDYN
CREB1	PDYN
GLI1	WNT4
GLI1	BMP4
GLI1	WNT2
GLI2	WNT4
GLI2	BMP4
GLI2	WNT2
GLI3	WNT4
GLI3	BMP4
GLI3	WNT2
VDR	SLC8A1
CREBBP	ANGPT2
CREBBP	ANGPT4
CREBBP	PFKFB1
EP300	ANGPT2
EP300	ANGPT4
EP300	PFKFB1
HIF1A	ANGPT2
HIF1A	ANGPT4
HIF1A	PFKFB1
ARNT	ANGPT2
ARNT	ANGPT4
ARNT	PFKFB1
STAT1	SOCS1
MYD88	IL1B
PDX1	HNF4A
VDR	S100G
NFKB1	IL1B
RELA	IL1B
TP53	RPRM
TP53	BAI1
TP53	TP73
EPAS1	TGFB3
HIF1A	TGFB3
PPARA	ANGPTL4
PPARD	ACADL
PPARD	ANGPTL4
PPARG	GK2
PPARG	ANGPTL4
RXRA	GK2
RXRA	ACADL
RXRA	ANGPTL4
RXRB	GK2
RXRB	ACADL
RXRB	ANGPTL4
RXRG	GK2
RXRG	ACADL
RXRG	ANGPTL4
IRF3	CXCL11
IRF7	IFNA1
IRF7	IFNA8
IRF7	IFNA14
JUN	IL1B
STAT1	CXCL11
SPI1	FCGR1A
MAPK14	IL1B
MYD88	IFNA1
MYD88	IFNA8
MYD88	IFNA14
MAPK1	IL1B
MAPK3	IL1B
MAPK8	IL1B
MAPK11	IL1B
MAPK9	IL1B
MAPK10	IL1B
MAPK13	IL1B
TFAP2A	CALB2
SP1	CD9
SP1	CYP17A1
JUN	GJA1
SP1	GJA1
POU2F1	HIST2H2BE
CEBPB	IL1B
CREB1	IL1B
REL	IL1B
SP1	IL1B
SPI1	IL1B
CEBPB	IL4
POU2F1	IL4
JUN	IVL
JUN	MAT2A
NFKB1	MAT2A
SP1	MAT2A
