HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	MAPK8
MAPK8	MYC
CBL	CTNNB1
CTNNB1	HIF1A
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SMAD3
SMAD3	YAP1
CTNNB1	SP1
CBL	GRB2
GRB2	EP300
EP300	EGR1
CTNNB1	CREBBP
EP300	ARNT
SMAD3	SMAD4
EP300	USF2
SMAD3	FOS
SMAD3	JUN
CTNNB1	PPARG
CTNNB1	ESR1
GRB2	HSP90AA1
HSP90AA1	PPARA
EP300	ETS1
CBL	EGFR
EGFR	STAT3
HSP90AA1	NFIC
GRB2	TSG101
TSG101	NFKB2
SMAD3	MAPK1
CBL	MAPK14
MAPK14	MAPK3
CTNNB1	PPARD
CBL	ABL1
ABL1	CREB1
MAPK8	PAX2
SMAD3	RBL1
RBL1	TFDP2
SMAD3	SMAD2
SMAD3	EPAS1
YWHAZ	WWTR1
SMAD3	MAX
SMAD3	E2F4
EP300	TFAP2A
EGFR	STAT1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
EPB41L1	COPS5
COPS5	HIF1A
FLNA	REL
REL	NFKB1
REL	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	YAP1
PPP1R9B	CDKN2A
CDKN2A	SP1
CDKN2A	EGR1
REL	CREBBP
REL	EP300
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
COPS5	SMAD4
FLNA	LMNA
LMNA	PML
PML	FOS
FLNA	RBM39
RBM39	JUN
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
CALM1	ESR1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
REL	NFKB2
FLNA	ITGB6
ITGB6	MAPK1
CALM1	SNCA
SNCA	MAPK3
HSP90AA1	PPARD
PPP1CA	CREB1
LMNA	RB1
RB1	PAX2
RB1	TFDP2
PAWR	AATF
AATF	SMAD3
ESR1	SMAD2
HSP90AA1	EPAS1
PPP1CA	WWTR1
FLNA	DYNC1H1
DYNC1H1	MAX
CALM1	AR
AR	E2F4
RB1	TFAP2A
GLI2	WNT3A
ARNTL	BHLHE40
NPAS2	BHLHE41
NPAS2	PER3
CLOCK	RORB
TCF7	BIRC5
TCF7L2	MYC
EGR3	FASLG
SMAD3	MYC
CREBBP	FIGF
CREBBP	HK1
EP300	FIGF
EP300	HK1
HIF1A	FIGF
HIF1A	HK1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	VEGFC
ARNT	EGF
ARNT	FIGF
ARNT	LDHA
ARNT	ANGPT4
ARNT	PFKFB1
ARNT	PFKL
ARNT	PGK1
TEAD1	SOX2
TEAD3	CTGF
STAT3	SOCS2
STAT3	CCND3
PAX6	GCK
HNF1A	HNF4G
TCF7L2	MITF
RELA	PTGS2
RELA	CCL4
RELB	CCL19
RELB	CXCL12
PIK3CD	AKT3
PIK3R1	PDPK1
PIK3R2	PDPK1
RBPJ	PTCRA
TP53	SHISA5
TP53	PTEN
RXRA	GK
RXRA	GK2
RXRA	ACADL
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB3
NFYC	HLA-DRB4
MAPK9	TNF
MAPK10	IL1A
SP1	REL
E2F4	CAV1
SP1	CAV1
NFKB1	COL1A1
RELA	COL1A1
CREB1	GH2
NFIC	GH2
TFAP2A	GH2
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
CREB1	IL2
CEBPB	IL5
ETS1	IL5
ETS2	IL5
JUND	IL5
POU2F1	IL5
POU2F2	IL5
SPI1	IL5
ATF1	IL6
ETS1	MMP3
ETS2	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
ETV4	MMP9
FLI1	MMP9
E2F1	MYB
CREB1	TF
E2F4	TOP1
PAX2	TP53
PAX8	TP53
STAT3	TRH
NFIC	VWF
SMAD3	ZFP36
