HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	IGF1R
IGF1R	ESR1
MAPK1	ELK1
ARRDC3	ITCH
ITCH	JUN
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	STAT1
ADRB2	STAT4
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	PRMT5
PRMT5	RELA
MAPK1	STAT5A
HGS	INSR
INSR	STAT5B
STAT1	STAT2
ARRB2	EEF1A1
EEF1A1	STAT6
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	AKT1
AKT1	CREB1
ITCH	TP53
TP53	ETS1
AKT1	RARA
ARRB2	C1QBP
C1QBP	CEBPA
ARRDC3	NEDD4
NEDD4	ERG
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	POLR2E
POLR2E	FOS
RARA	CCNA1
CREB3L3	FOSB
CREB3L1	NPY
LEF1	MYC
TCF7	BIRC5
JUN	CCND2
CREB1	PCNA
CREB3L3	IL8
CREBBP	CDKN1A
CREBBP	TFRC
EP300	CDKN1A
EP300	TFRC
HIF1A	CDKN1A
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	CCND1
WWTR1	FGF1
SMAD1	ID4
SMAD4	ID2
TCF7	CCND2
TCF7L2	CCND3
TEAD1	SOX2
TEAD4	MYC
TEAD3	CTGF
TEAD3	AXIN2
TCF7L1	AXIN2
TEAD2	CCND1
SMAD4	SLC2A1
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
MYD88	IFNA7
MYD88	IFNA14
MYD88	IFNA16
NFYA	HLA-DQA1
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB1
NFYC	HLA-DRB3
NFYC	HLA-DRB4
MAPK1	IL18
MAPK1	NOS2
MAPK11	IL12A
LEF1	PPARD
PPARG	APOE
USF2	APOE
TP53	AQP1
ATF1	AQP3
ATF3	ASNS
TP53	CAV1
E2F+P170	CCNA2
MYC	CCNB1
REL	IFNG
STAT1	IFNG
USF1	IFNG
CEBPA	IGF2
RELA	IL2
SPI1	MMP2
CEBPE	MYC
TP53	NFIC
CREB1	PLAT
TFAP2A	PLAT
ETS1	VWF
NFIC	VWF
