HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	XRCC6
XRCC6	PGR
ARRDC3	ADRB2
ADRB2	STAT3
XRCC6	POU2F1
ARRDC3	ITCH
ITCH	TP53
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	UBC
UBC	ATF6
ITCH	JUN
ARRB2	MAPK1
MAPK1	CEBPB
ARRB2	HNRNPD
HNRNPD	MYC
ARRDC3	HGS
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	SFPQ
SFPQ	SP3
ARRB2	TRIM28
TRIM28	E2F4
MAPK1	STAT5A
HGS	INSR
INSR	STAT5B
ARRB2	STAT1
STAT1	STAT2
ADRB2	STAT4
ARRB2	EEF1A1
EEF1A1	STAT6
MAPK1	SP1
ARRB2	ALYREF
ALYREF	LEF1
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	YWHAQ
YWHAQ	YAP1
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	POLR2E
POLR2E	FOS
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	AKT1
AKT1	CREB1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
TP53	ETS1
ARRB2	IGF1R
IGF1R	ESR1
ARRB2	MAPK3
ADRB2	REL
MAPK1	ELK1
HSP90AA1	NFIC
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ATF6B	FOS
ATF4	FOS
TP53	GADD45G
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
FOS	CCND1
LEF1	MYC
TCF7	BIRC5
TCF7	CCND1
TCF7L2	CCND1
RBPJL	MYC
RBPJ	MYC
NFAT5	TNF
ATF6B	PCNA
CREB5	IL8
CREBBP	ENO2
CREBBP	VEGFC
EP300	ENO2
EP300	VEGFC
HIF1A	ENO2
ARNT	EDN1
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID3
YAP1	CCND1
YAP1	AXIN2
WWTR1	FGF1
WWTR1	AREG
SMAD1	ID4
SMAD4	ID2
LEF1	CCND3
TCF7	SNAI2
TCF7	CCND2
TCF7L2	BIRC2
TCF7L2	SOX2
TCF7L2	CCND3
TEAD1	GLI2
TEAD1	SOX2
TEAD1	CCND2
TEAD4	MYC
TEAD4	AXIN1
TEAD3	CTGF
TEAD3	BIRC5
TEAD3	AXIN2
TP73	BBC3
TCF7L1	AXIN2
TEAD2	CTGF
TEAD2	CCND1
TEAD2	AXIN2
SMAD4	SLC2A1
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS2
STAT6	CCND1
HNF1A	FOXA3
MAPK1	CCND1
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RXRG	FABP3
ELK1	EGR1
MYC	CDK6
IRF7	IFNA14
MYD88	IFNA13
NFYC	HLA-DRB5
NFYC	CD74
MAPK1	IL23A
MAPK8	TNF
MAPK11	IL1A
MAPK9	NOS2
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
SP1	REL
USF2	APOE
TP53	AQP1
ATF1	AQP3
USF1	CALCA
USF2	CALCA
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
NFKB1	FN1
RELA	FN1
ESR1	FOS
ESR2	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
ETS2	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
PPARD	GADD45A
PPARG	GADD45A
POU2F2	HLA-DRA
POU5F1	HMGB2
TFAP2A	ITGA2
HIF1A	ITGB2
TFAP2A	MMP2
TP53	MMP2
BCL3	MYB
POU2F2	MYC
ETS1	PRL
CEBPD	PTGS2
ETV4	TNF
ERG	TNNC1
JUN	TNNC1
SMAD3	TNNC1
SP3	TNPO1
TFAP2A	VHL
ETS1	VWF
NFIC	VWF
POU2F1	VWF
SMAD4	ZFP36
