HPGDS	ARRDC3
MAPK8	IL23A
MAPK8	TNF
MAPK11	IL12A
MAPK11	IL12B
MAPK11	NOS2
MAPK11	IL23A
MAPK11	TNF
MAPK9	IL12A
MAPK9	IL12B
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL12A
MAPK10	IL12B
MAPK10	NOS2
MAPK10	IL23A
MAPK10	TNF
MAPK13	IL12A
MAPK13	IL12B
MAPK13	NOS2
MAPK13	IL23A
MAPK13	TNF
RELA	IL23A
STAT1	NOS2
NFKB1	REL
POU2F1	REL
POU2F2	REL
SP1	REL
SPI1	REL
HIF1A	ADM
TFAP2A	ADM
CREB1	ADRB2
SP1	CD14
SP3	CD14
NFKB1	CD83
SP1	CD83
SP3	CD83
USF2	CEACAM1
USF2	CEACAM6
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
RARA	CRABP2
RARB	CRABP2
RARG	CRABP2
SP1	CTGF
CREB1	CYP11A1
JUN	CYP11A1
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
NFIC	CYP17A1
SP1	CYP17A1
SP3	CYP17A1
ETS1	DNTT
JUN	GJA1
SP1	GJA1
ATF2	IFNG
CREB1	IFNG
EGR1	IFNG
REL	IFNG
STAT1	IFNG
STAT4	IFNG
STAT5A	IFNG
STAT5B	IFNG
CREB1	IL2
EGR1	IL2
ETS2	IL2
NFKB1	IL2
POU2F1	IL2
POU2F2	IL2
REL	IL2
RELA	IL2
SP1	IL2
NFKB1	IL2RA
REL	IL2RA
RELA	IL2RA
STAT1	IL2RA
STAT3	IL2RA
STAT4	IL2RA
STAT5A	IL2RA
STAT5B	IL2RA
CEBPB	IL4
POU2F1	IL4
POU2F2	IL4
CEBPA	IL5
CEBPB	IL5
ETS1	IL5
ETS2	IL5
JUN	IL5
JUND	IL5
POU2F1	IL5
POU2F2	IL5
SPI1	IL5
HIF1A	ITGB2
SPI1	ITGB2
SP1	KRT5
TFAP2A	KRT5
RARA	S100A9
RARB	S100A9
RARG	S100A9
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
CEBPA	TK1
ATF2	TNF
CEBPB	TNF
EGR1	TNF
ELK1	TNF
ETS1	TNF
ETV4	TNF
POU2F1	TNF
SP1	TNF
SP3	TNF
SPI1	TNF
SP1	TPI1
HIF1A	VHL
PAX1	VHL
TFAP2A	VHL
SMAD3	ZFP36
SMAD4	ZFP36
