HTR2A	CBL
CBL	EGFR
EGFR	STAT3
CBL	MAPK8
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CBL	CTNNB1
CTNNB1	TCF3
TCF3	ELK3
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	ATF2
CBL	GRB2
GRB2	EP300
EP300	ATF4
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	FLNA
FLNA	SRRM2
SRRM2	ELAVL1
ELAVL1	ELK4
DRD2	CALM1
CALM1	GTF2I
GTF2I	SRF
CALM1	TCF3
FLNA	REL
REL	NFKB1
REL	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
FLNA	LMNA
LMNA	PML
PML	ATF2
PAWR	SHMT2
SHMT2	ATF4
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNB2
GNB2	STAT3
GNAI3	XPO1
XPO1	ELAVL1
S1PR1	WWP2
WWP2	SMAD7
S1PR1	TRIP6
TRIP6	RPS14
RPS14	TOP1
TOP1	ELK3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
TRIP6	CREB5
CREB5	ATF2
GNAI3	GNAO1
GNAO1	GABBR1
GABBR1	ATF4
MDFI	MYOD1
MYOD1	STAT3
KAT5	BRCA1
BRCA1	ELK4
KAT5	SRF
MDFI	NAB2
NAB2	TOP1
KAT5	EP300
EP300	NFKB1
KAT5	RELA
MDFI	CREB5
HTR1E	MEOX2
MEOX2	RELA
RELA	STAT3
HTR1E	PSMC4
PSMC4	RAD23B
RAD23B	BRCA1
MEOX2	KAT5
PSMC4	RNF2
RNF2	TOP1
PSMC4	PSMD10
PSMD10	NFKB1
PSMC4	TRAP1
TRAP1	RB1
RB1	ATF2
RELA	ATF4
HTR2C	DLG4
DLG4	ERBB2
ERBB2	STAT3
DLG4	PRKCA
PRKCA	ELAVL1
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	MDM2
MDM2	RELA
CALM1	AKT1
AKT1	CREB1
MDM2	PML
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
HTR6	MTOR
MTOR	STAT3
HTR6	ATM
ATM	BRCA1
ATM	KAT5
HTR6	COPS5
COPS5	TOP1
COPS5	NFKB1
ATM	RELA
ATM	CREB1
ATM	ATF2
HTR6	CLTC
CLTC	EP300
HTR7	CUL3
CUL3	RPA2
RPA2	STAT3
CUL3	ELAVL1
CUL3	SMARCA4
SMARCA4	SRF
CUL3	TOP1
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
CUL3	ATF2
ATF2	CREB1
ATF2	ATF4
DRD1	RANBP9
RANBP9	ESR1
ESR1	STAT3
RANBP9	APP
APP	MAPK8
RANBP9	UBE2I
UBE2I	SRF
ESR1	TOP1
RANBP9	NR3C1
NR3C1	NFKB1
ESR1	RELA
NR3C1	CREB1
RANBP9	THRB
THRB	ATF2
ESR1	EP300
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	STAT3
GNA12	APP
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	CREBBP
CREBBP	SRF
MAP3K5	EP300
EP300	TCF3
EP300	RELA
EP300	CREB1
EP300	ATF2
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	STAT3
DRD3	EPB41L1
EPB41L1	APP
MCM7	FHL2
FHL2	SRF
EPB41L1	COPS5
GIPC1	OGT
OGT	RELA
FHL2	CREB1
DRD4	ARRB2
ARRB2	CAPN1
CAPN1	STAT3
ARRB2	MAPK3
MAPK3	ELK4
ARRB2	CSNK2A1
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
ARRB2	AKT1
ARRB2	MAPK1
MAPK1	ATF2
NFKBIA	ATF4
ADRA1B	AP2M1
AP2M1	CLTC
EP300	STAT3
AP2M1	CSNK2B
CSNK2B	BRCA1
AP2M1	PRKDC
PRKDC	SRF
AP2M1	HSPA8
AP2M1	RUVBL2
RUVBL2	ATF2
ADRA2A	GNB1
GNB1	MTOR
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	BRCA1
ADRA2A	UCHL1
UCHL1	UBE2I
GNAI2	SRSF1
SRSF1	TOP1
UCHL1	COPS5
NPM1	RELA
UCHL1	TP53
TP53	CREB1
ADRA2A	GNAO1
GNAO1	RGS20
RGS20	RUVBL2
ADRA2B	UCHL1
UCHL1	HSP90AA1
UCHL1	CTNNB1
CTNNB1	BRCA1
TP53	RELA
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
EIF2B1	GORASP2
