HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	TP53
ARRB2	UBC
UBC	ATF6
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
MAPK1	SP1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	PRMT5
PRMT5	RELA
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	HNRNPD
HNRNPD	MYC
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ITCH	PTCH1
PTCH1	ATF6B
NFKBIA	ATF4
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	CDK3
CDK3	PPARA
TP53	ETS1
NEDD4	SMAD7
ARRB2	CAPN1
CAPN1	HIF1A
TRIM28	MYB
ARRB2	XRCC5
XRCC5	BRCA1
CREB3L1	CRH
CREB3L1	BDNF
TCF7	BIRC5
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EP300	EGF
STAT4	CCND3
STAT5B	CCND2
PAX6	GCK
MAPK1	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
NFKB1	IL18
NFYA	HLA-DOB
MAPK3	IL12A
MAPK9	NOS2
RFXAP	HLA-DOA
SPI1	REL
SPI1	CXCR2
NFIC	ADA
USF2	B2M
TP53	BAK1
ATF1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
ATF1	BRCA1
E2F4	CAV1
SP1	CAV1
RARA	GADD45B
TFAP2A	GH2
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
RELA	ICAM1
SPI1	ICAM1
MYC	ID2
ATF1	ID2
TFAP2A	ITGA2
HIF1A	ITGB2
JUNB	IVL
POU2F2	MYC
JUND	PLAT
EGR1	PLAU
NFIC	VWF
POU2F1	VWF
SMAD4	ZFP36
