HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	TP53
ARRB2	MAPK1
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	HDAC2
HDAC2	PPARD
MAPK1	ATF2
ARRDC3	ADRB2
ADRB2	STAT3
MAPK1	SP1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	POLR2E
POLR2E	FOS
ARRB2	PRMT5
PRMT5	RELA
MAPK1	CEBPB
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
HSP90AA1	ARNT
ARRB2	UBC
UBC	ATF6
ARRB2	CDK3
CDK3	PPARA
NFKBIA	NFKB1
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ARRB2	XRCC6
XRCC6	POU2F1
STAT3	PIM2
STAT5A	PIM2
STAT5B	PIM2
TNF	ICAM1
TNF	SELE
CREB3	FOSB
CREB3	NPY
CREB1	FOSB
CREB1	NPY
ATF2	FOSB
ATF2	NPY
ATF6B	FOSB
ATF6B	NPY
CREB3L4	BDNF
ATF4	CRH
ATF4	BDNF
MAPK1	PDYN
CREB3L2	FOSB
CREB3L2	NPY
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CREB1	PCNA
EGR3	FASLG
CREBBP	CDKN1A
CREBBP	FIGF
EP300	CDKN1A
EP300	FIGF
HIF1A	CDKN1A
HIF1A	FIGF
TEAD3	GLI2
TCF7L1	CCND2
TEAD2	SOX2
PAX6	GCK
HNF1A	HNF4G
MITF	DCT
TCF7	MITF
MAPK1	CDK4
MAPK3	CCND1
EPAS1	PGF
HIF1A	TGFB1
JUN	FIGF
NFKB2	TRAF3
CREB1	BCL2
ATF4	BCL2
PPARA	CYP8B1
PPARA	ACOX1
PPARD	ACADL
PPARG	FABP4
PPARG	UCP1
RXRA	CYP27A1
MYD88	IFNA7
MYD88	IFNA14
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB3
NFYC	HLA-DRB4
LEF1	JUN
LEF1	PPARD
ETV4	PLAUR
SP1	REL
PPARG	APOE
USF2	APOE
TP53	AQP1
ATF1	AQP3
E2F+P170	CCNA2
MYC	CCNB1
POU2F2	HLA-DRA
POU5F1	HMGB2
ETV4	HPGD
NFIC	HRAS
E2F4	HSP90B1
TFAP2A	HSPA1A
SP1	HSPA8
FLI1	ID2
TAL1	ID2
CEBPD	IL1B
CREB1	IL1B
CEBPB	IL5
ETS2	IL5
JUND	IL5
POU2F1	IL5
SPI1	IL5
CREB1	IL6
EGR1	IL6
E2F1	MYB
BCL3	MYB
POU2F2	MYC
BCL3	NFKB1
CEBPA	NFKB1
ETS1	NFKB1
JUN	NRAS
MYB	NRAS
CREB1	NTS
FOS	NTS
MYC	ODC1
CREB1	ODC1
CEBPA	PCK2
NFIC	PCK2
TP53	PCNA
EGR1	PDGFB
FOS	PDHA1
JUN	PDHA1
PAX6	PDHX
ATF2	PENK
JUN	PENK
TFAP2A	PENK
POU2F1	VWF
SMAD4	ZFP36
