GABRA1	PRKCD
PRKCD	STAT3
PRKCD	EP300
EP300	TFAP2A
EP300	CEBPB
STAT3	JUN
EP300	E2F1
PRKCD	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	RARA
PRKCD	TP53
STAT3	NCOA1
NCOA1	RARB
EP300	REL
STAT3	PML
PML	E2F4
PRKCD	STAT1
STAT3	SMAD1
SMAD1	LEF1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
E2F1	TEAD3
PRKCD	SP1
EP300	CREBBP
NCOA1	RARG
TP53	ATF3
EP300	CREB1
EP300	SMAD3
EP300	SMAD4
STAT3	HIF1A
EP300	ARNT
EP300	ZBTB17
TP53	PIAS2
EP300	ETS1
EP300	FOS
EP300	JUND
PRKCD	APP
APP	ELK1
SP1	POU2F1
APP	MYC
STAT3	NFKB1
STAT1	HSF1
EP300	ATF4
EP300	TP63
TP63	ETV4
EP300	JUNB
EP300	SP3
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
STAT3	RELA
ADRA2B	UCHL1
UCHL1	HSP90AA1
HSP90AA1	STAT3
UCHL1	TP53
TP53	TFAP2A
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HNRNPK
HNRNPK	CEBPB
UCHL1	UBE2I
UBE2I	JUN
UCHL1	UBC
UBC	E2F1
EIF2B1	GORASP2
GORASP2	SHMT2
SHMT2	E2F2
UCHL1	CTNNB1
CTNNB1	HDAC1
HDAC1	E2F3
CTNNB1	EP300
UBE2I	NCOR2
NCOR2	RARB
UCHL1	PARK2
PARK2	REL
CTNNB1	BRCA1
BRCA1	E2F4
UBE2I	STAT1
CTNNB1	LEF1
UBC	DAZAP2
CTNNB1	TCF7L2
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
CTNNB1	SOX2
SOX2	TEAD1
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
CTNNB1	SP1
CTNNB1	CREBBP
GORASP2	ACY3
ACY3	RARG
UBE2I	ATF3
TP53	CREB1
TP53	SMAD3
UCHL1	COPS5
COPS5	SMAD4
CTNNB1	HIF1A
HSP90AA1	ARNT
HSP90AA1	ZBTB17
UBE2I	PIAS2
UBE2I	ETS1
UBE2I	FOS
COPS5	JUND
UBE2I	ELK1
UCHL1	HSPA8
HSPA8	POU2F1
UCHL1	CDK4
CDK4	MYC
COPS5	NFKB1
UBE2I	HSF1
SHMT2	ATF4
UBE2I	TP63
HNRNPL	SFPQ
SFPQ	SP3
UCHL1	TNFRSF1A
CTNNB1	ESR1
ESR1	SOS2
TP53	RELA
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
