HTR2A	CBL
CBL	EGFR
EGFR	STAT3
CBL	SMAD3
SMAD3	CEBPB
CBL	GRB2
GRB2	REL
SMAD3	JUN
SMAD3	FOS
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	CTNNB1
CTNNB1	SP1
CBL	MAPK8
MAPK8	MYC
GRB2	EP300
EP300	EGR1
SMAD3	YAP1
CBL	TRIM21
TRIM21	IRF5
CTNNB1	SOX2
SOX2	TEAD1
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
DRD2	FLNA
FLNA	REL
FLNA	RBM39
RBM39	JUN
FLNA	LMNA
LMNA	PML
PML	FOS
REL	NFKB1
REL	RELA
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
CDKN2A	EGR1
PPP1R9B	PPP1CA
PPP1CA	YAP1
REL	EP300
EP300	IRF5
EPB41L1	COPS5
COPS5	NCOA1
NCOA1	TEAD1
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
CDKN2A	E2F1
E2F1	TEAD3
DRD1	RANBP9
RANBP9	ESR1
ESR1	STAT3
RANBP9	APP
APP	MAPK8
MAPK8	REL
RANBP9	NR3C1
NR3C1	JUN
RANBP9	UBE2I
UBE2I	FOS
NR3C1	NFKB1
ESR1	RELA
ESR1	SP1
ESR1	EP300
RANBP9	TP73
TP73	YAP1
RANBP9	TRAF6
TRAF6	IRF5
ESR1	NCOA1
ESR1	GOLGA2
GOLGA2	TEAD4
ESR1	E2F1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	STAT3
DRD5	GNA13
GNA13	PTK2B
PTK2B	EGFR
EGFR	CEBPB
PTK2B	GRB2
PTK2B	VAV1
VAV1	JUN
GNA13	MAP3K5
MAP3K5	EP300
EP300	FOS
EP300	NFKB1
EP300	RELA
HSP90AA1	SP1
GNA12	APP
MAP3K5	USP9X
USP9X	YAP1
VAV1	INSR
INSR	TEAD1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	STAT3
RB1	CEBPB
DRD3	RDX
RDX	HSPA4
HSPA4	REL
DRD3	EPB41L1
COPS5	JUN
GIPC1	OGT
OGT	RELA
RELA	FOS
COPS5	NFKB1
RB1	SP1
RELA	EGR1
RDX	ENO1
ENO1	YAP1
OGT	SIN3A
SIN3A	IRF5
MCM7	TRIM27
YAP1	TEAD3
DRD4	ARRB2
ARRB2	CAPN1
CAPN1	STAT3
ARRB2	MAPK1
MAPK1	CEBPB
DRD4	GRB2
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
MAPK1	SP1
STUB1	MYC
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	TRAF6
ARRB2	HGS
HGS	INSR
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNB2
GNB2	STAT3
S1PR1	WWP2
WWP2	SMAD3
GNAI3	NUCB1
NUCB1	REL
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
SMAD3	SP1
WWP2	SMAD7
SMAD7	MYC
YWHAQ	PSMA3
PSMA3	EGR1
TRIP6	SRC
SRC	CREBBP
CREBBP	IRF5
YAP1	TEAD1
GNAI3	GNG5
GNG5	GOLGA2
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	PIDD1
PIDD1	TEAD3
MDFI	MYOD1
MYOD1	STAT3
MDFI	KAT5
KAT5	EP300
EP300	CEBPB
MDFI	PRKAB2
PRKAB2	REL
MDFI	PIN1
PIN1	JUN
KAT5	RELA
MDFI	VHL
VHL	SP1
KAT5	MYC
MDFI	NAB2
NAB2	YAP1
PRKAB2	GOLGA2
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	RELA
RELA	STAT3
RELA	CEBPB
HTR1E	PSMC4
PSMC4	PSMA1
PSMA1	REL
RELA	JUN
PSMC4	PSMD10
PSMD10	NFKB1
PSMC4	PSMC5
PSMC5	SP1
PSMC5	MYC
PSMC4	PSMA3
MEOX2	PIN1
PIN1	YAP1
MEOX2	TRAF6
PSMC4	RAD23B
RAD23B	SOX2
PSMC4	SNCAIP
SNCAIP	VPS52
HTR1E	PSMC3
PSMC3	PHB2
PHB2	TEAD3
HTR2C	DLG4
DLG4	ERBB2
ERBB2	STAT3
HTR2C	CALM1
CALM1	HSPA4
DLG4	MDM2
MDM2	JUN
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
ESR1	MYC
