ACHE	COL1A1
COL1A1	UBL4A
UBL4A	C1QBP
C1QBP	CEBPA
UBL4A	RAB1A
RAB1A	CREB1
UBL4A	HSP90AA1
HSP90AA1	NFIC
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	RUVBL1
RUVBL1	LEF1
COL1A1	P4HB
P4HB	UCHL3
UCHL3	YAP1
UBL4A	YWHAE
YWHAE	WWTR1
COL1A1	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
UBL4A	SMN1
SMN1	RXRA
IGFBP3	FN1
FN1	RARA
RARA	RXRB
RARA	RXRG
UBL4A	TXN
TXN	NFKB1
UBL4A	HNRNPK
HNRNPK	CEBPB
UBL4A	KPNA2
KPNA2	RELA
IGF1R	TP53
TP53	ETS1
ITGB1	PTK2
PTK2	SAE1
SAE1	ETV4
COL1A1	SPARC
SPARC	XRCC6
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
UBL4A	NCL
NCL	SP1
HSP90AA1	PPARA
CHRNA1	CHRNG
CHRNG	KRT31
KRT31	TSG101
TSG101	CDKN1A
CDKN1A	CEBPA
TSG101	EP300
EP300	CREB1
KRT31	CDK18
CDK18	HSP90AA1
TSG101	DPYSL2
DPYSL2	LEF1
KRT31	PIN1
PIN1	YAP1
KRT31	LATS1
LATS1	WWTR1
KRT31	LMO4
LMO4	PPARG
EP300	RXRA
TSG101	NR3C1
NR3C1	RXRB
PPARG	RXRG
KRT31	HDAC4
HDAC4	NFKB1
EP300	CEBPB
PIN1	RELA
EP300	ETS1
HDAC4	ATXN1
ATXN1	ETV4
CHRNG	ACTL6B
ACTL6B	CTBP1
CTBP1	CREBBP
HDAC4	SP1
TSG101	UBE2I
UBE2I	PPARA
CHRND	CHRNA1
CHRNE	CHRNA1
CHRNA3	Ubqln1
Ubqln1	Bcr
Bcr	Rac1
Rac1	Mapk1
Mapk1	Atf2
Atf2	CEBPA
Mapk1	TP53
TP53	CREB1
Rac1	Traf6
Traf6	Stub1
Stub1	HSP90AA1
Traf6	UBE2D3
UBE2D3	RNF14
RNF14	LEF1
Traf6	1-Dec
1-Dec	PPP1CA
PPP1CA	YAP1
Mapk1	HIF1A
HIF1A	WWTR1
Rac1	dsh
dsh	MED14
MED14	PPARG
dsh	MED25
MED25	RXRA
Traf6	Nr0b2
Nr0b2	RARA
Nr0b2	RXRG
Traf6	ECSIT
ECSIT	NFKB1
dsh	MED23
MED23	CEBPB
ECSIT	RELA
Traf6	Akt1
Akt1	HTT
HTT	ETV4
MED25	CREBBP
Rac1	Tuba1a
Tuba1a	HDAC6
HDAC6	EP300
TP53	SP1
RELA	PPARA
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	NFATC4
NFATC4	CEBPA
YWHAH	ABL1
ABL1	CREB1
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAZ	CTNNB1
CTNNB1	LEF1
ABL1	YAP1
YWHAZ	WWTR1
CTNNB1	PPARG
YWHAH	CBL
CBL	SRC
SRC	RXRA
YWHAH	YWHAG
YWHAG	AKAP13
AKAP13	RXRB
YWHAZ	AJUBA
AJUBA	RXRG
YWHAZ	COPS5
COPS5	NFKB1
YWHAH	HNRNPK
YWHAZ	PRMT5
PRMT5	RELA
YWHAZ	TP53
YWHAZ	RFWD2
RFWD2	ETV4
YWHAH	ING1
ING1	CREBBP
YWHAH	PAK2
PAK2	EP300
CTNNB1	SP1
CHRNA7	FYN
FYN	BCL3
BCL3	FOS
FOS	CEBPA
FYN	NR3C1
NR3C1	CREB1
FYN	HSP90AA1
FYN	CTNNB1
FYN	ENO1
ENO1	YAP1
CTNNB1	YWHAZ
BCL3	RXRA
BCL3	NFKB1
BCL3	EP300
NR3C1	RELA
FYN	GNB2L1
GNB2L1	TP63
TP63	ETV4
CTNNB1	CREBBP
CHRNA9	CHEK1
CHEK1	CDKN1A
CHRNA9	POM121
POM121	BRCA1
BRCA1	CREB1
CHEK1	HSP90AA1
CHRNA9	YKT6
YKT6	FKBP1A
FKBP1A	SMAD7
SMAD7	LEF1
CHRNA9	FAM189B
FAM189B	YAP1
YKT6	UBE2V1
UBE2V1	YWHAZ
CHEK1	RB1
RB1	PPARG
CHEK1	RELA
RELA	RXRA
CHRNA9	PBXIP1
PBXIP1	MDFI
MDFI	NR1H2
NR1H2	RXRB
CHEK1	CUL1
CUL1	RXRG
CHRNA9	KIF5B
KIF5B	COPS5
BRCA1	CEBPB
BRCA1	ETS1
CHRNA9	RER1
RER1	HAP1
HAP1	HTT
CHRNA9	EIF2AK3
EIF2AK3	NFE2L2
NFE2L2	CREBBP
EIF2AK3	HSPA5
HSPA5	EP300
BRCA1	SP1
CHRNB3	TYRO3
TYRO3	SRC
SRC	STAT3
STAT3	CDKN1A
SRC	CREBBP
CREBBP	CREB1
SRC	GRB2
GRB2	HSP90AA1
STAT3	SMAD1
SMAD1	LEF1
SRC	ENO1
STAT3	HIF1A
CREBBP	PPARG
SRC	THRB
THRB	RXRB
THRB	RXRG
