ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	CSK
CSK	JUN
IGFBP3	FN1
FN1	UBE2L3
UBE2L3	FOS
COL1A1	P4HB
P4HB	VCP
VCP	MAPK1
VCP	MAPK3
COL1A1	ITGB1
ITGB1	TUBA1A
TUBA1A	MYC
IGF1R	TP53
TP53	ETS1
ITGB1	PRKCA
PRKCA	PPARG
COL1A1	UBL4A
UBL4A	SMN1
SMN1	RXRA
FN1	RARA
RARA	RXRB
RARA	RXRG
UBL4A	NCL
NCL	SP1
IGF1R	MDM2
MDM2	MYD88
FN1	HDAC1
HDAC1	GLI2
PRKCA	GLI3
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
UBL4A	HSP90AA1
HSP90AA1	MAX
ITGB1	PTK2
PTK2	STAT1
FN1	CSNK2A1
CSNK2A1	ATF1
HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
SMAD3	FOS
SMAD3	MAPK1
CBL	MAPK14
MAPK14	MAPK3
CBL	MAPK8
MAPK8	MYC
CBL	GRB2
GRB2	EP300
EP300	ETS1
CBL	CTNNB1
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CTNNB1	SP1
CBL	STAP2
STAP2	MYD88
CTNNB1	HDAC1
HTR2A	DLG4
DLG4	PRKCA
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
SMAD3	MAX
CBL	EGFR
EGFR	STAT1
DLG4	CACNG2
CACNG2	ATF1
RELA	BIRC2
GLI1	WNT7B
RBPJ	CR2
TEAD1	CCND1
SOS1	SPRED2
STAT3	SOCS2
STAT3	CCND3
STAT4	SOCS1
STAT5B	CCND1
RELA	PTGS2
RELA	TNFAIP3
RELB	CCL19
PIK3R5	AKT3
PIK3CD	AKT3
PIK3CD	AKT2
PIK3R1	PDPK1
PLCG1	EGFR
MYC	MMP9
MYC	PGF
NFKB1	TRAF3
NFKB2	BIRC2
ATF2	BCL2
ATF6B	BCL2
FOXO3	PCK2
CREB3L3	BCL2
PPARA	ACSL5
PPARA	SCD
PPARD	CPT1C
PPARD	UBC
PPARG	ACSBG2
PPARG	CD36
RXRA	CPT2
RXRA	ACSL1
RXRA	ACADL
RXRA	PLIN1
RXRB	ACSL4
RXRG	CYP8B1
RXRG	ADIPOQ
MAPK10	IL8
MAPK10	TNF
EGR1	CD9
E2F4	CDC45
SP1	RPL10
CEBPA	SERPINC1
