HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	AKT1
AKT1	CREB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CDK3
CDK3	PPARA
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ITCH
ITCH	JUN
ARRB2	TRIM28
TRIM28	E2F4
ITCH	TP53
TP53	ETS2
MAPK1	ATF2
ARRB2	CAPN1
CAPN1	HIF1A
TP53	ETS1
ARRB2	UBC
UBC	ATF6
ARRB2	POLR2E
POLR2E	FOS
GLI3	WNT5A
TCF7L2	CCND1
TCF7L1	MYC
CREBBP	TIMP1
STAT4	CCND1
STAT4	CCND3
STAT5B	MYC
STAT5B	CCND2
VDR	TRPV6
NFKB1	GADD45B
RELA	BCL2A1
RELB	CCL21
PIK3CB	AKT2
PIK3CD	AKT1
RXRB	ANGPTL4
NFYA	HLA-DOB
RFXAP	HLA-DOA
RFXAP	HLA-DOB
RARA	GADD45B
POU2F2	HLA-DRA
USF1	HMOX1
CEBPB	HP
ATF4	HPGD
CREB1	HPGD
RELA	ICAM1
SPI1	ICAM1
ATF1	ID2
TFAP2A	ITGA2
HIF1A	ITGB2
RARA	MIF
RARG	MIF
CEBPA	MMP11
POU2F2	MYC
ETS1	TFRC
SMAD4	ZFP36
