HTR2A	CBL
CBL	HSPA8
HSPA8	RELA
CBL	HSPA4
HSPA4	NFKB1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	YWHAZ
YWHAZ	TP53
DRD2	FLNA
FLNA	REL
REL	RELA
REL	NFKB1
DRD2	CALM1
CALM1	HSP90AA1
FLNA	RANBP2
RANBP2	TP53
DRD1	RANBP9
RANBP9	ESR1
ESR1	RELA
RANBP9	NR3C1
NR3C1	NFKB1
RANBP9	UBE2I
UBE2I	PPARA
ESR1	TP53
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	RELA
EP300	NFKB1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	TP53
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	NFKB1
RELA	PPARA
COPS5	TP53
DRD4	STUB1
STUB1	RELA
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
STUB1	TP53
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
YWHAQ	NCOA1
NCOA1	PPARA
TRIP6	PTK2
PTK2	TP53
HTR1B	MDFI
MDFI	KAT5
KAT5	RELA
KAT5	EP300
KAT5	UBE2I
KAT5	TP53
HTR1D	HTR1B
HTR1E	MEOX2
MEOX2	RELA
HTR1E	PSMC4
PSMC4	PSMD10
PSMD10	NFKB1
HTR1E	PSMC3
PSMC3	TP53
HTR2C	DLG4
DLG4	MDM2
MDM2	RELA
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	ERBB4
ERBB4	TP53
HTR6	ATM
ATM	RELA
HTR6	COPS5
ATM	TP53
HTR7	CUL3
CUL3	KPNA2
KPNA2	RELA
CUL3	NFKB1
CUL3	HSP90AA1
CUL3	YWHAZ
ADRA1B	AP2M1
AP2M1	HSPA8
AP2M1	CLTC
CLTC	EP300
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
AP2M1	BCR
BCR	TP53
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	RELA
ADRA2A	UCHL1
UCHL1	COPS5
UCHL1	UBE2I
UCHL1	TP53
ADRA2B	UCHL1
TP53	RELA
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	AGO1
AGO1	RELA
GPRASP2	TXN
TXN	NFKB1
GPRASP2	AGO2
AGO2	HSP90AA1
TXN	TP53
CHRM2	SET
SET	CCNB1
CCNB1	RELA
SET	NR3C1
SET	APP
APP	AKAP13
AKAP13	PPARA
SET	TP53
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
HTR2B	AGTR1
AGTR1	SETD7
SETD7	RELA
AGTR1	ARRB2
AGTR1	ZBTB16
ZBTB16	TP53
GABRA1	PRKCD
PRKCD	STAT3
STAT3	RELA
STAT3	NFKB1
PRKCD	HSP90AA1
PRKCD	TP53
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	PRPF40A
PRPF40A	UBE2I
GABRA4	APP
APP	EEF1D
EEF1D	RELA
APP	GSK3B
GSK3B	NFKB1
APP	MAPK8
MAPK8	TP53
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	HSP90AA1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	RELA
GSK3B	TP53
GABRB3	MEOX2
RELA	NFKB1
RELA	TP53
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	TP53
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	SATB1
SATB1	UBE2I
CUX1	EHMT2
EHMT2	TP53
GABRG2	GABARAP
GABARAP	KEAP1
KEAP1	RELA
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	ATG7
ATG7	SIRT1
SIRT1	PPARA
GABARAP	DVL2
DVL2	TP53
ADRB1	ARRB2
ARRB2	PRMT5
PRMT5	RELA
ARRB2	IGF1R
IGF1R	TP53
ADRB2	STAT3
ADRB2	TSG101
TSG101	TP53
ADRB3	SRC
SRC	STAT3
SRC	RXRA
RXRA	PPARA
SRC	TP53
NFKB1	NFKBIA
RELA	NFKBIA
TP53	SERPINB5
NFKB1	MYC
RELA	MYC
TP53	MYC
PPARA	NFKBIA
