GABRA1	PRKCD
PRKCD	EP300
EP300	TFAP2A
PRKCD	APP
APP	MYC
EP300	USF2
PRKCD	TP53
EP300	CREB1
PRKCD	HSP90AA1
HSP90AA1	NFIC
APP	ELK1
EP300	TP63
TP63	ETV4
PRKCD	STAT3
STAT3	SMAD1
SMAD1	LEF1
EP300	ESR1
STAT3	NFKB1
STAT3	RELA
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	STAT1
STAT1	HSF1
EP300	MYB
EP300	PPARG
TP53	NFYA
EP300	NFYB
PRKCD	ELAVL1
ELAVL1	NFYC
APP	RFX5
TP53	NCL
NCL	RFXAP
PRKCD	HDAC5
HDAC5	RFXANK
EP300	BRCA1
BRCA1	ATF1
HSP90AA1	PPARA
STAT3	NFKB2
PRKCD	SP1
ADRA2B	UCHL1
UCHL1	TP53
TP53	TFAP2A
UCHL1	CDK4
CDK4	MYC
UCHL1	CTNNB1
CTNNB1	EP300
TP53	CREB1
UCHL1	HSP90AA1
UCHL1	UBE2I
UBE2I	ELK1
UBE2I	TP63
CTNNB1	LEF1
CTNNB1	ESR1
UCHL1	COPS5
COPS5	NFKB1
TP53	RELA
ADRA2B	EIF2B1
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
UBE2I	HSF1
UBE2I	MYB
CTNNB1	PPARG
TP53	NFYB
CTNNB1	CDK2
CDK2	NFYC
EIF2B1	GORASP2
GORASP2	APP
EIF2B1	HNRNPL
HNRNPL	NHP2L1
NHP2L1	RFXAP
GORASP2	SHMT2
SHMT2	RFXANK
CTNNB1	BRCA1
UBE2I	PPARA
CTNNB1	BTRC
BTRC	NFKB2
CTNNB1	SP1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	C1orf35
C1orf35	APP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	SMURF1
SMURF1	NFIC
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
TP53	ESR1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	PIN1
PIN1	YAP1
ZNF581	GOPC
GOPC	HSF1
TRAF6	MYB
PIN1	PPARG
TRIM27	NFYC
ZCCHC10	EEF1A1
EEF1A1	NHP2L1
APP	HDAC4
HDAC4	RFXANK
PRPF40A	CSNK2A2
CSNK2A2	ATF1
PRPF40A	UBE2I
TRAF6	STAT3
TP53	SP1
GABRA4	APP
MYC	TFAP2A
APP	EEF1D
EEF1D	RELA
RELA	USF2
APP	MAPK8
MAPK8	TP53
APP	KAT5
KAT5	CREB1
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
APP	HSPA8
HSPA8	HTT
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	DDX54
DDX54	ESR1
APP	GSK3B
GSK3B	NFKB1
APP	TAF6
TAF6	YAP1
MAPK8	HSF1
KAT5	MYB
RFX5	PPARG
MAPK8	EP300
APP	GAPDH
GAPDH	NFYC
APP	SYNCRIP
SYNCRIP	NHP2L1
MAPK8	ATF2
ATF2	ATF1
APP	AKAP13
AKAP13	PPARA
HGS	TSG101
TSG101	NFKB2
MAPK8	SP1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	UBC
UBC	BRCA1
BRCA1	USF2
RNF34	APP
UBC	UBA2
UBA2	ETV4
UBC	DAZAP2
HSP90AA1	ESR1
NOD1	COPS6
COPS6	NFKB1
UBC	ABL1
ABL1	YAP1
HSP90AA1	HSF1
UBC	SUMO1
SUMO1	MYB
UBC	SFPQ
SFPQ	PPARG
UBC	TRIM27
UBC	NCL
NOD1	CFLAR
CFLAR	RAF1
RAF1	RFXANK
UBC	TSG101
HSP90AA1	SP1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	MYC
GSK3B	RELA
GSK3B	CREB1
GSK3B	HSP90AA1
TRAK2	KLC1
KLC1	APP
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GSK3B	CTNNB1
TRAK2	PRKAB2
PRKAB2	PIAS2
PIAS2	ESR1
PRKAG1	SIP2
SIP2	YAP1
TRAK2	PLK1
PLK1	HSF1
GSK3B	CHD3
CHD3	MYB
GSK3B	CEBPZ
CEBPZ	NFYB
GSK3B	SMAD3
SMAD3	NFYC
PRKAG1	MCM2
MCM2	NCL
GSK3B	HDAC4
TRAK2	OGT
OGT	CSNK2A1
CSNK2A1	ATF1
RELA	PPARA
PRKAB2	REL
REL	NFKB2
PRKAB2	CRX
CRX	SP1
GABRB3	PRKCA
PRKCA	EP300
GABRB3	MEOX2
MEOX2	KAT5
KAT5	MYC
MEOX2	RELA
RELA	TP53
GABRB3	PRKACA
PRKACA	CREB1
PRKACA	HSP90AA1
MEOX2	STK16
STK16	ELK1
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
PRKCA	CTNNB1
RELA	ESR1
RELA	NFKB1
MEOX2	PIN1
PRKACA	HDAC1
HDAC1	HSF1
PRKCA	PPARG
RELA	BRCA1
BRCA1	NFYA
PRKCA	ELAVL1
PPARG	RFX5
MEOX2	HNRNPD
HNRNPD	NCL
PIN1	RAF1
RELA	NFKB2
RELA	SP1
GABRD	UBQLN1
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	APP
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	PSEN2
UBQLN1	UBC
UBQLN1	HGS
UBQLN1	UBE3A
UBE3A	ESR1
UBQLN1	UBQLN2
UBQLN2	YAP1
UBE3A	HSF1
RAD23A	CREBBP
CREBBP	NFYB
UBQLN1	GAPDH
CREBBP	ATF1
UBQLN1	VCP
VCP	NFKB2
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
CUX1	SATB1
SATB1	EP300
CUX1	EHMT2
EHMT2	TP53
CUX1	RECQL5
RECQL5	CREB1
CUX1	CDK7
CDK7	HSP90AA1
GABRE	EPHB4
EPHB4	APP
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	HTT
SATB1	CTNNB1
CDK7	ESR1
GABRE	HLA-A
HLA-A	STAT3
FAM189B	YAP1
GABRE	ALG9
ALG9	SGF29
SGF29	HSF1
SATB1	PML
PML	MYB
GABRE	GPAA1
GPAA1	PIN1
GABRE	GP1BB
GP1BB	LYN
LYN	NFYB
SATB1	KAT2B
KAT2B	NFYC
RECQL5	NCL
ALG9	EAF1
EAF1	NFKBIL1
NFKBIL1	RFXANK
ALG9	GSH1
GSH1	ATF1
SATB1	UBE2I
CUX1	CCNA1
CCNA1	SP1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
NEDD4	YY1
YY1	MYC
GABARAP	ATG7
ATG7	EP300
GABARAP	DVL2
DVL2	TP53
NEDD4	AKT1
AKT1	CREB1
GABARAP	KEAP1
KEAP1	HSP90AA1
NEDD4	SNCA
