HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	MAPK1
MAPK1	SP1
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	TP53
TP53	ETS2
MAPK1	ATF2
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	PTCH1
PTCH1	ATF6B
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
TRIM28	MYB
TP53	ETS1
ARRDC3	HGS
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	POLR2E
POLR2E	FOS
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	MAPK3
NFKBIA	NFKB1
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CDK3
CDK3	PPARA
ARRB2	XRCC5
XRCC5	BRCA1
NFKB1	SOCS3
PPARA	CPT1A
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	PFKFB4
HIF1A	PFKL
LEF1	CCND3
TCF7	BIRC2
TCF7L2	BIRC2
TCF7L2	SNAI2
STAT3	SOCS2
STAT3	CCND3
HNF1A	HNF4A
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
STAT3	VEGFA
RXRA	ACADL
NFKB1	IL18
NFYA	HLA-DOB
MAPK1	IL12B
MAPK3	IL12A
MAPK11	IL12B
MAPK11	NOS2
MAPK10	IL12B
MAPK10	IL18
RFX5	HLA-DRB5
RFXAP	LOC100507714
RFXAP	HLA-DMB
RFXAP	HLA-DOA
RFXAP	HLA-DOB
SP1	CYP21A2
RELA	EGFR
STAT1	EGFR
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
FLI1	ID2
TAL1	ID2
SP1	IL1B
CREB1	IL2
RARB	JUN
PPARA	NFKBIA
MYC	NME1
JUN	NRAS
CREB1	NTS
MYC	ODC1
CEBPA	PCK2
TP53	PCNA
FOS	PDHA1
PAX6	PDHX
JUN	PENK
POU2F1	VWF
SMAD4	ZFP36
