HTR2A	CBL
CBL	ABL1
ABL1	CREB1
ADRA2A	UCHL1
UCHL1	TP53
TP53	CREB1
HTR2C	CALM1
CALM1	AKT1
AKT1	CREB1
OPRK1	SIAH2
SIAH2	KAT5
KAT5	CREB1
ADRA2C	UCHL1
HTR7	CUL3
CUL3	ATF2
ATF2	CREB1
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
ADRA1D	AMFR
AMFR	ATXN3
ATXN3	CREB1
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
SLC6A2	SNCA
SNCA	AKT1
SLC6A4	SNCA
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	CREB1
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	AKT1
DRD1	RANBP9
RANBP9	NR3C1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
ADRB1	ARRB2
ADRB2	MAPK14
MAPK14	CREB1
