HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	EGFR
EGFR	STAT3
CBL	SMAD3
SMAD3	CEBPB
CTNNB1	ESR1
SMAD3	CEBPA
CBL	HSPA4
HSPA4	NFKB1
CBL	GRB2
GRB2	REL
SMAD3	JUN
GRB2	EP300
EP300	ETS1
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA8
HSPA8	RELA
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
DRD2	FLNA
FLNA	LMNA
LMNA	KAT5
KAT5	CEBPA
FLNA	REL
REL	NFKB1
FLNA	RBM39
RBM39	JUN
REL	EP300
FLNA	RANBP2
RANBP2	TP53
REL	RELA
HNF1A	HNF4A
RELA	TRAF1
PIK3CD	PDPK1
RXRG	EHHADH
IRF7	IFNA8
MYD88	IFNA8
MAPK1	IL18
MAPK1	NOS2
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
E2F+P170	CCNA2
MYC	CCNB1
ETS1	COX4I1
SP1	COX4I1
SP3	DNASE2
STAT1	EGFR
MYC	EIF4E
CREB1	ERBB2
TFAP2A	ERBB2
