HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	HIF1A
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
EP300	ARNT
CTNNB1	FOXO3
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
HSP90AA1	NFIC
CBL	SMAD3
SMAD3	JUN
CTNNB1	SP1
KCNH2	HSPA8
HSPA8	TP53
KCNH2	HSP90AA1
HSP90AA1	HIF1A
KCNH2	YWHAE
YWHAE	FOXO3
FOXO3	CREBBP
YWHAE	TP53BP2
TP53BP2	EP300
HSP90AA1	ARNT
HSPA8	RELA
RELA	RXRA
HSPA8	FLYWCH2
FLYWCH2	RXRB
PPARA	RXRG
YWHAE	ABL1
ABL1	JUN
HSP90AA1	SP1
JUN	CXCL1
TP53	CDKN1B
CREBBP	CDKN1B
EP300	CDKN1B
HIF1A	CDKN1B
ARNT	CDKN1B
TP53	RRM2
FOXO3	CDKN1B
PPARA	ACADM
PPARA	PLTP
RXRA	ACADM
RXRA	PLTP
RXRB	ACADM
RXRB	PLTP
RXRG	ACADM
RXRG	PLTP
NFIC	TINAGL1
NFIC	GOT1
JUN	SERPINB2
SP1	SERPINB2
