HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ITCH
ITCH	TP53
MAPK1	HSF1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
MAPK1	SP1
NFKBIA	NFKB1
NEDD4	SMAD7
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CAPN1
CAPN1	HIF1A
ADRB2	REL
ARRB2	PTGES3
PTGES3	NR3C2
NEDD4	PPARG
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ADRB2	STAT3
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	CSNK2A1
CSNK2A1	ATF1
TP53	ETS1
TP53	ETS2
NEDD4	SMAD2
SMAD2	ETV4
MAPK1	CEBPB
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
CREB3L1	CRH
TCF7	BIRC5
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CREBBP	FASLG
CREBBP	EGF
EP300	EGF
HIF1A	EGF
TEAD3	CTGF
FOXO1	PCK1
STAT4	SOCS5
STAT5B	SOCS3
RXRB	OLR1
NFYA	HLA-DOB
NFYC	HLA-DRA
NFYC	HLA-DRB3
NFYC	HLA-DRB4
RFXAP	HLA-DOA
RFXAP	HLA-DOB
TP53	BAK1
ATF1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
HIF1A	BNIP3
ATF1	BRCA1
CREB1	BRCA1
E2F4	CAV1
SP1	CAV1
PPARG	EGFR
SP1	EGFR
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
ETV4	HPGD
NFIC	HRAS
E2F4	HSP90B1
TFAP2A	HSPA1A
SP1	HSPA8
CEBPB	IGF2
EGR1	IGF2
WT1	IGF2
FLI1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
CEBPB	IL1A
SP1	IL1A
ATF1	IL1B
CEBPB	IL1B
SP1	IL1B
NFKB2	IL8
TP53	IL8
ATF2	INS
NFKB1	IRF1
CEBPA	ITGA2
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
FLI1	MMP9
E2F1	MYB
CEBPE	MYB
EGR1	MYB
JUND	PLAT
NFIC	VWF
POU2F1	VWF
SMAD4	ZFP36
