HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
HSP90AA1	NFIC
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	ITCH
ITCH	JUN
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRDC3	WWP1
WWP1	SMAD4
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	GLI1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
ARRB2	PRMT5
PRMT5	RELA
NEDD4	ERBB3
ERBB3	EGR1
CREB3L4	PDYN
CREB3L2	PDYN
NFKB1	BIRC7
GLI1	WNT6
GLI2	HHIP
ELK1	BIRC2
JUN	CCND2
RELA	MMP9
CREB3L3	IL8
CREBBP	PGF
CREBBP	TFRC
EP300	PGF
EP300	TFRC
STAT5A	SOCS7
STAT6	SOCS4
PIK3CA	AKT2
EPAS1	PGF
NFKB2	TRAF3
PPARA	CYP8B1
PPARG	FABP4
RXRB	GK2
MAPK1	IL1A
MAPK1	IL18
MAPK1	NOS2
MAPK8	TNF
MAPK11	IL1A
RFXANK	HLA-DRB1
RFXANK	HLA-DRB3
RFXANK	HLA-DRB4
NFIC	ALAS1
BRCA1	GADD45A
CREB1	HMOX1
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
CEBPD	IL6
SP1	MYC
ATF4	PTGS2
RARB	PTGS2
TP53	RELA
JUN	SERPINB2
SP1	SOD1
