GABRA1	PRKCD
PRKCD	EP300
EP300	CREB1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
GABRA4	APP
APP	KAT5
KAT5	CREB1
CHRNA4	YWHAH
YWHAH	ABL1
ABL1	CREB1
CHRNA7	FYN
FYN	NR3C1
NR3C1	CREB1
GRIA2	GRIP1
GRIP1	CREBBP
CREBBP	CREB1
GRIK2	DLG3
DLG3	CAMK2A
CAMK2A	CREB1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	CREB1
GABRB3	PRKACA
PRKACA	CREB1
GABRD	UBQLN1
UBQLN1	ATXN3
ATXN3	CREB1
GABRE	CUX1
CUX1	RECQL5
RECQL5	CREB1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	AKT1
AKT1	CREB1
GRIN1	SPTAN1
SPTAN1	LMNB1
LMNB1	POU2F1
POU2F1	CREB1
GRIN2A	SRC
SRC	CREBBP
GRIN2B	DLG3
GRIN2D	NEDD4
GRIN3B	GRIN2A
CREB1	ATP1A1
