HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ITCH
ITCH	TP53
TP53	ETS2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	RARA
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ADRB2
ADRB2	STAT3
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ARRB2	STAT1
ADRB2	STAT4
TRIM28	MYB
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
NEDD4	ARID1A
ARID1A	RARG
TEAD1	CCND1
TEAD4	CCND2
TEAD3	SOX2
TCF7L1	SOX2
TEAD2	BIRC5
STAT4	SOCS2
STAT5B	SOCS1
NFKB1	IL18
NFYA	HLA-DOB
NFYC	LOC100509457
NFYC	LOC101060835
RFXAP	HLA-DOA
RFXAP	HLA-DOB
TCF7	JUN
EGR1	APOA1
JUN	CDKN1A
JUND	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
SP1	IL2
NFKB1	IL2RA
REL	IL2RA
RELA	IL2RA
STAT1	IL2RA
STAT3	IL2RA
