HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	MAPK8
MAPK8	MYC
EP300	USF2
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	PPARD
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
FLNA	REL
REL	EP300
FLNA	RANBP2
RANBP2	TP53
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	PPARD
DRD1	RANBP9
RANBP9	APP
MYC	TFAP2A
RANBP9	ESR1
ESR1	EP300
ESR1	TP53
ESR1	NCOR2
NCOR2	PPARD
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
DRD5	GNA12
GNA12	APP
GNA12	HSP90AA1
HSP90AA1	TP53
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD3	EPB41L1
GIPC1	OGT
OGT	RELA
RELA	USF2
EPB41L1	COPS5
COPS5	TP53
EPB41L1	COPS3
COPS3	HSP90AA1
DRD4	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
DRD4	STUB1
STUB1	MYC
DRD4	GRB2
STUB1	TP53
ARRB2	HDAC2
HDAC2	PPARD
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
S1PR1	WWP2
WWP2	SMAD7
SMAD7	MYC
S1PR1	TRIP6
TRIP6	POM121
POM121	BRCA1
BRCA1	USF2
TRIP6	PTK2
PTK2	TP53
GNAI3	CAPNS1
CAPNS1	PPARGC1A
PPARGC1A	PPARD
HTR1B	MDFI
MDFI	KAT5
KAT5	EP300
KAT5	MYC
KAT5	TP53
KAT5	GADD45G
GADD45G	PPARD
HTR1D	HTR1B
HTR1E	PSMC3
PSMC3	TP53
TP53	TFAP2A
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	MYC
HTR1E	MEOX2
MEOX2	RELA
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	CALM1
CALM1	ESR1
ESR1	MYC
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
DLG4	ERBB4
ERBB4	TP53
HTR6	CLTC
CLTC	EP300
EP300	MYC
HTR6	ATM
ATM	TP53
ATM	HDAC1
HDAC1	PPARD
HTR7	CUL3
CUL3	NPM1
CUL3	APP
CUL3	GRB2
CUL3	YWHAZ
CUL3	CTNNB1
ADRA1B	AP2M1
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	CLTC
AP2M1	BCR
BCR	TP53
AP2M1	EEF1A1
EEF1A1	GADD45G
ADRA2A	GNAI2
ADRA2A	UCHL1
UCHL1	CDK4
CDK4	MYC
NPM1	BRCA1
UCHL1	TP53
UCHL1	CTNNB1
ADRA2B	UCHL1
CTNNB1	EP300
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	TP53
GPRASP2	EIF3E
EIF3E	FBXW7
FBXW7	MYC
GPRASP2	AP1M1
AP1M1	BRCA1
GPRASP2	AGO2
AGO2	HSP90AA1
CHRM2	SET
SET	TP53
SET	APP
SET	CCNB1
CCNB1	EP300
SET	NR3C1
NR3C1	NCOR2
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	HNRNPD
HNRNPD	MYC
AGTR1	ZBTB16
ZBTB16	EP300
ZBTB16	TP53
GABRA1	PRKCD
PRKCD	EP300
PRKCD	APP
PRKCD	TP53
PRKCD	HSP90AA1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	C1orf35
C1orf35	APP
TP53	EP300
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSP90AA1
GABRA4	APP
APP	EEF1D
EEF1D	RELA
APP	MAPK8
MAPK8	TP53
MAPK8	CTNNB1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	UBC
UBC	BRCA1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	MYC
GSK3B	RELA
GSK3B	CTNNB1
GABRB3	PRKCA
PRKCA	EP300
GABRB3	MEOX2
MEOX2	KAT5
RELA	TP53
GABRB3	PRKACA
PRKACA	HDAC1
GABRD	UBQLN1
UBQLN1	EPS15
UBQLN1	APP
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	VCP
VCP	HSP90AA1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
CUX1	SATB1
SATB1	EP300
CUX1	EHMT2
EHMT2	TP53
CUX1	TLE4
TLE4	HDAC1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
NEDD4	YY1
YY1	MYC
GABARAP	ATG7
ATG7	EP300
GABARAP	DVL2
DVL2	TP53
DVL2	CTNNB1
ADRB1	ARRB2
ARRB2	HSPA5
HSPA5	EP300
ARRB2	IGF1R
IGF1R	TP53
ADRB2	STAT3
STAT3	EP300
ADRB2	VHL
VHL	MYC
ADRB2	TSG101
TSG101	TP53
STAT3	HDAC2
ADRB3	SRC
SRC	TP53
SRC	CREBBP
CREBBP	MYC
SRC	STAT3
HIF1A	TGFB1
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
STAT4	IL2RA
