HTR2A	CBL
CBL	ABL1
ABL1	CREB1
CBL	HSPA4
HSPA4	NFKB1
CBL	CTNNB1
CTNNB1	BRCA1
BRCA1	NFYA
CBL	GRB2
GRB2	NFYB
CBL	SMAD3
SMAD3	NFYC
CTNNB1	APP
APP	RFX5
GRB2	NCL
NCL	RFXAP
CTNNB1	HDAC4
HDAC4	RFXANK
CBL	HSPA8
HSPA8	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD2	PAWR
PAWR	SHMT2
SHMT2	NFYA
REL	EP300
EP300	NFYB
REL	CDK2
CDK2	NFYC
DRD2	EPB41L1
EPB41L1	APP
FLNA	LMNA
LMNA	NCL
FLNA	BSG
BSG	RFXANK
REL	RELA
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	CREB1
NR3C1	NFKB1
RANBP9	ESR1
ESR1	BRCA1
ESR1	EP300
RANBP9	APP
APP	GAPDH
GAPDH	NFYC
ESR1	NCL
RANBP9	RAF1
RAF1	RFXANK
ESR1	RELA
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	CREB1
EP300	NFKB1
MAP3K5	CDC25A
CDC25A	NFYA
GNA13	PTK2B
PTK2B	GRB2
DRD5	GNA12
GNA12	APP
GNA12	HSP90AA1
HSP90AA1	NCL
MAP3K5	RAF1
EP300	RELA
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	NFKB1
GIPC1	OGT
OGT	CSNK2A1
CSNK2A1	NFYA
COPS5	CDK2
CDK2	NFYB
MCM7	TRIM27
TRIM27	NFYC
COPS5	NCL
GIPC1	MMS19
MMS19	RAF1
OGT	RELA
DRD4	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CSNK2A1
DRD4	GRB2
ARRB2	GAPDH
DRD4	STUB1
STUB1	APP
ARRB2	NCL
STUB1	RAF1
STUB1	RELA
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
YWHAQ	CDC25A
GNAI3	GNB2
GNB2	TBP
TBP	NFYB
S1PR1	WWP2
WWP2	SMAD3
GNAI3	XPO1
XPO1	PPARG
PPARG	RFX5
YWHAQ	NCL
YWHAQ	HDAC4
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
KAT5	EP300
KAT5	BRCA1
MDFI	VHL
VHL	CDK2
KAT5	APP
VHL	NCL
VHL	BSG
KAT5	RELA
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	KAT5
HTR1E	PSMC4
PSMC4	PSMD10
PSMD10	NFKB1
HTR1E	PSMC3
PSMC3	TP53
TP53	NFYA
TP53	NFYB
PSMC4	PSMA3
PSMA3	GAPDH
PSMC3	CIITA
CIITA	RFX5
PSMA3	NCL
CIITA	RFXANK
MEOX2	RELA
HTR2C	CALM1
CALM1	AKT1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	MPDZ
MPDZ	KIT
KIT	GRB2
DLG4	MDM2
MDM2	TBP
TBP	NFYC
HTR2C	APBA1
APBA1	APP
MDM2	NCL
CALM1	RAF1
MDM2	RELA
HTR6	ATM
ATM	CREB1
HTR6	COPS5
ATM	BRCA1
HTR6	CLTC
CLTC	EP300
HTR6	DNM2
DNM2	APP
COPS5	NXF1
NXF1	RFXANK
ATM	RELA
HTR7	CUL3
CUL3	ATF2
ATF2	CREB1
CUL3	NFKB1
CUL3	NXF1
NXF1	NFYA
CUL3	GRB2
CUL3	GAPDH
CUL3	APP
CUL3	NCL
CUL3	BSG
CUL3	KPNA2
KPNA2	RELA
ADRA1B	AP2M1
AP2M1	CLTC
AP2M1	BCR
BCR	TP53
AP2M1	GAPDH
AP2M1	SFPQ
SFPQ	PPARG
AP2M1	EEF1A1
EEF1A1	NHP2L1
NHP2L1	RFXAP
EEF1A1	RAF1
AP2M1	HSPA8
ADRA2A	UCHL1
UCHL1	TP53
TP53	CREB1
UCHL1	COPS5
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	SMAD3
GNAI2	VAC14
VAC14	APP
GNAI2	NPM1
NPM1	NCL
GNAI2	SRSF1
SRSF1	NXF1
NPM1	RELA
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	CDK2
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	APP
EIF2B1	HNRNPL
HNRNPL	NHP2L1
GORASP2	SHMT2
SHMT2	RFXANK
TP53	RELA
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	RPS6KA5
RPS6KA5	CREB1
GPRASP2	TXN
TXN	NFKB1
TXN	TP53
GPRASP2	EIF3E
EIF3E	TRIM27
GPRASP2	LRIF1
LRIF1	PPARG
GPRASP2	RAF1
RFXANK	RFXAP
GPRASP2	AGO1
AGO1	RELA
CHRM2	SET
SET	NR3C1
SET	TP53
SET	GAPDH
SET	APP
NR3C1	NCL
APP	HDAC4
SET	CCNB1
CCNB1	RELA
CHRM3	SET
HTR2B	AGTR1
AGTR1	ARRB2
AGTR1	ZBTB16
ZBTB16	EP300
AGTR1	MAPK1
MAPK1	PPARG
ZBTB16	HDAC4
AGTR1	SETD7
SETD7	RELA
GABRA1	PRKCD
