HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ITCH
ITCH	TP53
ARRB2	TRIM28
TRIM28	E2F4
MAPK1	HSF1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	PRMT5
PRMT5	RELA
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	PTGES3
PTGES3	NR3C2
TRIM28	MYB
MAPK1	ATF2
ITCH	JUN
MAPK1	PAX5
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	CREB1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	HNRNPA1
HNRNPA1	BCL2L1
BCL2L1	BBC3
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	POLR2E
POLR2E	FOS
ARRB2	SFPQ
SFPQ	SP3
NFKBIA	ATF4
TP53	ETS2
ARRB2	YWHAQ
YWHAQ	E2F1
ARRDC3	NEDD4
NEDD4	ERBB3
ERBB3	EGR1
HSP90AA1	NFIC
ARRB2	IGF1R
IGF1R	ESR1
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	STAT1
NEDD4	PPARG
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
ARRB2	MDM2
MDM2	WT1
CREB3L3	CRH
CREB3L1	CRH
GLI2	WNT6
GLI3	BMP2
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	BIRC2
ELK1	BIRC3
ELK1	XIAP
ELK1	CCND1
NFATC2	TNF
MAPK10	JUN
RELA	MMP9
RELA	TNF
CREB3L2	IL8
CREB3L2	PCNA
CREBBP	LDHA
CREBBP	PFKFB3
CREBBP	PGF
CREBBP	PGK1
CREBBP	BCL2
CREBBP	SLC2A1
EP300	LDHA
EP300	PFKFB3
EP300	PGF
EP300	PGK1
EP300	BCL2
EP300	SLC2A1
HIF1A	LDHA
HIF1A	PFKFB3
FOXO1	G6PC2
SOS1	SPRY3
STAT4	SOCS2
STAT4	CCND3
STAT5A	SOCS7
STAT5B	SOCS1
STAT5B	CCND2
STAT6	SOCS4
NEUROG3	PAX6
PAX6	INS
PAX6	PDX1
EPAS1	PGF
NFKB2	TRAF3
PPARA	CYP8B1
PPARG	FABP4
RXRA	UBC
RXRB	GK2
NFKB1	IL18
NFKB1	IL23A
NFYA	HLA-DOB
MAPK3	IL12A
RFXAP	LOC100507714
RFXAP	HLA-DMA
RFXAP	HLA-DOA
RFXAP	HLA-DOB
BCL6	ADH6
SP1	ADH6
E2F1	APAF1
TP53	APCS
USF1	APEX1
TP53	CAV1
POU2F1	CD79A
POU2F2	CD79A
ETS1	CD79B
POU2F1	CD79B
ETS1	DNTT
EGR1	EGFR
ESR1	EGFR
ESR2	EGFR
RARA	GADD45B
POU2F2	HLA-DRA
POU5F1	HMGB2
USF1	HMOX1
CEBPB	HP
ATF4	HPGD
CREB1	HPGD
ATF2	IFNG
CEBPD	IL1B
CREB1	IL1B
ETS1	MMP3
ETS2	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
JUN	MMP7
ETV4	MMP9
FLI1	MMP9
PPARA	MMP9
PPARG	MMP9
ATF2	PLAT
JUND	PLAT
SP1	SPN
NFKB1	TFPI2
POU2F1	VWF
SMAD4	ZFP36
