HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRDC3	ITCH
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
ITCH	TP53
TP53	ETS1
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	AKT1
AKT1	CREB1
ARRB2	STAT1
ARRDC3	WWP1
WWP1	SMAD4
MAPK1	JUND
NEDD4	SMAD3
ARRB2	MAPK9
MAPK9	JUNB
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	NONO
NONO	SPI1
NEDD4	ERG
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
HSP90AA1	NFIC
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	YWHAQ
YWHAQ	FOXO3
AKT1	FOXO1
ARRB2	MCM3
MCM3	EPAS1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	PRMT5
PRMT5	RELA
YWHAQ	YAP1
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	CSNK2A1
CSNK2A1	NFYA
ITCH	GRB2
GRB2	NFYB
ARRB2	GAPDH
GAPDH	NFYC
ARRDC3	HGS
HGS	APP
APP	RFX5
ARRB2	NCL
NCL	RFXAP
HGS	BSG
BSG	RFXANK
NEDD4	ERBB3
ERBB3	EGR1
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	SFPQ
SFPQ	SP3
EP300	USF2
MAPK1	CEBPB
ARRB2	ALYREF
ALYREF	LEF1
ITCH	GLI1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
ARRB2	TRIM28
TRIM28	E2F4
HSP90AA1	ARNTL
HSP90AA1	NPAS2
ARRB2	RPA1
RPA1	PPP1CC
PPP1CC	CLOCK
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
MAPK1	ATF2
CSNK2A1	ATF1
MAPK1	HNF4A
ARRDC3	WWP2
WWP2	EGR2
MAPK1	STAT5A
INSR	STAT5B
SMAD3	CEBPD
CREBBP	MYBL1
TRIM28	IRF7
ARRB2	TRAF6
TRAF6	MYD88
TRIM28	MYB
ARRB2	YWHAE
YWHAE	WWTR1
STAT3	PIM2
STAT5A	PIM2
STAT5B	PIM2
GLI1	WNT1
GLI1	WNT3
GLI1	WNT11
GLI1	WNT2B
GLI2	WNT1
GLI2	WNT3
GLI2	WNT11
GLI2	WNT2B
GLI3	WNT1
GLI3	WNT3
GLI3	WNT11
GLI3	WNT2B
CREB1	PER1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
NPAS2	PER1
NPAS2	RORA
NPAS2	RORC
CLOCK	PER1
CLOCK	RORA
CLOCK	RORC
CREBBP	EDN1
CREBBP	EGF
CREBBP	FLT1
CREBBP	ANGPT2
CREBBP	HK2
CREBBP	TIMP1
CREBBP	VEGFA
EP300	EDN1
EP300	EGF
EP300	FLT1
EP300	ANGPT2
EP300	HK2
EP300	TIMP1
EP300	VEGFA
HIF1A	EDN1
HIF1A	EGF
HIF1A	FLT1
HIF1A	ANGPT2
HIF1A	HK2
HIF1A	TIMP1
HIF1A	VEGFA
ARNT	EDN1
ARNT	EGF
ARNT	FLT1
ARNT	ANGPT2
ARNT	HK2
ARNT	TIMP1
ARNT	VEGFA
YAP1	GLI2
YAP1	ITGB2
YAP1	SOX2
WWTR1	GLI2
WWTR1	ITGB2
LEF1	SOX2
TCF7	SOX2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	SOX2
TEAD4	GLI2
TEAD4	SOX2
TEAD3	GLI2
TEAD3	SOX2
TCF7L1	SOX2
FOXO1	G6PC
FOXO1	PCK1
FOXO1	PCK2
HNF4A	SLC2A2
NFKB1	PTGS2
RELA	PTGS2
TP53	BAX
TP53	TP73
TP53	TP53I3
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
EPAS1	PDGFB
EPAS1	TGFA
EPAS1	TGFB1
EPAS1	TGFB3
EPAS1	VEGFA
ETS1	MMP2
ETS1	VEGFA
FOS	MMP2
FOS	VEGFA
HIF1A	PDGFB
HIF1A	TGFA
HIF1A	TGFB1
HIF1A	TGFB3
JUN	MMP2
JUN	VEGFA
MYC	MMP2
MYC	VEGFA
FOXO3	BCL2L11
FOXO3	G6PC
FOXO3	PCK1
FOXO3	PCK2
PPARA	APOA1
PPARA	APOC3
PPARA	ANGPTL4
PPARD	ACADL
PPARD	ANGPTL4
PPARG	GK
PPARG	PCK1
PPARG	PCK2
PPARG	ANGPTL4
RXRA	GK
RXRA	ACADL
RXRA	APOA1
RXRA	APOC3
RXRA	PCK1
RXRA	PCK2
RXRA	ANGPTL4
RXRB	GK
RXRB	ACADL
RXRB	APOA1
RXRB	APOC3
RXRB	PCK1
RXRB	PCK2
RXRB	ANGPTL4
RXRG	GK
RXRG	ACADL
RXRG	APOA1
RXRG	APOC3
RXRG	PCK1
RXRG	PCK2
RXRG	ANGPTL4
CREB1	HLA-DOA
CREB1	HLA-DPA1
CREB1	HLA-DRB1
CREB1	HLA-DRB4
CREB1	CD74
NFKB1	IL1A
NFYA	HLA-DOA
NFYA	HLA-DPA1
NFYA	HLA-DRB1
NFYA	HLA-DRB4
NFYA	CD74
NFYB	HLA-DOA
NFYB	HLA-DPA1
NFYB	HLA-DRB1
NFYB	HLA-DRB4
NFYB	CD74
NFYC	HLA-DOA
NFYC	HLA-DPA1
NFYC	HLA-DRB1
NFYC	HLA-DRB4
NFYC	CD74
RELA	IL1A
RFX5	HLA-DOA
RFX5	HLA-DPA1
RFX5	HLA-DRB1
RFX5	HLA-DRB4
RFX5	CD74
RFXAP	HLA-DOA
RFXAP	HLA-DPA1
RFXAP	HLA-DRB1
RFXAP	HLA-DRB4
RFXAP	CD74
RFXANK	HLA-DOA
RFXANK	HLA-DPA1
RFXANK	HLA-DRB1
RFXANK	HLA-DRB4
RFXANK	CD74
HIF1A	HSP90B1
SP1	COL4A1
SP1	GAST
CEBPA	ABCB1
CEBPB	ABCB1
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
LEF1	ADA
NFIC	ADA
SP1	ADA
SP1	AGT
EGR1	APOA1
SP3	APOA1
CEBPA	APOB
PPARA	APOB
ATF2	APOC3
USF2	APOC3
EGR1	CD9
SP1	CD9
MYC	CDC25A
TP53	CHEK1
NFIC	CYP17A1
SP1	CYP17A1
SP3	CYP17A1
MYC	DDX18
E2F4	DHFR
CEBPA	F9
E2F4	HSP90B1
CEBPB	IL1A
CEBPD	IL1A
SP1	IL1A
HIF1A	ITGB2
SPI1	ITGB2
USF2	LIPC
ETS1	LYZ
JUN	MGP
CEBPA	MMP2
ERG	MMP2
ETV4	MMP2
FLI1	MMP2
SP1	MMP2
SPI1	MMP2
TFAP2A	MMP2
TP53	MMP2
E2F4	MYCN
SP3	MYCN
MYB	NCL
MYBL1	NCL
CEBPA	PCK2
NFIC	PCK2
EGR1	PDGFB
NFKB1	PDGFB
SP1	PDGFB
SP3	PDGFB
ATF1	PTGS2
ATF2	PTGS2
CEBPB	PTGS2
CEBPD	PTGS2
CREB1	PTGS2
ETV4	PTGS2
PPARG	PTGS2
TFAP2A	PTGS2
USF2	PTGS2
SPI1	SCARB1
CEBPA	SERPINC1
ATF1	TG
CREB1	TG
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
ERG	VWF
ETS1	VWF
NFIC	VWF
NFKB1	VWF
