HTR2A	CBL
CBL	SMAD3
SMAD3	CEBPB
CBL	EGFR
EGFR	STAT3
CBL	GRB2
GRB2	REL
SMAD3	RUNX1
CBL	CTNNB1
CTNNB1	HDAC1
HDAC1	RUNX1T1
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CBL	YWHAZ
YWHAZ	TP53
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	FLNA
FLNA	REL
FLNA	LMNA
LMNA	PML
PML	RUNX1
REL	HDAC1
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
RANBP2	TP53
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
S1PR1	GNAI3
GNAI3	GNB2
GNB2	STAT3
GNAI3	NUCB1
NUCB1	REL
WWP2	ATN1
ATN1	RUNX1T1
S1PR1	TRIP6
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
TRIP6	PTK2
PTK2	TP53
MDFI	KAT5
KAT5	EP300
EP300	CEBPB
MDFI	MYOD1
MYOD1	STAT3
MDFI	PRKAB2
PRKAB2	REL
MYOD1	RUNX1
MDFI	CBFA2T2
CBFA2T2	RUNX1T1
NR1H2	RXRA
NR1H2	RXRG
KAT5	TP53
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	RELA
RELA	CEBPB
RELA	STAT3
HTR1E	PSMC4
PSMC4	PSMA1
PSMA1	REL
MEOX2	TRAF6
TRAF6	RUNX1
PSMC4	PSMA3
PSMA3	HDAC2
HDAC2	RUNX1T1
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
HTR1E	PSMC3
PSMC3	TP53
HTR2C	CALM1
HTR2C	DLG4
DLG4	ERBB2
ERBB2	STAT3
CALM1	HSPA4
HSPA4	REL
DLG4	ERBB4
ERBB4	YAP1
YAP1	RUNX1
ERBB4	NCOR1
NCOR1	RUNX1T1
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
DLG4	MDM2
MDM2	CUL1
CUL1	RXRG
ERBB4	TP53
HTR6	CLTC
CLTC	EP300
HTR6	MTOR
MTOR	STAT3
EP300	REL
EP300	RUNX1
HTR6	ATM
ATM	HDAC1
EP300	RXRA
HTR6	CDK5
CDK5	PPARG
HTR6	COPS5
COPS5	CUL1
ATM	TP53
HTR7	CUL3
CUL3	ATF2
ATF2	CEBPB
CUL3	RPA2
RPA2	STAT3
CUL3	GRB2
CUL3	SMARCA4
SMARCA4	RUNX1
CUL3	KPNA1
KPNA1	RUNX1T1
CUL3	SMN1
SMN1	RXRA
CUL3	APP
APP	AKAP13
CUL3	CUL1
CUL3	YWHAZ
DRD1	RANBP9
RANBP9	ESR1
ESR1	STAT3
RANBP9	APP
APP	MAPK8
MAPK8	REL
RANBP9	TRAF6
ESR1	NCOR2
NCOR2	RUNX1T1
RANBP9	UBE2I
UBE2I	RXRA
RANBP9	NR3C1
RANBP9	THRB
THRB	RXRG
ESR1	TP53
DRD5	GNA13
GNA13	PTK2B
PTK2B	EGFR
EGFR	CEBPB
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	STAT3
PTK2B	GRB2
GNA13	MAP3K5
MAP3K5	EP300
GNA13	PRKAR2A
PRKAR2A	RUNX1T1
PTK2B	SRC
PRKAR2A	AKAP13
HSP90AA1	PPARA
PPARA	RXRG
HSP90AA1	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	CEBPB
RB1	STAT3
DRD3	RDX
RDX	HSPA4
MCM7	FHL2
FHL2	RUNX1
GIPC1	OGT
OGT	SIN3A
SIN3A	RUNX1T1
OGT	RELA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	CEBPB
ARRB2	CAPN1
CAPN1	STAT3
DRD4	GRB2
DRD4	STUB1
STUB1	RUNX1
ARRB2	HDAC2
MAPK1	RXRA
STUB1	NR3C1
ARRB2	RPA1
RPA1	CUL1
STUB1	TP53
ADRA1B	AP2M1
AP2M1	CLTC
EP300	STAT3
AP2M1	PRKACB
PRKACB	PRKAR2A
AP2M1	CSNK2B
CSNK2B	RXRA
AP2M1	SFPQ
SFPQ	NR3C1
SFPQ	PPARG
AP2M1	BCR
BCR	TP53
ADRA1D	GOPC
GOPC	RELA
RELA	REL
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
GOPC	KPNA1
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	NR1H2
DTNA	NMT1
NMT1	TP53
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	SMAD3
ADRA2A	GNB1
GNB1	MTOR
GNAI2	NUCB1
ADRA2A	UCHL1
UCHL1	CDK1
CDK1	RUNX1
ITCH	ATN1
UCHL1	UBE2I
GNAI2	MDFI
GNAI2	TRIP6
