HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	ABL1
ABL1	CREB1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SMAD3
SMAD3	E2F4
CBL	YWHAZ
YWHAZ	TP53
SMAD3	RUNX1
CTNNB1	HDAC1
HDAC1	RUNX1T1
SMAD3	ATF2
CTNNB1	COPS5
COPS5	CREB3
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
CBL	GRB2
GRB2	EP300
EP300	ATF4
CTNNB1	HIF1A
GRB2	KRT15
KRT15	CREB5
CTNNB1	CREBBP
EP300	ARNT
GRB2	RBM33
RBM33	ATF6B
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
DRD2	CALM1
CALM1	AR
AR	E2F4
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	PML
PML	RUNX1
REL	HDAC1
PML	ATF2
DRD2	EPB41L1
EPB41L1	COPS5
REL	CEP19
CEP19	CREB3L2
COPS5	PGRMC1
PGRMC1	CREB3L1
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
COPS5	HIF1A
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
REL	CREBBP
REL	EP300
CALM1	HSP90AA1
HSP90AA1	ARNT
FLNA	ILF2
ILF2	MOV10
MOV10	ATF6B
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
MCM7	FHL2
FHL2	CREB1
DRD3	EPB41L1
COPS5	NFKB1
GIPC1	OGT
OGT	RELA
DRD3	RDX
RDX	ENO1
ENO1	E2F4
COPS5	TP53
FHL2	RUNX1
OGT	SIN3A
SIN3A	RUNX1T1
RB1	ATF2
EPB41L1	PSMB5
PSMB5	RND1
RND1	CREB3L2
RELA	ATF4
MCM7	HIF1A
HIF1A	CREBBP
RDX	CTTN
CTTN	EP300
RB1	ARNT
COPS5	NXF1
NXF1	ATF6B
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	AKT1
AKT1	CREB1
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
ARRB2	TRIM28
TRIM28	E2F4
STUB1	TP53
STUB1	RUNX1
ARRB2	HDAC2
HDAC2	RUNX1T1
MAPK1	ATF2
ARRB2	MAP2K4
MAP2K4	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
RPA1	PGRMC1
NFKBIA	ATF4
STUB1	HIF1A
DRD4	GRB2
ARRB2	CSK
CSK	CREBBP
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
EP300	NFKB1
AP2M1	HSPA8
AP2M1	BCR
BCR	RB1
RB1	E2F4
BCR	TP53
EP300	RUNX1
AP2M1	PRKACB
PRKACB	PRKAR2A
PRKAR2A	RUNX1T1
AP2M1	RUVBL2
RUVBL2	ATF2
AP2M1	STX8
STX8	CREB3
CREB3	CREB3L2
AP2M1	CSNK2B
CSNK2B	PRKAB2
PRKAB2	CREB3L1
EP300	HIF1A
AP2M1	EPS15
EPS15	TRAF2
TRAF2	CREB5
AP2M1	APC
APC	CREBBP
AP2M1	UBC
UBC	ATF6
ATF6	ATF6B
