HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
HRAS	MAPK1
MAPK1	TP53
MAPK1	MYC
HRAS	JUN
MAPK1	STAT3
MAPK1	ETS1
MAPK1	CREB1
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
HRAS	MAPK3
HRAS	FOS
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	ATF2
HRAS	MAPK14
MAPK14	CEBPB
MAPK14	MAX
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB5
MAPK1	SMAD2
SMAD2	E2F4
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
SMAD2	SP1
MAPK1	ELK1
ELK1	EGR1
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
HIF1A	ARNT
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
RELA	IL6
CREBBP	PFKL
EP300	PFKL
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
FOXO1	PCK1
STAT2	PIM1
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT2	SOCS5
STAT3	SOCS4
STAT3	SOCS7
STAT3	MYC
STAT3	CCND1
STAT3	SOCS1
STAT3	SOCS2
STAT3	CCND3
PAX6	GCK
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RXRA	ACADL
RXRB	OLR1
NFYC	HLA-DMA
MAPK3	IL18
MAPK11	IL18
MAPK11	NOS2
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
RFXANK	HLA-DRB5
RFXANK	CD74
CREB3	AQP2
CREB1	AQP2
CREB3L4	AQP2
SP1	CD14
SP3	CD14
EGR1	CD44
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP3	COL2A1
CREB1	HMOX1
TFAP2A	HMOX1
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
NFIC	SFTPC
HOXA4	TH
SMAD4	TNNC1
ETS1	VWF
ETS2	VWF
NFIC	VWF
