HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	RELA
RAF1	NFKB1
MAPK1	CREB1
MAPK1	ELK1
ELK1	EGR1
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
HRAS	JUN
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
PRKACA	PPARA
MAPK11	CXCL1
RBPJL	CR2
JUN	CCND2
NFAT5	TNF
CREB3L3	IL8
CREB5	IL8
CREBBP	TFRC
CREBBP	VEGFC
EP300	TFRC
EP300	VEGFC
RELA	TRAF2
PIK3CG	AKT3
STAT3	VEGFA
JUN	PGF
NFYC	HLA-DMB
NFYC	HLA-DOA
NFYC	HLA-DQA2
MAPK12	IL6
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
SP1	CD99
MYC	CDC25A
E2F4	CDC45
ETS1	PPP2R4
ATF4	PTGS2
MYBL2	RBL1
TP53	RELA
MYBL2	SP1
SP1	SPN
CREB1	TIMP1
JUN	TIMP1
MYC	TP53
JUN	TP53
