HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	FOS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
MAPK1	SMAD4
HRAS	MAPK8
MAPK8	JUNB
MAPK1	CREB1
MAPK8	JUND
MAPK1	SMAD3
MAPK1	STAT1
ITGAL	SRC
SRC	HRAS
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	CTNNB1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
ITGAL	PTK2
PTK2	MAPK1
PTK2	MAPK14
MAPK14	JUNB
MAPK14	JUND
STAT3	STAT1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	HDAC1
HDAC1	FOS
HDAC2	THRA
THRA	CTNNB1
CREBBP	SP1
FOS	IL6
IL6	STAT3
HDAC2	THRB
THRB	HIF1A
THRB	GATA4
GATA4	SRF
SRF	ETS1
LEF1	YAP1
YAP1	SMAD4
FOS	TNF
TNF	MAPK8
CREBBP	CREB1
YAP1	SMAD3
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT1
CREB5	BDNF
NPAS2	RORC
MAPK8	JUN
CREBBP	ANGPT4
EP300	ANGPT4
HIF1A	ANGPT4
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
CEBPB	IL4
WT1	ODC1
PPARD	SERPINE1
ATF1	TG
ETS1	TNNC1
PAX1	VHL
