HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	ESR1
HRAS	JUN
MAPK1	ETS1
MAPK1	TP53
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	CREB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	CREB3
CREB3	ATF1
MAPK1	MYC
HRAS	MAPK8
MAPK8	JUND
PIK3R5	MTOR
MTOR	PPARG
SMAD2	SMAD7
MAPK1	STAT3
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
CREBBP	FASLG
ATF6B	IL8
SMAD3	MYC
CREBBP	EGF
CREBBP	ENO1
CREBBP	HK1
EP300	EGF
EP300	ENO1
EP300	HK1
HIF1A	EGF
HIF1A	ENO1
HIF1A	HK1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
TEAD4	AXIN1
HNF1A	HNF4A
PIK3R2	AKT1
RBPJ	HES1
TP53	BAI1
EPAS1	TGFA
FOS	FIGF
MAX	CKS2
NFKB2	TRAF4
ATF4	MCL1
PPARA	ACSL1
PPARD	FABP3
PPARG	ACSBG1
RXRA	CYP8B1
RXRG	EHHADH
IRF7	IFNA8
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFYC	HLA-DQA2
MAPK1	IL6
RFX5	LOC100509457
RFX5	LOC101060835
RFX5	HLA-DMA
RFX5	HLA-DMB
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
SPI1	REL
SPI1	CXCR2
TP53	MKI67
TP53	APAF1
TP53	EPCAM
TP53	HSP90AB1
CEBPA	ABCB1
CEBPB	ABCB1
LEF1	ADA
NFIC	ADA
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF2	CEACAM6
ATF1	CGA
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
USF1	S100A6
RARA	S100A8
SPI1	SCARB2
LEF1	SPP1
POU2F1	SPP1
EGR1	TFPI2
SP1	TIMP1
STAT1	TIMP1
EGR4	TNF
PAX8	TP53
STAT1	TP53
JUN	TXN
ETS1	VWF
ETS2	VWF
NFIC	VWF
