HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	CREB1
MAPK1	ATF2
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	SP1
MAPK1	ATF4
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK1	MYC
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ETS1
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
EGFR	CTNNB1
MAPK1	ELK1
MAPK1	ETS2
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	GRB2
STAT3	MYC
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	TP53
CREBBP	CREB1
CREBBP	ATF2
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	SP1
CREBBP	ATF4
HDAC2	THRB
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
CREBBP	CREB3
CREBBP	ATF6B
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	CREB5
HDAC2	RBPJL
RBPJL	MYC
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
SRF	ELK1
SRF	ETS2
TP53	GADD45B
ZBTB17	CDKN2B
CREB1	PER1
ARNTL	CRY1
ARNTL	RORA
ARNTL	BHLHE41
JUN	CDK5
JUN	NFKB1
MYC	CCND1
LEF1	MYC
TCF7	BIRC5
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ARNT	ENO1
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID4
YAP1	CCND1
YAP1	NKD1
WWTR1	FGF1
WWTR1	SERPINE1
SMAD1	ID4
SMAD4	ID2
TCF7	BIRC2
TCF7	SOX2
TCF7	CCND2
TCF7L2	SNAI2
TCF7L2	AXIN1
TCF7L2	CCND3
TEAD1	BIRC5
TEAD1	SOX2
TEAD4	CTGF
TEAD4	MYC
TEAD4	AXIN2
TEAD3	CTGF
TEAD3	CCND1
TEAD3	AXIN2
TCF7L1	BIRC2
TCF7L1	AXIN2
TEAD2	GLI2
TEAD2	CCND1
TEAD2	CCND2
SMAD4	SLC2A1
PAX6	GCK
RELA	CCL4L1
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	IL23A
NFYA	LOC100507714
NFYA	LOC100509457
MAPK8	IL18
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME2
JUND	NQO1
MYC	NRAS
MYB	NRAS
SP3	PFKP
CREB1	PLAT
NFIC	PLAT
EGR1	PLAU
ETS2	PLAU
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
