HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
SMAD2	SP1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	MYC
MAPK1	CREB1
MAPK1	TP53
ITGB2	PTK2
PTK2	MAPK1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
ITGB2	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
PIK3R5	PLCE1
PIK3R5	GSK3B
GSK3B	MYC
PIK3R5	AKT3
AKT3	CREB1
CREB3	FOSB
GLI3	WNT4
PIK3R2	AKT3
MAPK9	TNF
MAPK10	IL6
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
USF1	CTSB
ETS1	HMOX1
NFIC	HMOX1
STAT5A	IFNG
ERG	MMP9
