HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	TP53
MAPK1	CREB1
SMAD2	E2F4
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
MAPK1	ATF2
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
RARA	JUP
RUNX1	JUP
RUNX1T1	JUP
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
PAX6	GCK
FOS	PGF
RXRG	EHHADH
IRF7	IFNA8
NFYB	HLA-DRB4
NFYB	HLA-DRB5
NFYB	CD74
NFYC	LOC100507709
SP1	CAV1
SP3	CD14
EGR1	CD44
RELA	COL1A1
SP1	COL1A1
EGR1	COL2A1
SP3	COL2A1
SP3	CTSL
NFIC	HRAS
CREB1	ICAM1
CREM	ICAM1
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
