TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
MAPK8	TP53
ADCY1	PRKACA
PRKACA	MAPK1
MAPK1	MYC
RAPGEF3	MAPK14
MAPK14	MAX
MAPK8	SMAD3
SMAD3	E2F4
MAPK8	FOS
PRKACA	CREBBP
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
MAPK1	ETS1
PRKACA	MAPK3
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	ESR1
CREBBP	SP1
PRKACA	CREB1
PRKACA	NFKB1
NFKB1	MYB
PRKACA	ATF4
NFKB1	HIF1A
PRKACA	EP300
PRKACA	CREB3
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	RELA
CREBBP	ARNT
MAPK1	STAT3
PRKACA	ATF2
PRKACA	ATF6B
PRKACA	CREB5
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	STAT1
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	PSEN1
PSEN1	ATF6
MAPK8	FOXO3
MAPK8	ELK1
ELK1	EGR1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
CREB3L4	PCNA
RELA	IL6
CREBBP	EPO
CREBBP	PFKL
EP300	EPO
EP300	PFKL
HIF1A	EPO
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	TIMP1
ARNT	EDN1
ARNT	EPO
ARNT	TF
ARNT	HKDC1
YAP1	FGF1
YAP1	ID2
YAP1	ID3
YAP1	MYC
YAP1	AXIN1
YAP1	AXIN2
WWTR1	CTGF
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID2
SMAD4	CTGF
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
FOXO1	PCK1
SOS1	SPRY3
STAT3	SOCS2
STAT3	CCND3
CREB3	MITF
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT3
PIK3R2	AKT1
NFKB1	FIGF
NFKB1	VEGFC
STAT3	VEGFA
EPAS1	TGFB1
JUN	PGF
MYC	CDK4
MYC	VEGFA
MYC	VEGFC
NFKB2	XIAP
RELA	NOS2
CREB3L4	MCL1
FOXO3	CDKN1B
CREB5	MCL1
PPARA	ACSL3
PPARA	SCP2
PPARA	ACSBG2
PPARD	ACOX3
PPARG	ACSL6
RXRA	NR1H3
RXRA	APOA5
RXRA	ACADL
RXRG	EHHADH
IRF7	IFNA8
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
MAPK1	IL12B
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
RFX5	LOC100507709
RFXAP	HLA-DMB
MAPK12	IL1A
MAPK12	IL1B
SP1	COL4A2
USF2	ABCA1
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
TFAP2A	COL1A1
EGR1	COL2A1
SP3	COL2A1
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
REL	CSF2
USF1	CTSB
SP3	CTSL
ETS1	DNTT
EGR1	EGFR
JUN	F3
JUND	F3
PAX5	FCER2
CEBPA	FN1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
PPARG	GADD45A
RARA	GADD45A
POU2F1	HIST2H2BE
FOS	HLA-DRA
TFAP2A	HMOX1
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
RARA	S100A9
NFIC	SFTPC
NFIC	STMN1
HOXA4	TH
E2F4	TK1
SMAD4	TNNC1
WT1	TP53
ETS1	VWF
ETS2	VWF
NFIC	VWF
