HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ELK1
ELK1	EGR1
MAPK1	TP53
HRAS	JUN
HRAS	RAF1
RAF1	NFKB1
SMAD2	E2F4
MAPK1	ESR1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
MAPK1	CREB1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
SMAD2	YAP1
MAPK1	ETS2
SMAD2	WWTR1
MAPK1	ATF2
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
RAF1	RELA
MAPK1	ATF4
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD3
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	JUN
AKT3	NFKB1
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
PIK3R5	PLCE1
AKT3	CREB1
SRC	CTNNB1
CTNNB1	LEF1
AKT3	PPP1CA
PPP1CA	YAP1
PPP1CA	WWTR1
AKT3	ATF2
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	RELA
AKT3	ATF4
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
GLI3	PTCH1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EGR3	FASLG
CREBBP	FIGF
EP300	FIGF
HIF1A	FIGF
ARNT	EGF
ARNT	LDHA
ARNT	PFKFB1
PAX6	PDX1
HNF1A	HNF4G
TCF7L1	MITF
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	IL23A
NFYA	HLA-DOB
MAPK10	IL12B
MAPK10	IL18
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
TCF7L1	MMP7
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
SP1	COL4A2
CREB1	ADRB2
RELA	COL1A1
SP1	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
USF1	CTSB
TFAP2A	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUN	FOSL1
CREB1	HMOX1
ETV4	MMP9
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
RARG	S100A9
TFAP2A	TAF7
ATF1	TNF
CREB1	TRH
