HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ELK1
ELK1	EGR1
HRAS	PIK3R5
PIK3R5	HIF1A
SMAD2	YAP1
MAPK1	SMAD4
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
PIK3R5	PLCE1
IRF3	IFNB1
MAPK8	JUN
CREBBP	ANGPT1
CREBBP	ANGPT4
EP300	ANGPT1
EP300	ANGPT4
HIF1A	ANGPT1
HIF1A	ANGPT4
HIF1A	VEGFA
ARNT	CDKN1A
ARNT	PFKFB3
FOS	MMP1
FOS	MMP2
NFKB1	TRAF4
NFKB2	BIRC8
RELA	MYB
CREB3L2	MCL1
PPARD	LPL
PPARD	ACOX1
RXRA	EHHADH
RXRA	FABP4
MAPK11	IL18
MAPK11	NOS2
USF2	B2M
POU2F1	GADD45A
POU5F1	GADD45A
RELA	SAA2
PPARD	SERPINE1
ESR1	TFF1
ATF1	TG
CEBPD	TNF
ETS1	TNNC1
JUN	TSHB
PAX1	VHL
