HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
SMAD2	SMAD7
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	CREB1
MAPK1	STAT3
MAPK1	ETS1
HRAS	JUN
RAF1	RELA
ITGAL	SRC
SRC	STAT3
STAT3	ESR1
ESR1	SP1
ITGAL	PTK2
PTK2	MAPK1
SRC	PIK3R5
SRC	RAC1
RAC1	NFKB1
SRC	CTNNB1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	HRAS
RAC1	RELA
HDAC2	THRA
THRA	CTNNB1
CREBBP	SP1
HDAC2	HDAC1
HDAC1	FOS
FOS	TNF
TNF	SMAD7
HDAC2	RXRA
CREBBP	TP53
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
HDAC2	THRB
THRB	HIF1A
CREBBP	CREB1
FOS	IL6
IL6	STAT3
THRB	GATA4
GATA4	SRF
SRF	ETS1
JUN	RELA
ATF6B	ARC
ATF4	ARC
JUN	CCND2
CREBBP	FASLG
CREB3L3	IL8
CREBBP	EGF
CREBBP	TFRC
EP300	EGF
EP300	TFRC
HIF1A	EGF
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
PAX6	PDX1
NFYC	HLA-DMB
NFYC	HLA-DOA
MAPK8	IL12A
MAPK8	IL12B
MYB	TSC22D3
MYBL1	TSC22D3
SPI1	REL
SPI1	CXCR2
TP53	MKI67
TP53	APAF1
TP53	EPCAM
TP53	HSP90AB1
CREB1	ADRB2
STAT5A	EGFR
STAT5B	EGFR
CREB1	F3
TP53	IL8
CEBPA	ITGA2
MYBL2	RBL1
USF1	S100A6
MYBL2	SP1
LEF1	SPP1
CREB1	TIMP1
SP1	TIMP1
MYC	TP53
PAX8	TP53
ETS1	VWF
ETS2	VWF
NFIC	VWF
