HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	MYC
MAPK1	CREB1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	ATF4
SMAD2	SP1
MAPK1	ATF2
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	JUN
MAPK1	ETS1
HRAS	FOS
HRAS	MAPK14
MAPK14	MAX
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	RAF1
RAF1	RELA
MAPK14	CEBPB
RAF1	NFKB1
SMAD2	YAP1
HRAS	MAPK3
MAPK1	FOXO3
CREBBP	EPAS1
NFKB1	NFKB2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
TP53	TP73
MAPK1	ELK1
ELK1	EGR1
PRKACA	ATF3
MAPK1	STAT1
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
CREB3	ATF1
THRA	RXRB
THRA	RXRG
MAPK1	SMAD3
PRKACA	PPARA
LEF1	PPARD
SMAD2	WWTR1
PIK3R5	GSK3B
GSK3B	ARNTL
ARNTL	NPAS2
GSK3B	CLOCK
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	CREM
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
GSK3B	MYC
PIK3R5	AKT3
AKT3	CREB1
AKT3	ATF4
CREBBP	SP1
AKT3	ATF2
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
ITGB2	SRC
SRC	STAT3
AKT3	JUN
PIK3R5	HRAS
PTK2	MAPK14
AKT3	IKBKG
AKT3	RELA
AKT3	NFKB1
AKT3	PPP1CA
PPP1CA	YAP1
PTK2	MAPK3
AKT3	FOXO3
AKT3	CHUK
CHUK	NFKB2
PIK3R5	PLCE1
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT3	STAT1
PPP1CA	WWTR1
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
PML	JUP
RARA	JUP
ZBTB16	JUP
RUNX1	JUP
RUNX1T1	JUP
ATF6B	ARC
ATF4	ARC
GLI3	WNT5A
GLI3	WNT7A
GLI3	WNT2B
GLI3	WNT9B
GLI3	WNT5B
NR1H4	ABCB4
NR1H4	ABCB11
E2F1	CCNE2
SMAD2	CDKN2B
SMAD3	CDKN2B
TFDP2	CCNE2
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
NPAS2	PER2
CLOCK	RORC
JUN	RELA
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
VDR	TRPV5
JUN	CXCL1
MAPK11	CXCL1
RBPJL	CR2
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
ELK1	BIRC2
ELK1	BIRC3
ELK1	XIAP
ELK1	CCND1
CREB3	PCNA
ATF6B	PCNA
EGR3	FASLG
ATF4	PCNA
NFATC1	TNF
NFATC2	TNF
NFKB1	TNF
MAPK9	JUN
RELA	IL6
RELA	MMP9
RELA	TNF
CREB3L2	IL8
CREB3L2	PCNA
CREB3L1	PCNA
CREBBP	ENO2
CREBBP	FIGF
CREBBP	HK3
CREBBP	HMOX1
CREBBP	LDHA
CREBBP	SERPINE1
CREBBP	PFKFB1
CREBBP	PFKL
CREBBP	PGF
CREBBP	PGK1
CREBBP	BCL2
CREBBP	SLC2A1
CREBBP	VEGFB
EP300	ENO2
EP300	FIGF
EP300	HK3
EP300	HMOX1
EP300	LDHA
EP300	SERPINE1
EP300	PFKFB1
EP300	PFKL
EP300	PGF
EP300	PGK1
EP300	BCL2
EP300	SLC2A1
