AR	PRKACA
PRKACA	MAPK1
MAPK1	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	CREB1
MAPK1	ETS2
PRKACA	ATF4
PRKACA	ATF2
PRKACA	NFKB1
NFKB1	TP53
MAPK1	ELK1
MAPK1	ESR1
MAPK1	STAT3
MAPK1	STAT1
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
PRKACA	CREBBP
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	ESR2
MAPK1	FOXO3
CREBBP	SP1
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
RBPJ	FCER2
CTNNB1	CCND3
RELA	IL6
CREBBP	PFKL
EP300	PFKL
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
EP300	MITF
NFKB1	FIGF
LEF1	PPARD
LEF1	FOSL1
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
SP1	CAV1
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
PPARG	PTGS2
MYC	PTMA
NFIC	SFTPC
HOXA4	TH
SMAD4	TNNC1
