HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	E2F4
SMAD2	SP1
MAPK1	CREB1
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF4
MAPK1	MYC
SMAD2	TFDP1
MAPK1	ATF2
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	JUN
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
PIK3R5	AKT3
AKT3	CREB1
AKT3	CREB3
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	ATF4
PIK3R5	GSK3B
GSK3B	MYC
AKT3	ATF2
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	JUN
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
STAT2	PIM1
STAT2	CCND1
STAT2	SOCS5
STAT3	SOCS4
STAT3	SOCS7
STAT3	MYC
STAT3	CCND1
STAT3	SOCS1
PIK3CD	AKT3
PIK3R1	PDPK1
NFYC	LOC100507709
MAPK8	IL1B
MAPK8	IL6
MAPK8	IL12A
MAPK8	IL12B
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
EGR1	COL2A1
SP3	COL2A1
USF1	CTSB
ETS1	DNTT
MYC	NME1
JUN	NPPA
HIF1A	NR4A1
CREB1	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
